scenario,model,original_index,y_true,probability_gt_50k,true_class_probability,binary_cross_entropy_loss,predicted_class,prediction_correct
s1_random_1_percent,gradient_ascent,11054,0,7.042162e-05,0.9999296,7.05719e-05,0,1
s1_random_1_percent,gradient_ascent,11056,0,0.8018555,0.1981445,1.6187586,1,0
s1_random_1_percent,gradient_ascent,11289,0,0.044955034,0.955045,0.045996904,0,1
s1_random_1_percent,gradient_ascent,11405,0,0.44950902,0.550491,0.59694475,0,1
s1_random_1_percent,gradient_ascent,11586,0,0.70894575,0.29105425,1.2342458,1,0
s1_random_1_percent,gradient_ascent,11641,0,0.007057072,0.9929429,0.0070819855,0,1
s1_random_1_percent,gradient_ascent,11648,0,0.034357943,0.96564204,0.03496194,0,1
s1_random_1_percent,gradient_ascent,11923,0,0.005976688,0.9940233,0.0059947968,0,1
s1_random_1_percent,gradient_ascent,11935,1,0.6094192,0.6094192,0.49524888,1,1
s1_random_1_percent,gradient_ascent,12722,1,0.9675424,0.9675424,0.03299604,1,1
s1_random_1_percent,gradient_ascent,12839,0,0.0008472415,0.9991528,0.00084733963,0,1
s1_random_1_percent,gradient_ascent,12955,0,1.8966994e-05,0.99998105,1.9073486e-05,0,1
s1_random_1_percent,gradient_ascent,13047,0,0.27870622,0.7212938,0.32670873,0,1
s1_random_1_percent,gradient_ascent,13259,0,0.0005386531,0.99946135,0.000538826,0,1
s1_random_1_percent,gradient_ascent,13406,0,0.00016527002,0.9998347,0.00016498566,0,1
s1_random_1_percent,gradient_ascent,13434,0,0.043586344,0.9564136,0.044564724,0,1
s1_random_1_percent,gradient_ascent,13450,0,0.0056780674,0.99432194,0.0056943893,0,1
s1_random_1_percent,gradient_ascent,13456,0,0.1321793,0.8678207,0.14177024,0,1
s1_random_1_percent,gradient_ascent,13678,0,0.09761403,0.90238595,0.10271287,0,1
s1_random_1_percent,gradient_ascent,13740,1,0.77835214,0.77835214,0.2505762,1,1
s1_random_1_percent,gradient_ascent,13887,1,0.267682,0.267682,1.3179556,0,0
s1_random_1_percent,gradient_ascent,13984,0,0.0029670096,0.997033,0.0029711723,0,1
s1_random_1_percent,gradient_ascent,14246,0,0.0014218369,0.9985782,0.0014228821,0,1
s1_random_1_percent,gradient_ascent,14296,0,0.0757645,0.9242355,0.07878828,0,1
s1_random_1_percent,gradient_ascent,14406,0,0.19452822,0.8054718,0.21632719,0,1
s1_random_1_percent,gradient_ascent,14662,1,0.93491113,0.93491113,0.06730379,1,1
s1_random_1_percent,gradient_ascent,14703,1,0.35648373,0.35648373,1.0314667,0,0
s1_random_1_percent,gradient_ascent,14782,0,0.0025963774,0.9974036,0.0025997162,0,1
s1_random_1_percent,gradient_ascent,14793,0,0.0018178325,0.9981822,0.0018196106,0,1
s1_random_1_percent,gradient_ascent,14941,0,0.0001968604,0.9998031,0.00019645691,0,1
s1_random_1_percent,gradient_ascent,15088,1,0.025806973,0.025806973,3.6571105,0,0
s1_random_1_percent,gradient_ascent,15192,0,0.007988134,0.99201185,0.008020401,0,1
s1_random_1_percent,gradient_ascent,15199,0,0.46982968,0.5301703,0.6345569,0,1
s1_random_1_percent,gradient_ascent,15468,0,0.044126496,0.9558735,0.045129776,0,1
s1_random_1_percent,gradient_ascent,15542,0,0.0028617256,0.99713826,0.0028657913,0,1
s1_random_1_percent,gradient_ascent,15670,0,0.0013444838,0.9986555,0.0013456345,0,1
s1_random_1_percent,gradient_ascent,15724,0,0.039981954,0.96001804,0.040803194,0,1
s1_random_1_percent,gradient_ascent,15850,0,0.0003035699,0.99969643,0.00030326843,0,1
s1_random_1_percent,gradient_ascent,16076,1,0.84013134,0.84013134,0.17419705,1,1
s1_random_1_percent,gradient_ascent,16135,0,0.001666426,0.9983336,0.0016679764,0,1
s1_random_1_percent,gradient_ascent,16235,0,0.3753389,0.6246611,0.470546,0,1
s1_random_1_percent,gradient_ascent,16306,1,0.65324146,0.65324146,0.42580843,1,1
s1_random_1_percent,gradient_ascent,16537,0,0.00047946628,0.99952054,0.00047969818,0,1
s1_random_1_percent,gradient_ascent,16718,0,0.027246628,0.97275335,0.027624607,0,1
s1_random_1_percent,gradient_ascent,16920,1,0.7229673,0.7229673,0.32439122,1,1
s1_random_1_percent,gradient_ascent,16950,0,0.0048360145,0.995164,0.0048480034,0,1
s1_random_1_percent,gradient_ascent,17212,0,6.0143637e-05,0.99993986,6.0081482e-05,0,1
s1_random_1_percent,gradient_ascent,17656,0,0.012500095,0.9874999,0.012578964,0,1
s1_random_1_percent,gradient_ascent,17682,0,0.4873651,0.5126349,0.6681914,0,1
s1_random_1_percent,gradient_ascent,17801,0,0.69789493,0.30210507,1.1969805,1,0
s1_random_1_percent,gradient_ascent,17820,0,0.0072592306,0.99274075,0.007285595,0,1
s1_random_1_percent,gradient_ascent,17869,0,0.0004544197,0.9995456,0.0004544258,0,1
s1_random_1_percent,gradient_ascent,17998,1,0.6601949,0.6601949,0.41522017,1,1
s1_random_1_percent,gradient_ascent,18004,1,0.54270685,0.54270685,0.61118597,1,1
s1_random_1_percent,gradient_ascent,18164,0,0.066500425,0.9334996,0.068814754,0,1
s1_random_1_percent,gradient_ascent,18606,1,0.9417957,0.9417957,0.05996693,1,1
s1_random_1_percent,gradient_ascent,18864,1,0.96218127,0.96218127,0.038552422,1,1
s1_random_1_percent,gradient_ascent,19542,0,0.011427174,0.98857284,0.011492729,0,1
s1_random_1_percent,gradient_ascent,19799,1,0.691682,0.691682,0.36862895,1,1
s1_random_1_percent,gradient_ascent,19888,0,0.07002858,0.9299714,0.07260132,0,1
s1_random_1_percent,gradient_ascent,19934,0,0.035977352,0.96402264,0.036640406,0,1
s1_random_1_percent,gradient_ascent,19955,1,0.5726674,0.5726674,0.55745006,1,1
s1_random_1_percent,gradient_ascent,20305,1,0.14979455,0.14979455,1.8984905,0,0
s1_random_1_percent,gradient_ascent,20355,0,0.008232032,0.99176794,0.008265972,0,1
s1_random_1_percent,gradient_ascent,20428,0,0.2521833,0.7478167,0.29059744,0,1
s1_random_1_percent,gradient_ascent,20986,0,0.0074801487,0.99251986,0.007508278,0,1
s1_random_1_percent,gradient_ascent,21086,1,0.72771186,0.72771186,0.3178501,1,1
s1_random_1_percent,gradient_ascent,21142,0,0.0012003131,0.9987997,0.0012011528,0,1
s1_random_1_percent,gradient_ascent,21147,0,0.0046579875,0.995342,0.0046687126,0,1
s1_random_1_percent,gradient_ascent,21233,1,0.7016861,0.7016861,0.35426915,1,1
s1_random_1_percent,gradient_ascent,21247,0,0.0004527796,0.99954724,0.0004529953,0,1
s1_random_1_percent,gradient_ascent,21268,0,0.66103095,0.33896905,1.0818465,1,0
s1_random_1_percent,gradient_ascent,21378,0,0.56737703,0.43262297,0.8378886,1,0
s1_random_1_percent,gradient_ascent,21449,0,0.24124123,0.7587588,0.27607143,0,1
s1_random_1_percent,gradient_ascent,21499,0,0.03679244,0.96320754,0.037486315,0,1
s1_random_1_percent,gradient_ascent,21552,0,0.001128433,0.99887156,0.0011291504,0,1
s1_random_1_percent,gradient_ascent,21627,0,0.000919254,0.9990807,0.0009198189,0,1
s1_random_1_percent,gradient_ascent,21733,0,0.00037257784,0.9996274,0.00037288666,0,1
s1_random_1_percent,gradient_ascent,21793,0,0.00056653353,0.99943346,0.00056648254,0,1
s1_random_1_percent,gradient_ascent,21829,0,0.011622648,0.98837733,0.011690617,0,1
s1_random_1_percent,gradient_ascent,21832,0,0.074774824,0.9252252,0.07771802,0,1
s1_random_1_percent,gradient_ascent,21844,0,0.011867376,0.9881326,0.011938095,0,1
s1_random_1_percent,gradient_ascent,21911,0,0.03510742,0.96489257,0.03573847,0,1
s1_random_1_percent,gradient_ascent,22225,1,0.35398868,0.35398868,1.0384903,0,0
s1_random_1_percent,gradient_ascent,22293,0,0.1518331,0.8481669,0.16467786,0,1
s1_random_1_percent,gradient_ascent,22306,1,0.29130122,0.29130122,1.2333975,0,0
s1_random_1_percent,gradient_ascent,22479,0,0.0049808114,0.9950192,0.0049934387,0,1
s1_random_1_percent,gradient_ascent,22499,0,0.06357572,0.93642426,0.065686464,0,1
s1_random_1_percent,gradient_ascent,22515,0,0.057194535,0.94280547,0.05889535,0,1
s1_random_1_percent,gradient_ascent,22601,0,0.6323479,0.36765212,1.0006182,1,0
s1_random_1_percent,gradient_ascent,22653,0,0.1438287,0.8561713,0.15528476,0,1
s1_random_1_percent,gradient_ascent,22809,1,0.5036797,0.5036797,0.68581474,1,1
s1_random_1_percent,gradient_ascent,22827,1,0.48214298,0.48214298,0.7295145,0,0
s1_random_1_percent,gradient_ascent,22924,0,0.29970437,0.7002956,0.35625267,0,1
s1_random_1_percent,gradient_ascent,22936,1,0.30047342,0.30047342,1.2023958,0,0
s1_random_1_percent,gradient_ascent,23115,1,0.24680652,0.24680652,1.3991506,0,0
s1_random_1_percent,gradient_ascent,23155,0,3.08764e-05,0.9999691,3.0517578e-05,0,1
s1_random_1_percent,gradient_ascent,23564,0,0.7079482,0.2920518,1.2308242,1,0
s1_random_1_percent,gradient_ascent,23774,0,0.6522411,0.3477589,1.0562458,1,0
s1_random_1_percent,gradient_ascent,23977,1,0.50356704,0.50356704,0.68603843,1,1
s1_random_1_percent,gradient_ascent,24045,0,0.088201754,0.91179824,0.092336416,0,1
s1_random_1_percent,gradient_ascent,24110,0,0.056401186,0.9435988,0.05805421,0,1
s1_random_1_percent,gradient_ascent,24126,0,0.012577183,0.9874228,0.0126571655,0,1
s1_random_1_percent,gradient_ascent,24138,0,0.067288056,0.93271196,0.069658756,0,1
s1_random_1_percent,gradient_ascent,24148,1,0.7044111,0.7044111,0.35039312,1,1
s1_random_1_percent,gradient_ascent,24211,0,0.5887985,0.41120148,0.8886721,1,0
s1_random_1_percent,gradient_ascent,24238,0,0.00066275644,0.99933726,0.00066280365,0,1
s1_random_1_percent,gradient_ascent,24382,0,0.008496621,0.99150336,0.008533001,0,1
s1_random_1_percent,gradient_ascent,24560,1,0.36991832,0.36991832,0.9944731,0,0
s1_random_1_percent,gradient_ascent,24562,0,0.17573325,0.82426673,0.19326103,0,1
s1_random_1_percent,gradient_ascent,24862,1,0.2078903,0.2078903,1.5707448,0,0
s1_random_1_percent,gradient_ascent,25444,0,0.19014226,0.8098577,0.21089661,0,1
s1_random_1_percent,gradient_ascent,25502,0,0.018549547,0.98145044,0.018723726,0,1
s1_random_1_percent,gradient_ascent,26447,0,0.3981837,0.6018163,0.5078031,0,1
s1_random_1_percent,gradient_ascent,26490,0,0.18087961,0.8191204,0.19952416,0,1
s1_random_1_percent,gradient_ascent,26515,0,0.001288032,0.99871194,0.0012888908,0,1
s1_random_1_percent,gradient_ascent,26530,0,0.0012527651,0.9987472,0.0012536049,0,1
s1_random_1_percent,gradient_ascent,26633,0,0.18375516,0.81624484,0.20304084,0,1
s1_random_1_percent,gradient_ascent,26677,0,0.100563236,0.8994368,0.105986595,0,1
s1_random_1_percent,gradient_ascent,26755,0,0.29443836,0.70556164,0.34876108,0,1
s1_random_1_percent,gradient_ascent,26897,1,0.5075165,0.5075165,0.67822605,1,1
s1_random_1_percent,gradient_ascent,26926,0,5.7730926e-05,0.99994224,5.722046e-05,0,1
s1_random_1_percent,gradient_ascent,27018,1,0.6876208,0.6876208,0.3745177,1,1
s1_random_1_percent,gradient_ascent,27093,0,0.02250298,0.97749704,0.022759914,0,1
s1_random_1_percent,gradient_ascent,27119,0,0.0011439386,0.99885607,0.0011444092,0,1
s1_random_1_percent,gradient_ascent,27153,0,0.034286823,0.9657132,0.034888268,0,1
s1_random_1_percent,gradient_ascent,27206,0,0.005785617,0.99421436,0.0058026314,0,1
s1_random_1_percent,gradient_ascent,27418,0,0.008494909,0.9915051,0.008531094,0,1
s1_random_1_percent,gradient_ascent,27499,0,0.12615094,0.87384903,0.13484776,0,1
s1_random_1_percent,gradient_ascent,27510,0,0.36699507,0.6330049,0.457277,0,1
s1_random_1_percent,gradient_ascent,27662,0,0.7606786,0.23932141,1.4299479,1,0
s1_random_1_percent,gradient_ascent,27949,0,0.15179594,0.8482041,0.16463411,0,1
s1_random_1_percent,gradient_ascent,27958,0,0.63495433,0.36504567,1.0077329,1,0
s1_random_1_percent,gradient_ascent,28255,1,0.880676,0.880676,0.12706548,1,1
s1_random_1_percent,gradient_ascent,28389,0,0.8883086,0.111691415,2.1920154,1,0
s1_random_1_percent,gradient_ascent,28530,0,0.05610754,0.9438925,0.057743073,0,1
s1_random_1_percent,gradient_ascent,28700,0,0.014662318,0.9853377,0.014770985,0,1
s1_random_1_percent,gradient_ascent,28871,0,0.7589299,0.24107009,1.4226677,1,0
s1_random_1_percent,gradient_ascent,29302,0,0.00132907,0.99867094,0.0013298988,0,1
s1_random_1_percent,gradient_ascent,29574,0,0.74345607,0.25654393,1.3604554,1,0
s1_random_1_percent,gradient_ascent,29900,0,0.0022598288,0.99774015,0.0022625923,0,1
s1_random_1_percent,gradient_ascent,30034,0,0.000503721,0.9994963,0.0005040169,0,1
s1_random_1_percent,gradient_ascent,30573,0,0.021640334,0.97835964,0.021878004,0,1
s1_random_1_percent,gradient_ascent,30597,0,0.00029219096,0.9997078,0.00029182434,0,1
s1_random_1_percent,gradient_ascent,30632,1,0.31480375,0.31480375,1.1558057,0,0
s1_random_1_percent,gradient_ascent,30678,0,0.29380864,0.70619136,0.34786898,0,1
s1_random_1_percent,gradient_ascent,30704,0,0.0064159953,0.993584,0.006436825,0,1
s1_random_1_percent,gradient_ascent,30854,1,0.95710063,0.95710063,0.043846745,1,1
s1_random_1_percent,gradient_ascent,30929,1,0.25799698,0.25799698,1.3548074,0,0
s1_random_1_percent,gradient_ascent,31051,0,0.0384539,0.9615461,0.039212704,0,1
s1_random_1_percent,gradient_ascent,31199,0,0.0385527,0.9614473,0.0393157,0,1
s1_random_1_percent,gradient_ascent,31689,1,0.99507374,0.99507374,0.0049384288,1,1
s1_random_1_percent,gradient_ascent,31694,0,0.038223196,0.9617768,0.038972855,0,1
s1_random_1_percent,gradient_ascent,31788,1,0.43085203,0.43085203,0.84199053,0,0
s1_random_1_percent,gradient_ascent,32192,0,0.0024628066,0.9975372,0.002465725,0,1
s1_random_1_percent,gradient_ascent,32219,0,0.34003422,0.65996575,0.4155674,0,1
s1_random_1_percent,gradient_ascent,32283,0,0.19035204,0.809648,0.21115577,0,1
s1_random_1_percent,gradient_ascent,32306,1,0.9045938,0.9045938,0.100269236,1,1
s1_random_1_percent,gradient_ascent,32324,0,0.014639898,0.9853601,0.0147480965,0,1
s1_random_1_percent,gradient_ascent,32453,0,0.0110431,0.9889569,0.011104584,0,1
s1_random_1_percent,gradient_ascent,32483,0,0.00012845118,0.99987155,0.00012874603,0,1
s1_random_1_percent,gradient_ascent,32513,0,0.00017905631,0.99982095,0.00017929077,0,1
s1_random_1_percent,gradient_ascent,32746,0,0.1637429,0.8362571,0.17881918,0,1
s1_random_1_percent,gradient_ascent,32828,0,0.044453908,0.9555461,0.045472383,0,1
s1_random_1_percent,gradient_ascent,32850,1,0.12232875,0.12232875,2.1010432,0,0
s1_random_1_percent,gradient_ascent,33043,0,0.06675842,0.9332416,0.06909108,0,1
s1_random_1_percent,gradient_ascent,33102,0,0.007245364,0.99275464,0.0072717667,0,1
s1_random_1_percent,gradient_ascent,33112,0,0.0059715603,0.99402845,0.0059895515,0,1
s1_random_1_percent,gradient_ascent,33260,1,0.7736917,0.7736917,0.25658175,1,1
s1_random_1_percent,gradient_ascent,33285,0,0.38997087,0.6100291,0.49424854,0,1
s1_random_1_percent,gradient_ascent,33762,0,0.0011678665,0.9988321,0.0011687279,0,1
s1_random_1_percent,gradient_ascent,33875,0,0.28277045,0.71722955,0.3323593,0,1
s1_random_1_percent,gradient_ascent,33887,0,0.028731812,0.9712682,0.029152632,0,1
s1_random_1_percent,gradient_ascent,33939,0,0.008700138,0.99129987,0.008738041,0,1
s1_random_1_percent,gradient_ascent,33975,1,0.5419494,0.5419494,0.6125826,1,1
s1_random_1_percent,gradient_ascent,34067,1,0.77551705,0.77551705,0.2542253,1,1
s1_random_1_percent,gradient_ascent,34239,0,0.024838956,0.975161,0.025152683,0,1
s1_random_1_percent,gradient_ascent,34310,0,0.11533484,0.88466513,0.122546196,0,1
s1_random_1_percent,gradient_ascent,34736,1,0.07545991,0.07545991,2.5841537,0,0
s1_random_1_percent,gradient_ascent,34888,0,0.03313649,0.9668635,0.033698082,0,1
s1_random_1_percent,gradient_ascent,34909,0,0.075027764,0.92497224,0.077991486,0,1
s1_random_1_percent,gradient_ascent,35073,0,0.5540132,0.4459868,0.8074659,1,0
s1_random_1_percent,gradient_ascent,35143,0,0.2712468,0.7287532,0.31642014,0,1
s1_random_1_percent,gradient_ascent,35157,0,0.4171099,0.5828901,0.5397566,0,1
s1_random_1_percent,gradient_ascent,35508,0,0.33864284,0.66135716,0.4134612,0,1
s1_random_1_percent,gradient_ascent,35611,0,0.49187693,0.50812304,0.6770316,0,1
s1_random_1_percent,gradient_ascent,35665,0,0.13412338,0.8658766,0.14401281,0,1
s1_random_1_percent,gradient_ascent,35896,1,0.885507,0.885507,0.1215949,1,1
s1_random_1_percent,gradient_ascent,36046,1,0.7210288,0.7210288,0.32707614,1,1
s1_random_1_percent,gradient_ascent,36126,0,0.02083554,0.9791645,0.021055698,0,1
s1_random_1_percent,gradient_ascent,36759,0,0.0013658499,0.99863416,0.0013666153,0,1
s1_random_1_percent,gradient_ascent,36851,0,0.00061471504,0.9993853,0.00061511993,0,1
s1_random_1_percent,gradient_ascent,36866,0,0.0013125282,0.99868745,0.0013132095,0,1
s1_random_1_percent,gradient_ascent,36940,1,0.6723204,0.6723204,0.3970202,1,1
s1_random_1_percent,gradient_ascent,36980,1,0.6481899,0.6481899,0.43357155,1,1
s1_random_1_percent,gradient_ascent,37178,0,0.28159872,0.7184013,0.33072704,0,1
s1_random_1_percent,gradient_ascent,37225,0,0.19002062,0.8099794,0.21074653,0,1
s1_random_1_percent,gradient_ascent,37271,0,0.024111962,0.975888,0.024407387,0,1
s1_random_1_percent,gradient_ascent,37470,1,0.32059786,0.32059786,1.1375676,0,0
s1_random_1_percent,gradient_ascent,37537,0,0.019648172,0.9803518,0.019843817,0,1
s1_random_1_percent,gradient_ascent,37554,0,0.030500643,0.96949935,0.030975342,0,1
s1_random_1_percent,gradient_ascent,37736,0,0.014243258,0.98575675,0.014345646,0,1
s1_random_1_percent,gradient_ascent,37870,1,0.63021547,0.63021547,0.46169347,1,1
s1_random_1_percent,gradient_ascent,37901,0,0.25275195,0.74724805,0.2913581,0,1
s1_random_1_percent,gradient_ascent,37924,0,0.5442228,0.45577723,0.7857511,1,0
s1_random_1_percent,gradient_ascent,37934,0,0.7120328,0.2879672,1.2449088,1,0
s1_random_1_percent,gradient_ascent,38080,0,0.043914363,0.9560856,0.04490781,0,1
s1_random_1_percent,gradient_ascent,38139,0,0.150182,0.849818,0.16273308,0,1
s1_random_1_percent,gradient_ascent,38217,0,3.933632e-05,0.99996066,3.9100647e-05,0,1
s1_random_1_percent,gradient_ascent,38229,0,0.00047427052,0.9995257,0.00047445297,0,1
s1_random_1_percent,gradient_ascent,38387,0,0.017258719,0.9827413,0.017409325,0,1
s1_random_1_percent,gradient_ascent,38462,1,0.588612,0.588612,0.529988,1,1
s1_random_1_percent,gradient_ascent,38622,0,0.31769425,0.68230575,0.38227737,0,1
s1_random_1_percent,gradient_ascent,38655,0,0.08314117,0.91685885,0.08680177,0,1
s1_random_1_percent,gradient_ascent,38715,0,0.38704336,0.61295664,0.4894611,0,1
s1_random_1_percent,gradient_ascent,38726,0,0.0011764505,0.9988235,0.001177311,0,1
s1_random_1_percent,gradient_ascent,39066,0,0.037251927,0.96274805,0.03796339,0,1
s1_random_1_percent,gradient_ascent,39085,0,0.024916926,0.97508305,0.025232553,0,1
s1_random_1_percent,gradient_ascent,39414,0,0.40289,0.59711003,0.51565385,0,1
s1_random_1_percent,gradient_ascent,39437,0,0.003842078,0.99615794,0.0038495064,0,1
s1_random_1_percent,gradient_ascent,39530,1,0.7838303,0.7838303,0.24356276,1,1
s1_random_1_percent,gradient_ascent,39607,0,0.0006466777,0.99935335,0.000647068,0,1
s1_random_1_percent,gradient_ascent,39869,0,0.0013660704,0.9986339,0.0013670921,0,1
s1_random_1_percent,gradient_ascent,39953,1,0.91091865,0.91091865,0.09330167,1,1
s1_random_1_percent,gradient_ascent,40107,0,0.0042407615,0.99575925,0.0042500496,0,1
s1_random_1_percent,gradient_ascent,40340,0,0.00027041623,0.9997296,0.0002708435,0,1
s1_random_1_percent,gradient_ascent,40376,0,0.6610002,0.3389998,1.0817559,1,0
s1_random_1_percent,gradient_ascent,40387,0,0.1922979,0.80770206,0.21356201,0,1
s1_random_1_percent,gradient_ascent,40408,0,0.00055016286,0.99944985,0.0005502701,0,1
s1_random_1_percent,gradient_ascent,40545,0,0.0065185823,0.9934814,0.0065398216,0,1
s1_random_1_percent,gradient_ascent,40662,1,0.7202836,0.7202836,0.32811025,1,1
s1_random_1_percent,gradient_ascent,40862,0,0.0022054971,0.9977945,0.002207756,0,1
s1_random_1_percent,gradient_ascent,41466,0,0.006394086,0.9936059,0.0064148903,0,1
s1_random_1_percent,gradient_ascent,41476,1,0.9858073,0.9858073,0.014294372,1,1
s1_random_1_percent,gradient_ascent,41522,0,0.24495782,0.7550422,0.28098166,0,1
