scenario,display_name,epoch,model,original_index,normalised_entropy
s1_random_1_percent,Random 1%,0,baseline_epoch_0,7476,0.46423005925494215
s1_random_1_percent,Random 1%,0,baseline_epoch_0,7499,0.830064277196497
s1_random_1_percent,Random 1%,0,baseline_epoch_0,7576,0.9482307829994644
s1_random_1_percent,Random 1%,0,baseline_epoch_0,7891,0.45175722945548474
s1_random_1_percent,Random 1%,0,baseline_epoch_0,7933,0.8466017248775332
s1_random_1_percent,Random 1%,0,baseline_epoch_0,7946,0.9416908707694555
s1_random_1_percent,Random 1%,0,baseline_epoch_0,8088,0.12962151256763377
s1_random_1_percent,Random 1%,0,baseline_epoch_0,8161,0.8143666835584772
s1_random_1_percent,Random 1%,0,baseline_epoch_0,8193,0.0055596128444014145
s1_random_1_percent,Random 1%,0,baseline_epoch_0,8380,0.0009238550063763619
s1_random_1_percent,Random 1%,0,baseline_epoch_0,8602,0.8668345903621398
s1_random_1_percent,Random 1%,0,baseline_epoch_0,8668,0.6561226230453902
s1_random_1_percent,Random 1%,0,baseline_epoch_0,8803,0.03301500881975451
s1_random_1_percent,Random 1%,0,baseline_epoch_0,8899,0.5013515365715021
s1_random_1_percent,Random 1%,0,baseline_epoch_0,9241,0.3882333299942404
s1_random_1_percent,Random 1%,0,baseline_epoch_0,9254,0.215894048656915
s1_random_1_percent,Random 1%,0,baseline_epoch_0,9493,0.02214519351233578
s1_random_1_percent,Random 1%,0,baseline_epoch_0,9777,0.9206334582955416
s1_random_1_percent,Random 1%,0,baseline_epoch_0,9828,0.004607865615654355
s1_random_1_percent,Random 1%,0,baseline_epoch_0,9923,0.29500436600857627
s1_random_1_percent,Random 1%,0,baseline_epoch_0,9968,0.0004999027332769898
s1_random_1_percent,Random 1%,0,baseline_epoch_0,10483,0.10498824891695578
s1_random_1_percent,Random 1%,0,baseline_epoch_0,11054,0.0010198076238197543
s1_random_1_percent,Random 1%,0,baseline_epoch_0,11056,0.7321543661136333
s1_random_1_percent,Random 1%,0,baseline_epoch_0,11289,0.2642005689054007
s1_random_1_percent,Random 1%,0,baseline_epoch_0,11405,0.9910454482089877
s1_random_1_percent,Random 1%,0,baseline_epoch_0,11586,0.8804217820187682
s1_random_1_percent,Random 1%,0,baseline_epoch_0,11641,0.058291067550944854
s1_random_1_percent,Random 1%,0,baseline_epoch_0,11648,0.2129639940453433
s1_random_1_percent,Random 1%,0,baseline_epoch_0,11923,0.052217294014965714
s1_random_1_percent,Random 1%,0,baseline_epoch_0,11935,0.9708507400707289
s1_random_1_percent,Random 1%,0,baseline_epoch_0,12722,0.21115043534083497
s1_random_1_percent,Random 1%,0,baseline_epoch_0,12839,0.009416748013151758
s1_random_1_percent,Random 1%,0,baseline_epoch_0,12955,0.0003102266279811238
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13047,0.8369650485294136
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13259,0.006340926921016208
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13406,0.002188666024040664
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13434,0.25543896761296575
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13450,0.049709787367692375
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13456,0.5587791911362281
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13678,0.452301418187555
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13740,0.7761614277082071
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13887,0.8322909709920416
s1_random_1_percent,Random 1%,0,baseline_epoch_0,13984,0.028250840029020178
s1_random_1_percent,Random 1%,0,baseline_epoch_0,14246,0.014949854196898617
s1_random_1_percent,Random 1%,0,baseline_epoch_0,14296,0.3752762603226139
s1_random_1_percent,Random 1%,0,baseline_epoch_0,14406,0.7064872289000608
s1_random_1_percent,Random 1%,0,baseline_epoch_0,14662,0.35507147572907993
s1_random_1_percent,Random 1%,0,baseline_epoch_0,14703,0.9379565056230788
s1_random_1_percent,Random 1%,0,baseline_epoch_0,14782,0.025141269133610856
s1_random_1_percent,Random 1%,0,baseline_epoch_0,14793,0.01852559763788994
s1_random_1_percent,Random 1%,0,baseline_epoch_0,14941,0.002606498032005634
s1_random_1_percent,Random 1%,0,baseline_epoch_0,15088,0.17363113643927072
s1_random_1_percent,Random 1%,0,baseline_epoch_0,15192,0.06696500856691585
s1_random_1_percent,Random 1%,0,baseline_epoch_0,15199,0.9960616239189919
s1_random_1_percent,Random 1%,0,baseline_epoch_0,15468,0.2557550461427846
s1_random_1_percent,Random 1%,0,baseline_epoch_0,15542,0.027707718999007352
s1_random_1_percent,Random 1%,0,baseline_epoch_0,15670,0.014585965592787804
s1_random_1_percent,Random 1%,0,baseline_epoch_0,15724,0.2372276553098914
s1_random_1_percent,Random 1%,0,baseline_epoch_0,15850,0.003831424533478449
s1_random_1_percent,Random 1%,0,baseline_epoch_0,16076,0.6448670384781535
s1_random_1_percent,Random 1%,0,baseline_epoch_0,16135,0.01726739507965039
s1_random_1_percent,Random 1%,0,baseline_epoch_0,16235,0.9462653964511386
s1_random_1_percent,Random 1%,0,baseline_epoch_0,16306,0.935511236745462
s1_random_1_percent,Random 1%,0,baseline_epoch_0,16537,0.005764716398910023
s1_random_1_percent,Random 1%,0,baseline_epoch_0,16718,0.1774998001798656
s1_random_1_percent,Random 1%,0,baseline_epoch_0,16920,0.8582211286985771
s1_random_1_percent,Random 1%,0,baseline_epoch_0,16950,0.04235811772847431
s1_random_1_percent,Random 1%,0,baseline_epoch_0,17212,0.0008820182501228703
s1_random_1_percent,Random 1%,0,baseline_epoch_0,17656,0.09537185956139574
s1_random_1_percent,Random 1%,0,baseline_epoch_0,17682,0.9987551106697462
s1_random_1_percent,Random 1%,0,baseline_epoch_0,17801,0.8894759976051829
s1_random_1_percent,Random 1%,0,baseline_epoch_0,17820,0.06067733729361039
s1_random_1_percent,Random 1%,0,baseline_epoch_0,17869,0.0054414267192299855
s1_random_1_percent,Random 1%,0,baseline_epoch_0,17998,0.9293370256455504
s1_random_1_percent,Random 1%,0,baseline_epoch_0,18004,0.9964333908311462
s1_random_1_percent,Random 1%,0,baseline_epoch_0,18164,0.3387123107954021
s1_random_1_percent,Random 1%,0,baseline_epoch_0,18606,0.3304915260815019
s1_random_1_percent,Random 1%,0,baseline_epoch_0,18864,0.23821698027281413
s1_random_1_percent,Random 1%,0,baseline_epoch_0,19542,0.0872983775386456
s1_random_1_percent,Random 1%,0,baseline_epoch_0,19799,0.8965748700921048
s1_random_1_percent,Random 1%,0,baseline_epoch_0,19888,0.36002270133325587
s1_random_1_percent,Random 1%,0,baseline_epoch_0,19934,0.21770903535094296
s1_random_1_percent,Random 1%,0,baseline_epoch_0,19955,0.988822746188066
s1_random_1_percent,Random 1%,0,baseline_epoch_0,20305,0.6066653839726611
s1_random_1_percent,Random 1%,0,baseline_epoch_0,20355,0.06739009287737485
s1_random_1_percent,Random 1%,0,baseline_epoch_0,20428,0.8111475392551798
s1_random_1_percent,Random 1%,0,baseline_epoch_0,20986,0.062035165119007696
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21086,0.8558978021583142
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21142,0.012929687540306104
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21147,0.04113017326772135
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21233,0.8868419985018609
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21247,0.005453503831264566
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21268,0.9298612725513363
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21378,0.9910540861750987
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21449,0.7951571882506212
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21499,0.21730797992625117
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21552,0.012201758721761652
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21627,0.01005792568621977
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21733,0.00454480033835118
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21793,0.006642216288401505
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21829,0.09023670516571744
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21832,0.38054408639468296
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21844,0.0898863661881978
s1_random_1_percent,Random 1%,0,baseline_epoch_0,21911,0.21685677466674763
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22225,0.9308365690823293
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22293,0.6013697231764895
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22306,0.8636489574553136
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22479,0.044518922310448905
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22499,0.3349762316129212
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22515,0.3120859480088322
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22601,0.9578077926511601
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22653,0.5888015491006026
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22809,0.999987802644689
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22827,0.9982802415413363
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22924,0.8701142580026197
s1_random_1_percent,Random 1%,0,baseline_epoch_0,22936,0.8786632784154245
s1_random_1_percent,Random 1%,0,baseline_epoch_0,23115,0.8018701646236008
s1_random_1_percent,Random 1%,0,baseline_epoch_0,23155,0.0004860554856641582
s1_random_1_percent,Random 1%,0,baseline_epoch_0,23564,0.8788670307395625
s1_random_1_percent,Random 1%,0,baseline_epoch_0,23774,0.9376709058829613
s1_random_1_percent,Random 1%,0,baseline_epoch_0,23977,0.9998913345146905
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24045,0.42561773034029066
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24110,0.30574823255967826
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24126,0.09564711118365486
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24138,0.34807523831246734
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24148,0.8930426915710823
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24211,0.9811953399012456
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24238,0.007703653905167629
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24382,0.06878826978739179
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24560,0.9462110565624523
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24562,0.6598626670479988
s1_random_1_percent,Random 1%,0,baseline_epoch_0,24862,0.7339636570778375
s1_random_1_percent,Random 1%,0,baseline_epoch_0,25444,0.6928930073031951
s1_random_1_percent,Random 1%,0,baseline_epoch_0,25502,0.13065515530641533
s1_random_1_percent,Random 1%,0,baseline_epoch_0,26447,0.9663036149568694
s1_random_1_percent,Random 1%,0,baseline_epoch_0,26490,0.6537883136057988
s1_random_1_percent,Random 1%,0,baseline_epoch_0,26515,0.013676736012965316
s1_random_1_percent,Random 1%,0,baseline_epoch_0,26530,0.013382350009510545
s1_random_1_percent,Random 1%,0,baseline_epoch_0,26633,0.6711608953936474
s1_random_1_percent,Random 1%,0,baseline_epoch_0,26677,0.4638015279092024
s1_random_1_percent,Random 1%,0,baseline_epoch_0,26755,0.8672293087492996
s1_random_1_percent,Random 1%,0,baseline_epoch_0,26897,0.9999663774950622
s1_random_1_percent,Random 1%,0,baseline_epoch_0,26926,0.000869154380734623
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27018,0.902856624504829
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27093,0.15211882840024318
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27119,0.012512072381405176
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27153,0.21060099723015166
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27206,0.04938007692774468
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27418,0.0700804712361431
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27499,0.5359999856122803
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27510,0.9343867445759143
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27662,0.8078307776162326
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27949,0.6070865091950681
s1_random_1_percent,Random 1%,0,baseline_epoch_0,27958,0.954929414113072
s1_random_1_percent,Random 1%,0,baseline_epoch_0,28255,0.5354113672503346
s1_random_1_percent,Random 1%,0,baseline_epoch_0,28389,0.5173349171045555
s1_random_1_percent,Random 1%,0,baseline_epoch_0,28530,0.30542574498567676
s1_random_1_percent,Random 1%,0,baseline_epoch_0,28700,0.10630690159294702
s1_random_1_percent,Random 1%,0,baseline_epoch_0,28871,0.8071546651203049
s1_random_1_percent,Random 1%,0,baseline_epoch_0,29302,0.014044070055796635
s1_random_1_percent,Random 1%,0,baseline_epoch_0,29574,0.8311599243143849
s1_random_1_percent,Random 1%,0,baseline_epoch_0,29900,0.02134863233878213
s1_random_1_percent,Random 1%,0,baseline_epoch_0,30034,0.006061938094726288
s1_random_1_percent,Random 1%,0,baseline_epoch_0,30573,0.14963723672930498
s1_random_1_percent,Random 1%,0,baseline_epoch_0,30597,0.003693332764683193
s1_random_1_percent,Random 1%,0,baseline_epoch_0,30632,0.8927342495165027
s1_random_1_percent,Random 1%,0,baseline_epoch_0,30678,0.8710935509407596
s1_random_1_percent,Random 1%,0,baseline_epoch_0,30704,0.054462755746284244
s1_random_1_percent,Random 1%,0,baseline_epoch_0,30854,0.26343164347627895
s1_random_1_percent,Random 1%,0,baseline_epoch_0,30929,0.8220628303374787
s1_random_1_percent,Random 1%,0,baseline_epoch_0,31051,0.23280774877412277
s1_random_1_percent,Random 1%,0,baseline_epoch_0,31199,0.23310613030400862
s1_random_1_percent,Random 1%,0,baseline_epoch_0,31689,0.046522253485765545
s1_random_1_percent,Random 1%,0,baseline_epoch_0,31694,0.22943228761188816
s1_random_1_percent,Random 1%,0,baseline_epoch_0,31788,0.9843474655879207
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32192,0.024009253257680687
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32219,0.9223815296334572
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32283,0.6879653997656422
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32306,0.46476005170787615
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32324,0.10655567390665056
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32453,0.08680329825656068
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32483,0.0017582962296505214
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32513,0.0023769737708082437
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32746,0.6392558776046624
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32828,0.2584727660772695
s1_random_1_percent,Random 1%,0,baseline_epoch_0,32850,0.5366250385003866
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33043,0.35244253550517635
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33102,0.05980946233838803
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33112,0.05133954200713296
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33260,0.7804341650887502
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33285,0.9618665925414996
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33762,0.012522539894645402
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33875,0.854368763033097
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33887,0.1838547678870255
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33939,0.07074110121194276
s1_random_1_percent,Random 1%,0,baseline_epoch_0,33975,0.9958060701090177
s1_random_1_percent,Random 1%,0,baseline_epoch_0,34067,0.7809619058615442
s1_random_1_percent,Random 1%,0,baseline_epoch_0,34239,0.1641151219110479
s1_random_1_percent,Random 1%,0,baseline_epoch_0,34310,0.5109706248471219
s1_random_1_percent,Random 1%,0,baseline_epoch_0,34736,0.38490899129305006
s1_random_1_percent,Random 1%,0,baseline_epoch_0,34888,0.20832753975489182
s1_random_1_percent,Random 1%,0,baseline_epoch_0,34909,0.3796354036002541
s1_random_1_percent,Random 1%,0,baseline_epoch_0,35073,0.9932787358274857
s1_random_1_percent,Random 1%,0,baseline_epoch_0,35143,0.8385222134466833
s1_random_1_percent,Random 1%,0,baseline_epoch_0,35157,0.9772223557875328
s1_random_1_percent,Random 1%,0,baseline_epoch_0,35508,0.9134206668092596
s1_random_1_percent,Random 1%,0,baseline_epoch_0,35611,0.9992724155990156
s1_random_1_percent,Random 1%,0,baseline_epoch_0,35665,0.5613247979628049
s1_random_1_percent,Random 1%,0,baseline_epoch_0,35896,0.5195247005987473
s1_random_1_percent,Random 1%,0,baseline_epoch_0,36046,0.8611239597727105
s1_random_1_percent,Random 1%,0,baseline_epoch_0,36126,0.13909122872386676
s1_random_1_percent,Random 1%,0,baseline_epoch_0,36759,0.014520172699966716
s1_random_1_percent,Random 1%,0,baseline_epoch_0,36851,0.007157801146068274
s1_random_1_percent,Random 1%,0,baseline_epoch_0,36866,0.014215678394612118
s1_random_1_percent,Random 1%,0,baseline_epoch_0,36940,0.9190268513959168
s1_random_1_percent,Random 1%,0,baseline_epoch_0,36980,0.9428621102650946
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37178,0.8493297629348413
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37225,0.6960989841713939
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37271,0.16300848736543977
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37470,0.8960866021142597
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37537,0.13523192063203143
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37554,0.18560729407522578
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37736,0.10570461054093147
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37870,0.9544201210362011
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37901,0.8085154695825394
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37924,0.9966700181488347
s1_random_1_percent,Random 1%,0,baseline_epoch_0,37934,0.8861173374975796
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38080,0.25129704149660725
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38139,0.606065856136484
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38217,0.0006068741953832385
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38229,0.005850744541643446
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38387,0.12311803035540411
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38462,0.9814954017972091
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38622,0.8957172692838726
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38655,0.40579122352260605
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38715,0.954624854712988
s1_random_1_percent,Random 1%,0,baseline_epoch_0,38726,0.012859172197478435
s1_random_1_percent,Random 1%,0,baseline_epoch_0,39066,0.22712904352656016
s1_random_1_percent,Random 1%,0,baseline_epoch_0,39085,0.1640182188318491
s1_random_1_percent,Random 1%,0,baseline_epoch_0,39414,0.9682941790574936
s1_random_1_percent,Random 1%,0,baseline_epoch_0,39437,0.03554883194812607
s1_random_1_percent,Random 1%,0,baseline_epoch_0,39530,0.7653188339724709
s1_random_1_percent,Random 1%,0,baseline_epoch_0,39607,0.007468338961819473
s1_random_1_percent,Random 1%,0,baseline_epoch_0,39869,0.014421988555530427
s1_random_1_percent,Random 1%,0,baseline_epoch_0,39953,0.4437099751422549
s1_random_1_percent,Random 1%,0,baseline_epoch_0,40107,0.03791116582106688
s1_random_1_percent,Random 1%,0,baseline_epoch_0,40340,0.0034470642767475998
s1_random_1_percent,Random 1%,0,baseline_epoch_0,40376,0.9321210597773246
s1_random_1_percent,Random 1%,0,baseline_epoch_0,40387,0.6998568237103624
s1_random_1_percent,Random 1%,0,baseline_epoch_0,40408,0.006490783848512286
s1_random_1_percent,Random 1%,0,baseline_epoch_0,40545,0.05657643200944732
s1_random_1_percent,Random 1%,0,baseline_epoch_0,40662,0.8630567942485431
s1_random_1_percent,Random 1%,0,baseline_epoch_0,40862,0.02209151260072189
s1_random_1_percent,Random 1%,0,baseline_epoch_0,41466,0.05415616097816345
s1_random_1_percent,Random 1%,0,baseline_epoch_0,41476,0.11022389068210181
s1_random_1_percent,Random 1%,0,baseline_epoch_0,41522,0.7930737412429344
s1_random_1_percent,Random 1%,0,baseline_epoch_0,41549,0.01923524540449503
s1_random_1_percent,Random 1%,0,baseline_epoch_0,41574,0.5130746948388198
s1_random_1_percent,Random 1%,0,baseline_epoch_0,41585,0.994566131493745
s1_random_1_percent,Random 1%,0,baseline_epoch_0,41720,0.7476697209881954
s1_random_1_percent,Random 1%,0,baseline_epoch_0,42999,0.0009550178356835655
s1_random_1_percent,Random 1%,0,baseline_epoch_0,43268,0.8472892390998302
s1_random_1_percent,Random 1%,0,baseline_epoch_0,43559,0.00131844864931302
s1_random_1_percent,Random 1%,0,baseline_epoch_0,43733,0.04896682009670665
s1_random_1_percent,Random 1%,0,baseline_epoch_0,43786,0.028453495742538408
s1_random_1_percent,Random 1%,0,baseline_epoch_0,43892,0.775215663896329
s1_random_1_percent,Random 1%,0,baseline_epoch_0,43941,0.46007801786313723
s1_random_1_percent,Random 1%,0,baseline_epoch_0,44215,0.9842352975259231
s1_random_1_percent,Random 1%,0,baseline_epoch_0,44605,0.5959543907204783
s1_random_1_percent,Random 1%,0,baseline_epoch_0,44725,0.15678458588876204
s1_random_1_percent,Random 1%,0,baseline_epoch_0,44753,0.2911374698477964
s1_random_1_percent,Random 1%,0,baseline_epoch_0,44870,0.17945948490306007
s1_random_1_percent,Random 1%,0,baseline_epoch_0,45106,0.9670598701751703
s1_random_1_percent,Random 1%,0,baseline_epoch_0,45632,0.8557042025374261
s1_random_1_percent,Random 1%,0,baseline_epoch_0,45660,0.8217163284279692
s1_random_1_percent,Random 1%,0,baseline_epoch_0,45776,0.2844360281535072
s1_random_1_percent,Random 1%,0,baseline_epoch_0,45861,0.0683341923062794
s1_random_1_percent,Random 1%,0,baseline_epoch_0,46555,0.4215721828285526
s1_random_1_percent,Random 1%,0,baseline_epoch_0,46579,0.1680709381496862
s1_random_1_percent,Random 1%,0,baseline_epoch_0,46712,0.9574686967140987
s1_random_1_percent,Random 1%,0,baseline_epoch_0,46758,0.8537554118925678
s1_random_1_percent,Random 1%,0,baseline_epoch_0,46819,0.21675625816884472
s1_random_1_percent,Random 1%,0,baseline_epoch_0,46904,0.6606793458545398
s1_random_1_percent,Random 1%,0,baseline_epoch_0,47023,0.0016161628741256171
s1_random_1_percent,Random 1%,0,baseline_epoch_0,47065,0.08315576468654262
s1_random_1_percent,Random 1%,0,baseline_epoch_0,47176,0.19730824017889376
s1_random_1_percent,Random 1%,0,baseline_epoch_0,47218,0.9998662736949344
s1_random_1_percent,Random 1%,0,baseline_epoch_0,47626,0.033917685860073994
s1_random_1_percent,Random 1%,0,baseline_epoch_0,47740,0.0024409197084683536
s1_random_1_percent,Random 1%,0,baseline_epoch_0,48220,0.7102200539285841
s1_random_1_percent,Random 1%,0,baseline_epoch_0,48244,0.8452300583518383
s1_random_1_percent,Random 1%,0,baseline_epoch_0,48408,0.19263993665059037
s1_random_1_percent,Random 1%,0,baseline_epoch_0,48808,0.025027956070022894
s1_random_1_percent,Random 1%,1,gradient_ascent,353,0.4631066769725247
s1_random_1_percent,Random 1%,1,gradient_ascent,489,0.3868321490073121
s1_random_1_percent,Random 1%,1,gradient_ascent,946,0.5837827439083525
s1_random_1_percent,Random 1%,1,gradient_ascent,1059,0.0006331065656140935
s1_random_1_percent,Random 1%,1,gradient_ascent,1109,0.5768575548918586
s1_random_1_percent,Random 1%,1,gradient_ascent,1116,0.00794838853609457
