original_index,shard_id,slice_id,within_shard_order,class_label
37981,1,1,381,0
44011,1,1,382,0
48825,1,1,383,0
42530,1,1,384,1
35458,1,1,385,0
11479,1,1,386,0
48376,1,1,387,0
12570,1,1,388,1
20156,1,1,389,0
22166,1,1,390,0
48533,1,1,391,0
8824,1,1,392,1
617,1,1,393,0
11220,1,1,394,0
44112,1,1,395,1
34868,1,1,396,0
29616,1,1,397,1
10947,1,1,398,1
46090,1,1,399,0
4984,1,1,400,0
37185,1,1,401,0
26919,1,1,402,0
29871,1,1,403,1
41912,1,1,404,0
20988,1,1,405,0
36895,1,1,406,0
16008,1,1,407,1
45688,1,1,408,1
19401,1,1,409,0
47186,1,1,410,0
31946,1,1,411,0
13043,1,1,412,1
45649,1,1,413,0
7529,1,1,414,0
16882,1,1,415,0
26513,1,1,416,0
1933,1,1,417,1
16400,1,1,418,0
25766,1,1,419,0
20528,1,1,420,0
32733,1,1,421,0
14181,1,1,422,1
16683,1,1,423,1
10095,1,1,424,0
29095,1,1,425,1
23721,1,1,426,0
48492,1,1,427,0
21077,1,1,428,0
9601,1,1,429,0
5292,1,1,430,0
43617,1,1,431,0
7415,1,1,432,0
32474,1,1,433,0
40296,1,1,434,1
9700,1,1,435,1
17477,1,1,436,0
20402,1,1,437,1
22623,1,1,438,0
33421,1,1,439,0
1097,1,1,440,1
5251,1,1,441,0
31269,1,1,442,0
7263,1,1,443,0
44317,1,1,444,0
22662,1,1,445,0
10734,1,1,446,0
16188,1,1,447,0
46653,1,1,448,1
17145,1,1,449,0
10017,1,1,450,0
12228,1,1,451,0
1524,1,1,452,0
14855,1,1,453,0
29004,1,1,454,1
14985,1,1,455,0
18913,1,1,456,0
34704,1,1,457,0
3826,1,1,458,0
24887,1,1,459,0
23142,1,1,460,0
7564,1,1,461,0
8640,1,1,462,0
22369,1,1,463,0
3024,1,1,464,1
25693,1,1,465,0
17748,1,1,466,0
4522,1,1,467,0
4147,1,1,468,0
30168,1,1,469,0
31267,1,1,470,0
45430,1,1,471,0
15762,1,1,472,0
32411,1,1,473,0
15921,1,1,474,0
28932,1,1,475,0
42864,1,1,476,0
22977,1,1,477,0
42402,1,1,478,1
38791,1,1,479,0
18188,1,1,480,0
14659,1,1,481,0
28171,1,1,482,1
46172,1,1,483,1
18017,1,1,484,0
11081,1,1,485,0
1576,1,1,486,1
40503,1,1,487,0
46896,1,1,488,0
39346,1,1,489,0
31658,1,1,490,0
10213,1,1,491,1
32370,1,1,492,0
37694,1,1,493,0
36090,1,1,494,1
33394,1,1,495,0
25338,1,1,496,0
20074,1,1,497,0
36456,1,1,498,0
33612,1,1,499,1
35856,1,1,500,0
40496,1,1,501,0
5434,1,1,502,0
39481,1,1,503,0
3676,1,1,504,0
16774,1,1,505,0
28293,1,1,506,1
44051,1,1,507,0
33420,1,1,508,0
23618,1,1,509,1
40923,1,1,510,0
6736,1,1,511,0
2952,1,1,512,0
18301,1,1,513,0
31889,1,1,514,1
15471,1,1,515,0
15263,1,1,516,0
22967,1,1,517,1
9898,1,1,518,0
47497,1,1,519,1
21055,1,1,520,0
39519,1,1,521,0
33043,1,1,522,0
38136,1,1,523,1
46932,1,1,524,1
25505,1,1,525,0
46406,1,1,526,0
26314,1,1,527,1
35431,1,1,528,0
37121,1,1,529,0
21244,1,1,530,0
17500,1,1,531,1
22642,1,1,532,0
44085,1,1,533,0
18967,1,1,534,0
46054,1,1,535,1
24112,1,1,536,1
22327,1,1,537,0
47318,1,1,538,0
13389,1,1,539,1
41182,1,1,540,0
36081,1,1,541,0
46799,1,1,542,0
12880,1,1,543,1
32164,1,1,544,0
7202,1,1,545,0
23045,1,1,546,1
48318,1,1,547,0
5626,1,1,548,0
13100,1,1,549,0
10956,1,1,550,0
30120,1,1,551,0
36953,1,1,552,0
46716,1,1,553,0
4709,1,1,554,0
48269,1,1,555,0
10326,1,1,556,0
10587,1,1,557,0
1499,1,1,558,1
34902,1,1,559,0
29208,1,1,560,0
16136,1,1,561,0
20443,1,1,562,0
22838,1,1,563,0
2867,1,1,564,0
37492,1,1,565,0
44146,1,1,566,1
38569,1,1,567,1
30813,1,1,568,0
39506,1,1,569,0
46705,1,1,570,1
21445,1,1,571,1
28636,1,1,572,1
41200,1,1,573,1
4441,1,1,574,1
44816,1,1,575,0
40849,1,1,576,0
1472,1,1,577,0
18563,1,1,578,1
40128,1,1,579,0
41414,1,1,580,0
27301,1,1,581,0
13749,1,1,582,0
1206,1,1,583,1
46833,1,1,584,0
27902,1,1,585,0
47308,1,1,586,0
5245,1,1,587,0
387,1,1,588,0
17896,1,1,589,1
2623,1,1,590,0
32748,1,1,591,0
41131,1,1,592,1
36734,1,1,593,0
17807,1,1,594,0
35562,1,1,595,1
8896,1,1,596,0
24976,1,1,597,0
48427,1,1,598,0
8531,1,1,599,0
44086,1,1,600,1
16589,1,1,601,1
455,1,1,602,0
11719,1,1,603,0
13760,1,1,604,0
4717,1,1,605,0
44452,1,1,606,0
15756,1,1,607,0
15518,1,1,608,0
7478,1,1,609,0
15021,1,1,610,1
2477,1,1,611,0
32636,1,1,612,0
11217,1,1,613,0
7792,1,1,614,0
20757,1,1,615,0
12502,1,1,616,0
40358,1,1,617,0
7271,1,1,618,0
26821,1,1,619,1
41299,1,1,620,0
44022,1,1,621,0
23046,1,1,622,1
7953,1,1,623,1
46612,1,1,624,0
37467,1,1,625,0
17631,1,1,626,1
41980,1,1,627,1
5910,1,1,628,0
6995,1,1,629,0
34012,1,1,630,0
43985,1,1,631,0
4199,1,1,632,0
18240,1,1,633,1
17581,1,1,634,0
46348,1,1,635,1
37112,1,1,636,0
2109,1,1,637,1
42869,1,1,638,0
16521,1,1,639,1
1071,1,1,640,0
29851,1,1,641,0
20211,1,1,642,0
35151,1,1,643,0
10644,1,1,644,0
5040,1,1,645,0
6303,1,1,646,0
18548,1,1,647,0
15088,1,1,648,1
30561,1,1,649,0
16167,1,1,650,0
39052,1,1,651,0
3109,1,1,652,1
27517,1,1,653,0
31090,1,1,654,0
3433,1,1,655,0
37392,1,1,656,0
41971,1,1,657,0
3231,1,1,658,0
34736,1,1,659,1
23165,1,1,660,0
14701,1,1,661,0
36398,1,1,662,0
32537,1,1,663,0
26891,1,1,664,0
13707,1,1,665,0
49,1,1,666,0
13261,1,1,667,1
14496,1,1,668,0
37608,1,1,669,0
46465,1,1,670,0
20733,1,1,671,0
842,1,1,672,0
27543,1,1,673,0
27497,1,1,674,0
38800,1,1,675,1
13046,1,1,676,1
7667,1,1,677,0
12390,1,1,678,0
21636,1,1,679,0
23040,1,1,680,0
16874,1,1,681,1
27490,1,1,682,0
26033,1,1,683,1
41203,1,1,684,0
38673,1,1,685,0
14828,1,1,686,0
8473,1,1,687,0
46248,1,1,688,0
24740,1,1,689,0
40794,1,1,690,0
30630,1,1,691,0
36472,1,1,692,0
39500,1,1,693,0
45541,1,1,694,0
34587,1,1,695,0
25010,1,1,696,1
22121,1,1,697,0
39397,1,1,698,0
12719,1,1,699,1
5178,1,1,700,1
35665,1,1,701,0
24211,1,1,702,0
42531,1,1,703,0
21257,1,1,704,1
10995,1,1,705,0
36946,1,1,706,0
38011,1,1,707,0
30592,1,1,708,0
9190,1,1,709,0
36706,1,1,710,0
45657,1,1,711,0
3145,1,1,712,0
42983,1,1,713,0
41655,1,1,714,0
21558,1,1,715,0
4665,1,1,716,0
31270,1,1,717,0
36964,1,1,718,1
4293,1,1,719,0
6551,1,1,720,0
47429,1,1,721,1
9607,1,1,722,0
33138,1,1,723,0
46998,1,1,724,0
37355,1,1,725,0
10045,1,1,726,0
7735,1,1,727,0
30874,1,1,728,0
43525,1,1,729,0
40381,1,1,730,1
20291,1,1,731,0
20387,1,1,732,0
31833,1,1,733,0
6514,1,1,734,0
17216,1,1,735,1
10664,1,1,736,0
40920,1,1,737,0
48421,1,1,738,0
32351,1,1,739,0
34507,1,1,740,0
39369,1,1,741,0
46685,1,1,742,1
8147,1,1,743,1
38020,1,1,744,0
5030,1,1,745,0
43285,1,1,746,0
18765,1,1,747,1
42258,1,1,748,0
159,1,1,749,0
20427,1,1,750,0
43208,1,1,751,0
40702,1,1,752,0
20729,1,1,753,0
10368,1,1,754,0
44543,1,1,755,0
25425,1,1,756,0
15557,1,1,757,0
40462,1,1,758,0
27623,1,1,759,0
43580,1,1,760,0
2091,1,1,761,0
36247,1,1,762,0
19329,1,1,763,0
26246,1,1,764,0
19029,1,1,765,0
5723,1,1,766,0
12196,1,1,767,1
27504,1,1,768,0
8443,1,1,769,0
5958,1,1,770,0
23856,1,1,771,0
30845,1,1,772,0
16744,1,1,773,0
35784,1,1,774,0
32125,1,1,775,0
14890,1,1,776,1
38538,1,1,777,1
36951,1,1,778,0
23727,1,1,779,0
2461,1,1,780,0
39311,1,1,781,0
34321,1,1,782,0
34149,1,1,783,1
28402,1,1,784,0
24647,1,1,785,1
46258,1,1,786,1
24711,1,1,787,0
7431,1,1,788,0
21366,1,1,789,1
47692,1,1,790,1
7461,1,1,791,0
43886,1,1,792,1
21424,1,1,793,0
38018,1,1,794,0
3071,1,1,795,0
12755,1,1,796,0
16066,1,1,797,1
36497,1,1,798,1
10327,1,1,799,1
26147,1,1,800,1
43392,1,1,801,0
23523,1,1,802,0
45839,1,1,803,1
32740,1,1,804,0
30091,1,1,805,1
3446,1,1,806,0
12930,1,1,807,1
26484,1,1,808,1
25641,1,1,809,0
659,1,1,810,0
34084,1,1,811,0
8891,1,1,812,0
7194,1,1,813,0
43076,1,1,814,1
14503,1,1,815,1
48065,1,1,816,0
34543,1,1,817,1
38414,1,1,818,0
1321,1,1,819,0
28683,1,1,820,0
38335,1,1,821,0
42821,1,1,822,0
8897,1,1,823,0
21853,1,1,824,0
28919,1,1,825,0
30855,1,1,826,0
9428,1,1,827,0
19134,1,1,828,0
30535,1,1,829,0
13560,1,1,830,1
9685,1,1,831,0
13616,1,1,832,0
11041,1,1,833,0
1861,1,1,834,0
11434,1,1,835,0
35661,1,1,836,0
43770,1,1,837,0
3435,1,1,838,1
22555,1,1,839,0
3321,1,1,840,0
19014,1,1,841,0
41699,1,1,842,0
28295,1,1,843,0
14759,1,1,844,0
14400,1,1,845,0
11015,1,1,846,0
30886,1,1,847,0
2187,1,1,848,0
36913,1,1,849,0
1455,1,1,850,0
22485,1,1,851,0
29150,1,1,852,0
23055,1,1,853,0
4874,1,1,854,0
36085,1,1,855,1
38525,1,1,856,0
42931,1,1,857,1
1503,1,1,858,0
35611,1,1,859,0
43452,1,1,860,0
42736,1,1,861,0
44986,1,1,862,1
48227,1,1,863,1
1755,1,1,864,0
48733,1,1,865,0
18411,1,1,866,0
23621,1,1,867,0
25300,1,1,868,0
21307,1,1,869,1
24205,1,1,870,0
40578,1,1,871,1
35737,1,1,872,0
25191,1,1,873,1
43413,1,1,874,1
6314,1,1,875,0
19888,1,1,876,0
1231,1,1,877,0
7261,1,1,878,1
16243,1,1,879,0
18000,1,1,880,0
30198,1,1,881,0
28972,1,1,882,0
23984,1,1,883,0
43707,1,1,884,0
48298,1,1,885,0
21864,1,1,886,0
31813,1,1,887,0
21028,1,1,888,1
36487,1,1,889,0
2367,1,1,890,0
38942,1,1,891,0
19528,1,1,892,1
5110,1,1,893,0
3999,1,1,894,1
11141,1,1,895,0
1963,1,1,896,0
19133,1,1,897,0
44907,1,1,898,1
22706,1,1,899,0
2244,1,1,900,0
33810,1,1,901,0
31986,1,1,902,0
21832,1,1,903,0
1703,1,1,904,0
30128,1,1,905,0
36223,1,1,906,0
43924,1,1,907,0
26479,1,1,908,1
27991,1,1,909,1
26302,1,1,910,0
3233,1,1,911,0
6460,1,1,912,0
14951,1,1,913,0
32693,1,1,914,0
2425,1,1,915,1
25379,1,1,916,0
14307,1,1,917,1
10205,1,1,918,0
28602,1,1,919,0
39878,1,1,920,0
39591,1,1,921,1
14873,1,1,922,0
10574,1,1,923,1
22993,1,1,924,0
11547,1,1,925,0
42381,1,1,926,1
2564,1,1,927,0
32144,1,1,928,0
34173,1,1,929,0
17336,1,1,930,0
8182,1,1,931,1
37820,1,1,932,0
37310,1,1,933,1
26941,1,1,934,0
45204,1,1,935,0
26942,1,1,936,1
17820,1,1,937,0
35285,1,1,938,0
32696,1,1,939,0
14916,1,1,940,0
46033,1,1,941,0
19672,1,1,942,0
30165,1,1,943,0
3563,1,1,944,1
35335,1,1,945,0
34996,1,1,946,1
31778,1,1,947,1
12847,1,1,948,0
7403,1,1,949,0
932,1,1,950,0
14272,1,1,951,0
29421,1,1,952,0
26463,1,1,953,0
34582,1,1,954,0
21387,1,1,955,0
25704,1,1,956,0
32772,1,1,957,0
1232,1,1,958,0
6340,1,1,959,0
45184,1,1,960,1
36016,1,1,961,0
9754,1,1,962,0
36533,1,1,963,1
42072,1,1,964,0
15332,1,1,965,1
30857,1,1,966,0
32687,1,1,967,0
5159,1,1,968,0
21951,1,1,969,0
41671,1,1,970,0
46349,1,1,971,0
516,1,1,972,0
39473,1,1,973,0
37716,1,1,974,1
26767,1,1,975,0
7191,1,1,976,0
43214,1,1,977,0
21412,1,1,978,0
5140,1,1,979,0
4506,1,1,980,0
11392,1,1,981,0
15422,1,1,982,0
3366,1,1,983,1
27529,1,1,984,0
21222,1,1,985,1
3162,1,1,986,1
5977,1,1,987,0
34971,1,1,988,0
43262,1,1,989,1
7274,1,1,990,1
3684,1,1,991,0
45599,1,1,992,0
20727,1,1,993,0
42809,1,1,994,0
4763,1,1,995,0
4602,1,1,996,1
15527,1,1,997,1
46931,1,1,998,0
33218,1,1,999,0
26972,1,1,1000,1
13410,1,1,1001,0
43459,1,1,1002,0
48344,1,1,1003,1
22410,1,1,1004,0
22363,1,1,1005,1
24895,1,1,1006,1
46470,1,1,1007,0
16758,1,1,1008,0
41684,1,1,1009,0
47284,1,1,1010,1
5724,1,1,1011,0
8751,1,1,1012,0
612,1,1,1013,0
941,1,1,1014,1
1670,1,1,1015,0
32297,1,1,1016,0
20911,1,1,1017,0
20439,1,1,1018,0
5339,1,1,1019,0
9613,1,1,1020,1
3301,1,1,1021,0
3742,1,1,1022,0
41476,1,1,1023,1
33903,1,1,1024,1
115,1,1,1025,0
30648,1,1,1026,1
8232,1,1,1027,0
33786,1,1,1028,0
41174,1,1,1029,0
6197,1,1,1030,1
19101,1,1,1031,0
23859,1,1,1032,0
35976,1,1,1033,1
40582,1,1,1034,0
15872,1,1,1035,0
29037,1,1,1036,1
24087,1,1,1037,1
17485,1,1,1038,0
34752,1,1,1039,0
4325,1,1,1040,0
42708,1,1,1041,1
40561,1,1,1042,0
26612,1,1,1043,1
37408,1,1,1044,0
29003,1,1,1045,0
32056,1,1,1046,1
43510,1,1,1047,0
48138,1,1,1048,0
10660,1,1,1049,0
46353,1,1,1050,1
25847,1,1,1051,0
3961,1,1,1052,1
20160,1,1,1053,1
25557,1,1,1054,0
45305,1,1,1055,0
10752,1,1,1056,0
24844,1,1,1057,0
19503,1,1,1058,0
37959,1,1,1059,0
39627,1,1,1060,0
15821,1,1,1061,0
2619,1,1,1062,1
36539,1,1,1063,1
33799,1,1,1064,1
3674,1,1,1065,0
25176,1,1,1066,0
36789,1,1,1067,0
38578,1,1,1068,0
2849,1,1,1069,0
46328,1,1,1070,0
20898,1,1,1071,0
12360,1,1,1072,0
40035,1,1,1073,0
28126,1,1,1074,0
15763,1,1,1075,0
15276,1,1,1076,0
12701,1,1,1077,1
18600,1,1,1078,1
32379,1,1,1079,0
12352,1,1,1080,1
31472,1,1,1081,1
28688,1,1,1082,0
39810,1,1,1083,0
3575,1,1,1084,0
14477,1,1,1085,0
36293,1,1,1086,0
10962,1,1,1087,0
14422,1,1,1088,0
38792,1,1,1089,0
5686,1,1,1090,0
41700,1,1,1091,0
48286,1,1,1092,1
26623,1,1,1093,1
47134,1,1,1094,0
18473,1,1,1095,0
36237,1,1,1096,0
10796,1,1,1097,1
11781,1,1,1098,0
23875,1,1,1099,0
41424,1,1,1100,0
33040,1,1,1101,1
14775,1,1,1102,0
23394,1,1,1103,0
42952,1,1,1104,0
14158,1,1,1105,0
3901,1,1,1106,1
32909,1,1,1107,0
18135,1,1,1108,0
47938,1,1,1109,0
20104,1,1,1110,0
12982,1,1,1111,1
21031,1,1,1112,1
12256,1,1,1113,0
13605,1,1,1114,0
8432,1,1,1115,0
3317,1,1,1116,0
8580,1,1,1117,0
38812,1,1,1118,0
1390,1,1,1119,0
15647,1,1,1120,0
4591,1,1,1121,1
43665,1,1,1122,0
14626,1,1,1123,1
28941,1,1,1124,0
8283,1,1,1125,1
14176,1,1,1126,0
43026,1,1,1127,0
4997,1,1,1128,0
30432,1,1,1129,0
22094,1,1,1130,1
44309,1,1,1131,0
7436,1,1,1132,0
24091,1,1,1133,0
14982,1,1,1134,0
30716,1,1,1135,0
21258,1,1,1136,0
37950,1,1,1137,1
46980,1,1,1138,0
48022,1,1,1139,0
39984,1,1,1140,0
26875,1,1,1141,1
4564,1,1,1142,0
31094,1,1,1143,0
6280,1,1,1144,0
25139,1,1,1145,0
592,1,1,1146,0
40148,1,1,1147,1
1757,1,1,1148,0
9773,1,1,1149,0
5547,1,1,1150,0
14464,1,1,1151,0
38775,1,1,1152,0
46127,1,1,1153,0
46104,1,1,1154,0
6165,1,1,1155,1
32934,1,1,1156,0
41275,1,1,1157,0
44975,1,1,1158,0
30207,1,1,1159,0
8198,1,1,1160,0
20070,1,1,1161,1
39095,1,1,1162,0
6081,1,1,1163,0
17149,1,1,1164,1
29482,1,1,1165,1
24756,1,1,1166,0
48105,1,1,1167,0
40437,1,1,1168,1
20726,1,1,1169,1
21233,1,1,1170,1
44330,1,1,1171,0
15535,1,1,1172,0
18245,1,1,1173,0
3200,1,1,1174,0
21729,1,1,1175,0
18455,1,1,1176,0
39964,1,1,1177,0
1329,1,1,1178,0
33629,1,1,1179,0
44943,1,1,1180,0
36125,1,1,1181,0
27691,1,1,1182,1
2926,1,1,1183,0
13978,1,1,1184,0
20890,1,1,1185,0
4688,1,1,1186,0
43821,1,1,1187,0
42235,1,1,1188,0
27662,1,1,1189,0
268,1,1,1190,0
43119,1,1,1191,0
6965,1,1,1192,1
17209,1,1,1193,0
5430,1,1,1194,1
45816,1,1,1195,1
1449,1,1,1196,1
38869,1,1,1197,0
47782,1,1,1198,0
8615,1,1,1199,0
12595,1,1,1200,0
21723,1,1,1201,0
15231,1,1,1202,0
6784,1,1,1203,0
17041,1,1,1204,0
28012,1,1,1205,0
48169,1,1,1206,0
19464,1,1,1207,0
7779,1,1,1208,0
47698,1,1,1209,1
36430,1,1,1210,0
33507,1,1,1211,1
9512,1,1,1212,0
5088,1,1,1213,0
41355,1,1,1214,0
31344,1,1,1215,0
20723,1,1,1216,0
32888,1,1,1217,1
25930,1,1,1218,1
8559,1,1,1219,0
7543,1,1,1220,1
20081,1,1,1221,0
20998,1,1,1222,1
9426,1,1,1223,0
29229,1,1,1224,1
15743,1,1,1225,0
11311,1,1,1226,0
32604,1,1,1227,0
8854,1,1,1228,0
423,1,1,1229,0
13717,1,1,1230,1
29081,1,1,1231,1
36672,1,1,1232,1
37996,1,1,1233,1
6456,1,1,1234,0
27007,1,1,1235,0
4789,1,1,1236,0
15927,1,1,1237,0
47879,1,1,1238,0
35774,1,1,1239,0
45293,1,1,1240,0
31743,1,1,1241,1
8871,1,1,1242,0
5568,1,1,1243,1
27818,1,1,1244,1
22104,1,1,1245,0
4390,1,1,1246,0
