shadow_model_id,original_index,shadow_membership,split_seed
0,10271,1,1042
0,37002,1,1042
0,24500,1,1042
0,6730,1,1042
0,36776,1,1042
0,37304,1,1042
0,27216,1,1042
0,44346,1,1042
0,15741,1,1042
0,47588,1,1042
0,37070,1,1042
0,1559,1,1042
0,21958,1,1042
0,19112,1,1042
0,31314,1,1042
0,799,1,1042
0,23956,1,1042
0,36973,1,1042
0,36041,1,1042
0,7405,1,1042
0,22876,1,1042
0,10403,1,1042
0,8624,1,1042
0,9267,1,1042
0,7254,1,1042
0,19082,1,1042
0,15339,1,1042
0,38485,1,1042
0,45262,1,1042
0,24471,1,1042
0,25503,1,1042
0,20977,1,1042
0,30327,1,1042
0,5404,1,1042
0,17963,1,1042
0,37795,1,1042
0,41648,1,1042
0,15862,1,1042
0,16836,1,1042
0,45102,1,1042
0,156,1,1042
0,29435,1,1042
0,32618,1,1042
0,46700,1,1042
0,15912,1,1042
0,363,1,1042
0,38546,1,1042
0,7870,1,1042
0,44924,1,1042
0,32222,1,1042
0,12023,1,1042
0,42156,1,1042
0,41600,1,1042
0,15052,1,1042
0,21350,1,1042
0,45124,1,1042
0,27672,1,1042
0,3706,1,1042
0,17629,1,1042
0,46991,1,1042
0,2416,1,1042
0,19743,1,1042
0,20248,1,1042
0,2997,1,1042
0,6310,1,1042
0,30400,1,1042
0,6593,1,1042
0,20233,1,1042
0,26638,1,1042
0,1967,1,1042
0,31857,1,1042
0,34351,1,1042
0,22975,1,1042
0,21376,1,1042
0,2548,1,1042
0,32413,1,1042
0,29107,1,1042
0,32062,1,1042
0,37116,1,1042
0,38463,1,1042
0,41659,1,1042
0,8859,1,1042
0,23285,1,1042
0,9845,1,1042
0,9154,1,1042
0,45191,1,1042
0,2513,1,1042
0,37336,1,1042
0,33485,1,1042
0,10421,1,1042
0,2840,1,1042
0,46664,1,1042
0,47647,1,1042
0,40435,1,1042
0,18347,1,1042
0,43700,1,1042
0,15383,1,1042
0,25943,1,1042
0,6017,1,1042
0,44075,1,1042
0,40793,1,1042
0,44911,1,1042
0,28628,1,1042
0,42786,1,1042
0,28741,1,1042
0,5736,1,1042
0,37295,1,1042
0,16103,1,1042
0,24066,1,1042
0,31849,1,1042
0,34369,1,1042
0,35231,1,1042
0,21928,1,1042
0,20316,1,1042
0,17311,1,1042
0,7399,1,1042
0,39770,1,1042
0,46823,1,1042
0,33121,1,1042
0,42725,1,1042
0,20734,1,1042
0,45035,1,1042
0,16234,1,1042
0,2616,1,1042
0,9381,1,1042
0,29294,1,1042
0,31361,1,1042
0,31091,1,1042
0,21493,1,1042
0,36477,1,1042
0,5436,1,1042
0,20144,1,1042
0,27908,1,1042
0,45373,1,1042
0,17367,1,1042
0,25870,1,1042
0,18220,1,1042
0,2993,1,1042
0,21556,1,1042
0,37974,1,1042
0,23744,1,1042
0,1771,1,1042
0,3232,1,1042
0,42392,1,1042
0,27280,1,1042
0,20229,1,1042
0,33322,1,1042
0,26476,1,1042
0,48606,1,1042
0,34345,1,1042
0,32917,1,1042
0,8365,1,1042
0,1810,1,1042
0,48765,1,1042
0,33719,1,1042
0,269,1,1042
0,7151,1,1042
0,4966,1,1042
0,1672,1,1042
0,13317,1,1042
0,21193,1,1042
0,37365,1,1042
0,7631,1,1042
0,9417,1,1042
0,9737,1,1042
0,10624,1,1042
0,2358,1,1042
0,46829,1,1042
0,7345,1,1042
0,42596,1,1042
0,25291,1,1042
0,36957,1,1042
0,41285,1,1042
0,8010,1,1042
0,1799,1,1042
0,98,1,1042
0,14999,1,1042
0,9721,1,1042
0,40943,1,1042
0,28848,1,1042
0,29358,1,1042
0,46790,1,1042
0,48059,1,1042
0,43735,1,1042
0,5084,1,1042
0,44044,1,1042
0,32557,1,1042
0,24523,1,1042
0,29000,1,1042
0,4848,1,1042
0,11418,1,1042
0,28785,1,1042
0,11824,1,1042
0,3910,1,1042
0,21453,1,1042
0,19079,1,1042
0,45828,1,1042
0,25052,1,1042
0,47643,1,1042
0,6250,1,1042
0,42424,1,1042
0,15040,1,1042
0,38507,1,1042
0,7506,1,1042
0,15082,1,1042
0,42390,1,1042
0,18122,1,1042
0,48327,1,1042
0,21956,1,1042
0,40474,1,1042
0,2348,1,1042
0,27912,1,1042
0,28500,1,1042
0,41962,1,1042
0,19214,1,1042
0,46769,1,1042
0,14430,1,1042
0,16730,1,1042
0,34916,1,1042
0,38779,1,1042
0,17448,1,1042
0,31240,1,1042
0,16585,1,1042
0,39022,1,1042
0,29743,1,1042
0,27459,1,1042
0,38363,1,1042
0,30507,1,1042
0,23207,1,1042
0,1461,1,1042
0,29001,1,1042
0,40604,1,1042
0,20366,1,1042
0,25165,1,1042
0,18154,1,1042
0,6082,1,1042
0,37201,1,1042
0,12224,1,1042
0,33672,1,1042
0,29335,1,1042
0,14591,1,1042
0,35613,1,1042
0,34562,1,1042
0,42413,1,1042
0,31145,1,1042
0,40935,1,1042
0,36454,1,1042
0,26946,1,1042
0,18494,1,1042
0,30679,1,1042
0,12991,1,1042
0,4791,1,1042
0,31442,1,1042
0,25789,1,1042
0,11488,1,1042
0,5634,1,1042
0,47531,1,1042
0,39438,1,1042
0,3840,1,1042
0,18706,1,1042
0,18755,1,1042
0,13570,1,1042
0,31289,1,1042
0,3974,1,1042
0,32398,1,1042
0,25182,1,1042
0,510,1,1042
0,41254,1,1042
0,17948,1,1042
0,46743,1,1042
0,18880,1,1042
0,37324,1,1042
0,16197,1,1042
0,36861,1,1042
0,12346,1,1042
0,20884,1,1042
0,14752,1,1042
0,47593,1,1042
0,48077,1,1042
0,34016,1,1042
0,12869,1,1042
0,37916,1,1042
0,21820,1,1042
0,2985,1,1042
0,1571,1,1042
0,18039,1,1042
0,43307,1,1042
0,20102,1,1042
0,34671,1,1042
0,38759,1,1042
0,5031,1,1042
0,19184,1,1042
0,18662,1,1042
0,14363,1,1042
0,42081,1,1042
0,17076,1,1042
0,33256,1,1042
0,32724,1,1042
0,24866,1,1042
0,38745,1,1042
0,29559,1,1042
0,29979,1,1042
0,15493,1,1042
0,38591,1,1042
0,33788,1,1042
0,25902,1,1042
0,23151,1,1042
0,19929,1,1042
0,21443,1,1042
0,25276,1,1042
0,28031,1,1042
0,586,1,1042
0,31170,1,1042
0,46972,1,1042
0,25684,1,1042
0,12465,1,1042
0,2081,1,1042
0,5139,1,1042
0,46364,1,1042
0,508,1,1042
0,18114,1,1042
0,9612,1,1042
0,22837,1,1042
0,8543,1,1042
0,27193,1,1042
0,19012,1,1042
0,5416,1,1042
0,8957,1,1042
0,48758,1,1042
0,17453,1,1042
0,3561,1,1042
0,16200,1,1042
0,27682,1,1042
0,26636,1,1042
0,48117,1,1042
0,41529,1,1042
0,44347,1,1042
0,11742,1,1042
0,11801,1,1042
0,43158,1,1042
0,18475,1,1042
0,23870,1,1042
0,47077,1,1042
0,48299,1,1042
0,10172,1,1042
0,47473,1,1042
0,6951,1,1042
0,16846,1,1042
0,13779,1,1042
0,32749,1,1042
0,26366,1,1042
0,8777,1,1042
0,41963,1,1042
0,37697,1,1042
0,9454,1,1042
0,37582,1,1042
0,1655,1,1042
0,436,1,1042
0,48406,1,1042
0,42799,1,1042
0,38016,1,1042
0,39158,1,1042
0,36662,1,1042
0,46561,1,1042
0,27443,1,1042
0,4269,1,1042
0,26994,1,1042
0,47468,1,1042
0,17127,1,1042
0,13659,1,1042
0,23308,1,1042
0,14314,1,1042
0,868,1,1042
0,3661,1,1042
0,34288,1,1042
0,25542,1,1042
0,36835,1,1042
0,21198,1,1042
0,31896,1,1042
0,38614,1,1042
0,44462,1,1042
0,2663,1,1042
0,11522,1,1042
0,35222,1,1042
0,29565,1,1042
0,14638,1,1042
0,44834,1,1042
0,28282,1,1042
0,1023,1,1042
0,45136,1,1042
0,34036,1,1042
0,18881,1,1042
0,41241,1,1042
0,31388,1,1042
0,32091,1,1042
0,13132,1,1042
0,25697,1,1042
0,27760,1,1042
0,30880,1,1042
0,45286,1,1042
0,2454,1,1042
0,740,1,1042
0,9404,1,1042
0,19523,1,1042
0,18210,1,1042
0,28506,1,1042
0,42141,1,1042
0,1034,1,1042
0,35000,1,1042
0,38397,1,1042
0,48693,1,1042
0,8219,1,1042
0,25717,1,1042
0,17250,1,1042
0,34839,1,1042
0,28779,1,1042
0,5530,1,1042
0,44441,1,1042
0,1652,1,1042
0,35873,1,1042
0,38312,1,1042
0,32818,1,1042
0,31837,1,1042
0,5942,1,1042
0,4459,1,1042
0,45370,1,1042
0,32054,1,1042
0,30984,1,1042
0,33078,1,1042
0,24405,1,1042
0,39608,1,1042
0,1213,1,1042
0,45055,1,1042
0,14739,1,1042
0,26615,1,1042
0,35647,1,1042
0,47621,1,1042
0,12874,1,1042
0,40588,1,1042
0,19864,1,1042
0,7173,1,1042
0,21800,1,1042
0,15417,1,1042
0,20797,1,1042
0,22729,1,1042
0,17798,1,1042
0,14581,1,1042
0,41141,1,1042
0,30674,1,1042
0,46284,1,1042
0,20000,1,1042
0,5354,1,1042
0,39065,1,1042
0,33277,1,1042
0,30631,1,1042
0,31002,1,1042
0,2503,1,1042
0,35511,1,1042
0,6407,1,1042
0,21196,1,1042
0,35044,1,1042
0,7152,1,1042
0,10613,1,1042
0,43695,1,1042
0,12342,1,1042
0,45894,1,1042
0,30998,1,1042
0,6794,1,1042
0,44738,1,1042
0,31047,1,1042
0,46881,1,1042
0,37388,1,1042
0,9185,1,1042
0,26144,1,1042
0,41293,1,1042
0,21676,1,1042
0,35035,1,1042
0,34818,1,1042
0,38222,1,1042
0,15141,1,1042
0,11181,1,1042
0,40945,1,1042
0,4187,1,1042
0,36283,1,1042
0,26485,1,1042
0,2140,1,1042
0,35216,1,1042
0,6074,1,1042
0,9616,1,1042
0,37141,1,1042
0,47201,1,1042
0,7652,1,1042
0,48566,1,1042
0,10821,1,1042
0,21088,1,1042
0,15458,1,1042
0,38740,1,1042
0,47842,1,1042
0,4500,1,1042
0,47688,1,1042
0,48087,1,1042
0,31898,1,1042
0,12852,1,1042
0,23651,1,1042
0,15445,1,1042
0,19742,1,1042
0,9375,1,1042
0,11739,1,1042
0,306,1,1042
0,15574,1,1042
0,710,1,1042
0,32745,1,1042
0,46572,1,1042
0,3627,1,1042
0,9183,1,1042
0,4486,1,1042
0,20449,1,1042
0,47778,1,1042
0,25054,1,1042
0,36534,1,1042
0,13000,1,1042
0,19896,1,1042
0,24506,1,1042
0,1007,1,1042
0,12365,1,1042
0,41468,1,1042
0,8508,1,1042
0,17937,1,1042
0,4859,1,1042
0,15002,1,1042
0,42246,1,1042
0,46162,1,1042
0,31383,1,1042
0,42085,1,1042
0,45308,1,1042
0,42420,1,1042
0,14510,1,1042
0,40172,1,1042
0,20588,1,1042
0,9738,1,1042
0,17602,1,1042
0,29469,1,1042
0,19385,1,1042
0,35707,1,1042
0,45249,1,1042
0,6373,1,1042
0,37292,1,1042
0,20611,1,1042
0,38807,1,1042
0,25473,1,1042
0,32109,1,1042
0,4132,1,1042
0,33101,1,1042
0,42233,1,1042
0,38073,1,1042
0,33519,1,1042
0,43048,1,1042
0,25038,1,1042
0,36466,1,1042
0,29836,1,1042
0,6815,1,1042
0,31033,1,1042
0,38861,1,1042
0,5106,1,1042
0,15015,1,1042
0,40537,1,1042
0,6104,1,1042
0,26286,1,1042
0,22856,1,1042
0,33272,1,1042
0,42135,1,1042
0,44922,1,1042
0,17054,1,1042
0,10040,1,1042
0,29455,1,1042
0,18522,1,1042
0,19628,1,1042
0,18588,1,1042
0,13299,1,1042
0,39542,1,1042
0,47611,1,1042
0,27515,1,1042
0,41985,1,1042
0,12519,1,1042
0,15968,1,1042
0,19562,1,1042
0,633,1,1042
0,1553,1,1042
0,35808,1,1042
0,25013,1,1042
0,34915,1,1042
0,38081,1,1042
0,40634,1,1042
0,35516,1,1042
0,44349,1,1042
0,45036,1,1042
0,6569,1,1042
0,32493,1,1042
0,38380,1,1042
0,28112,1,1042
0,32016,1,1042
0,20162,1,1042
0,10268,1,1042
0,4716,1,1042
0,47601,1,1042
0,11956,1,1042
0,37203,1,1042
0,11020,1,1042
0,20572,1,1042
0,266,1,1042
0,41612,1,1042
0,30702,1,1042
0,40048,1,1042
0,13325,1,1042
0,23346,1,1042
0,35425,1,1042
0,44847,1,1042
0,30386,1,1042
0,36508,1,1042
0,23532,1,1042
0,3196,1,1042
0,3065,1,1042
0,32244,1,1042
0,2650,1,1042
0,21486,1,1042
0,24328,1,1042
0,12531,1,1042
0,34296,1,1042
0,16580,1,1042
0,34815,1,1042
0,22153,1,1042
0,47889,1,1042
0,3130,1,1042
0,1894,1,1042
0,40621,1,1042
0,31290,1,1042
0,18925,1,1042
0,27364,1,1042
0,14460,1,1042
0,15701,1,1042
0,44508,1,1042
0,38889,1,1042
0,18065,1,1042
0,31353,1,1042
0,38010,1,1042
0,19612,1,1042
0,18585,1,1042
0,3654,1,1042
0,11292,1,1042
0,26082,1,1042
0,891,1,1042
0,3220,1,1042
0,5631,1,1042
0,42962,1,1042
0,17420,1,1042
0,40111,1,1042
0,18396,1,1042
0,43980,1,1042
0,48118,1,1042
0,42673,1,1042
0,11463,1,1042
0,36419,1,1042
0,21908,1,1042
0,9058,1,1042
0,38098,1,1042
0,28046,1,1042
0,48245,1,1042
0,30056,1,1042
0,37943,1,1042
0,41853,1,1042
0,46629,1,1042
0,12222,1,1042
0,19411,1,1042
0,32191,1,1042
0,19482,1,1042
0,4057,1,1042
0,1401,1,1042
0,40018,1,1042
0,11941,1,1042
0,24815,1,1042
0,15638,1,1042
0,33404,1,1042
0,48000,1,1042
0,5704,1,1042
0,31605,1,1042
0,33482,1,1042
0,33445,1,1042
0,40374,1,1042
0,24891,1,1042
0,26760,1,1042
0,13947,1,1042
0,45168,1,1042
0,42566,1,1042
0,42644,1,1042
0,10463,1,1042
0,11510,1,1042
0,47759,1,1042
0,16670,1,1042
0,19465,1,1042
0,524,1,1042
0,46114,1,1042
0,11016,1,1042
0,46434,1,1042
0,11051,1,1042
0,38240,1,1042
0,28716,1,1042
0,5025,1,1042
0,20786,1,1042
0,2377,1,1042
0,33065,1,1042
0,15841,1,1042
0,11999,1,1042
0,41998,1,1042
0,39124,1,1042
0,15871,1,1042
0,40901,1,1042
0,28847,1,1042
0,18636,1,1042
0,14683,1,1042
0,4214,1,1042
0,1793,1,1042
0,45355,1,1042
0,32984,1,1042
0,9494,1,1042
0,3937,1,1042
0,32638,1,1042
0,7928,1,1042
0,34594,1,1042
0,4756,1,1042
0,46683,1,1042
0,5092,1,1042
0,48838,1,1042
0,43611,1,1042
0,13759,1,1042
0,35514,1,1042
0,36782,1,1042
0,46272,1,1042
0,27120,1,1042
0,16565,1,1042
0,20250,1,1042
0,384,1,1042
0,47424,1,1042
0,6651,1,1042
0,16964,1,1042
0,408,1,1042
0,35897,1,1042
0,31102,1,1042
0,38981,1,1042
0,46571,1,1042
0,35813,1,1042
0,2417,1,1042
0,9444,1,1042
0,6272,1,1042
0,6024,1,1042
0,12492,1,1042
0,35571,1,1042
0,48747,1,1042
0,37395,1,1042
0,34859,1,1042
0,26980,1,1042
0,9775,1,1042
0,1683,1,1042
0,4484,1,1042
0,42177,1,1042
0,1196,1,1042
0,10362,1,1042
0,22014,1,1042
0,28418,1,1042
0,47417,1,1042
0,9000,1,1042
0,17708,1,1042
0,28357,1,1042
0,3292,1,1042
0,33688,1,1042
0,1815,1,1042
0,43295,1,1042
0,8951,1,1042
0,38610,1,1042
0,5857,1,1042
0,4042,1,1042
0,22180,1,1042
0,36837,1,1042
0,34687,1,1042
0,5663,1,1042
0,30289,1,1042
0,4841,1,1042
0,28203,1,1042
0,7625,1,1042
0,21637,1,1042
0,16,1,1042
0,35957,1,1042
0,37126,1,1042
0,26916,1,1042
0,18252,1,1042
0,20709,1,1042
0,38510,1,1042
0,37465,1,1042
0,26634,1,1042
0,21834,1,1042
0,7175,1,1042
0,33534,1,1042
0,48754,1,1042
0,43887,1,1042
0,38478,1,1042
0,15133,1,1042
0,29907,1,1042
0,40449,1,1042
0,25528,1,1042
0,12078,1,1042
0,26345,1,1042
0,19866,1,1042
0,10540,1,1042
0,8682,1,1042
0,44052,1,1042
0,17172,1,1042
0,13556,1,1042
0,15323,1,1042
0,1566,1,1042
0,38876,1,1042
0,2611,1,1042
0,27473,1,1042
0,7310,1,1042
0,39784,1,1042
0,38664,1,1042
0,14261,1,1042
0,9741,1,1042
0,28159,1,1042
0,44772,1,1042
0,43450,1,1042
0,31752,1,1042
0,16647,1,1042
0,19846,1,1042
0,6263,1,1042
0,34914,1,1042
0,13683,1,1042
0,13523,1,1042
0,27406,1,1042
0,25353,1,1042
0,45829,1,1042
0,27716,1,1042
0,21590,1,1042
0,40516,1,1042
0,26809,1,1042
0,12470,1,1042
0,20329,1,1042
0,46613,1,1042
0,25431,1,1042
0,44165,1,1042
0,42581,1,1042
0,28278,1,1042
0,17292,1,1042
0,19084,1,1042
0,34104,1,1042
0,30072,1,1042
0,27706,1,1042
0,4785,1,1042
0,47707,1,1042
0,28176,1,1042
0,45480,1,1042
0,19416,1,1042
0,43660,1,1042
0,38273,1,1042
0,39740,1,1042
0,35903,1,1042
0,4058,1,1042
0,4766,1,1042
0,17586,1,1042
0,17885,1,1042
0,17340,1,1042
0,12750,1,1042
0,41495,1,1042
0,25239,1,1042
0,43950,1,1042
0,21615,1,1042
0,40911,1,1042
0,17366,1,1042
0,45406,1,1042
0,29703,1,1042
0,15460,1,1042
0,45330,1,1042
0,39501,1,1042
0,34662,1,1042
0,5187,1,1042
0,21888,1,1042
0,1537,1,1042
0,23703,1,1042
0,18176,1,1042
0,676,1,1042
0,1892,1,1042
0,33890,1,1042
0,25475,1,1042
0,10456,1,1042
0,2660,1,1042
0,39234,1,1042
0,3294,1,1042
0,9818,1,1042
0,3873,1,1042
0,38188,1,1042
0,8578,1,1042
0,21396,1,1042
0,32140,1,1042
0,6041,1,1042
0,39485,1,1042
0,21200,1,1042
0,28518,1,1042
0,18442,1,1042
0,35961,1,1042
0,6459,1,1042
0,37149,1,1042
0,41178,1,1042
0,17388,1,1042
0,12840,1,1042
0,18181,1,1042
0,22368,1,1042
0,39378,1,1042
0,46303,1,1042
0,46598,1,1042
0,26722,1,1042
0,46241,1,1042
0,21870,1,1042
0,48571,1,1042
0,29735,1,1042
0,8446,1,1042
0,35983,1,1042
0,38909,1,1042
0,30373,1,1042
0,29926,1,1042
0,25179,1,1042
0,31702,1,1042
0,44264,1,1042
0,30534,1,1042
0,5952,1,1042
0,26248,1,1042
0,39419,1,1042
0,2982,1,1042
0,2842,1,1042
0,8838,1,1042
0,7240,1,1042
0,43929,1,1042
0,25940,1,1042
0,44561,1,1042
0,12244,1,1042
0,2073,1,1042
0,48540,1,1042
0,45256,1,1042
0,8864,1,1042
0,22292,1,1042
0,8592,1,1042
0,1501,1,1042
0,19848,1,1042
0,12487,1,1042
0,2198,1,1042
0,27546,1,1042
0,11144,1,1042
0,9379,1,1042
0,12152,1,1042
0,27935,1,1042
0,13845,1,1042
0,8687,1,1042
0,21084,1,1042
0,4928,1,1042
0,30506,1,1042
0,32129,1,1042
0,1363,1,1042
0,20011,1,1042
0,20180,1,1042
0,12775,1,1042
0,36736,1,1042
0,7614,1,1042
0,3304,1,1042
0,35712,1,1042
0,10855,1,1042
0,8194,1,1042
0,21655,1,1042
0,8235,1,1042
0,8288,1,1042
0,35017,1,1042
0,15768,1,1042
0,16435,1,1042
0,1823,1,1042
0,6579,1,1042
0,48248,1,1042
0,34293,1,1042
0,46174,1,1042
0,44626,1,1042
0,39532,1,1042
0,6199,1,1042
0,42199,1,1042
0,27782,1,1042
0,15123,1,1042
0,37525,1,1042
0,31430,1,1042
0,40606,1,1042
0,42149,1,1042
0,18988,1,1042
0,44702,1,1042
0,1381,1,1042
0,14513,1,1042
0,15219,1,1042
0,47064,1,1042
0,3551,1,1042
0,23527,1,1042
0,45245,1,1042
0,33255,1,1042
0,41187,1,1042
0,47644,1,1042
0,9057,1,1042
0,22935,1,1042
0,13989,1,1042
0,23419,1,1042
0,40733,1,1042
0,43544,1,1042
0,32045,1,1042
0,29809,1,1042
0,39605,1,1042
0,1710,1,1042
0,10751,1,1042
0,7808,1,1042
0,45970,1,1042
0,3368,1,1042
0,25739,1,1042
0,355,1,1042
0,23455,1,1042
0,30644,1,1042
0,10762,1,1042
0,27626,1,1042
0,20583,1,1042
0,40025,1,1042
0,19212,1,1042
0,27305,1,1042
0,46423,1,1042
0,23904,1,1042
0,13022,1,1042
0,22949,1,1042
0,15623,1,1042
0,17096,1,1042
0,42345,1,1042
0,1811,1,1042
0,23063,1,1042
0,11117,1,1042
0,43798,1,1042
0,26271,1,1042
0,6962,1,1042
0,45421,1,1042
0,7962,1,1042
0,711,1,1042
0,10615,1,1042
0,5440,1,1042
0,18273,1,1042
0,9997,1,1042
0,39119,1,1042
0,34167,1,1042
0,25355,1,1042
0,8293,1,1042
0,9998,1,1042
0,20631,1,1042
0,7852,1,1042
0,44058,1,1042
0,17449,1,1042
0,41335,1,1042
0,32982,1,1042
0,13352,1,1042
0,4836,1,1042
0,27059,1,1042
0,43239,1,1042
0,26788,1,1042
0,19447,1,1042
0,40414,1,1042
0,24319,1,1042
0,162,1,1042
0,19078,1,1042
0,30842,1,1042
0,875,1,1042
0,48096,1,1042
0,29056,1,1042
0,45432,1,1042
0,28954,1,1042
0,26816,1,1042
0,46128,1,1042
0,46786,1,1042
0,1102,1,1042
0,11784,1,1042
0,2484,1,1042
0,32396,1,1042
0,29403,1,1042
0,43067,1,1042
0,14742,1,1042
0,1124,1,1042
0,47962,1,1042
0,47063,1,1042
0,29561,1,1042
0,34967,1,1042
0,23799,1,1042
0,43779,1,1042
0,27774,1,1042
0,22738,1,1042
0,48576,1,1042
0,35632,1,1042
0,14858,1,1042
0,4266,1,1042
0,13723,1,1042
0,1628,1,1042
0,39737,1,1042
0,10618,1,1042
0,30221,1,1042
0,33895,1,1042
0,25652,1,1042
0,29245,1,1042
0,41811,1,1042
0,35331,1,1042
0,43435,1,1042
0,35999,1,1042
0,23095,1,1042
0,28086,1,1042
0,46610,1,1042
0,16691,1,1042
0,14160,1,1042
0,48547,1,1042
0,43563,1,1042
0,7957,1,1042
0,33703,1,1042
0,29377,1,1042
0,2775,1,1042
0,18265,1,1042
0,32960,1,1042
0,14071,1,1042
0,47733,1,1042
0,15879,1,1042
0,19755,1,1042
0,41072,1,1042
0,16546,1,1042
0,13602,1,1042
0,21087,1,1042
0,39152,1,1042
0,19148,1,1042
0,4105,1,1042
0,25911,1,1042
0,46885,1,1042
0,42587,1,1042
0,1900,1,1042
0,29125,1,1042
0,22151,1,1042
0,4097,1,1042
0,9385,1,1042
0,20940,1,1042
0,38506,1,1042
0,39226,1,1042
0,28721,1,1042
0,1035,1,1042
0,3623,1,1042
0,29216,1,1042
0,47612,1,1042
0,15057,1,1042
0,46133,1,1042
0,6602,1,1042
0,12385,1,1042
0,1316,1,1042
0,31789,1,1042
0,4736,1,1042
0,29363,1,1042
0,203,1,1042
0,11030,1,1042
0,45587,1,1042
0,19139,1,1042
0,14883,1,1042
0,16467,1,1042
0,38504,1,1042
0,7663,1,1042
0,33449,1,1042
0,42101,1,1042
0,21353,1,1042
0,28561,1,1042
0,16605,1,1042
0,16429,1,1042
0,20497,1,1042
0,24741,1,1042
0,33209,1,1042
0,4171,1,1042
0,32128,1,1042
0,34042,1,1042
0,38430,1,1042
0,46379,1,1042
0,35374,1,1042
0,45865,1,1042
0,25064,1,1042
0,17860,1,1042
0,7974,1,1042
0,33199,1,1042
0,17740,1,1042
0,43969,1,1042
0,6429,1,1042
0,36084,1,1042
0,16347,1,1042
0,7791,1,1042
0,19105,1,1042
0,47697,1,1042
0,9179,1,1042
0,38604,1,1042
0,15556,1,1042
0,28316,1,1042
0,11246,1,1042
0,31580,1,1042
0,3954,1,1042
0,19966,1,1042
0,24883,1,1042
0,31719,1,1042
0,40178,1,1042
0,46552,1,1042
0,16919,1,1042
0,12818,1,1042
0,47024,1,1042
0,29803,1,1042
0,46227,1,1042
0,30585,1,1042
0,37526,1,1042
0,11889,1,1042
0,16864,1,1042
0,2633,1,1042
0,12195,1,1042
0,5894,1,1042
0,6170,1,1042
0,38663,1,1042
0,46461,1,1042
0,2544,1,1042
0,22073,1,1042
0,31284,1,1042
0,40003,1,1042
0,26683,1,1042
0,10531,1,1042
0,27339,1,1042
0,34884,1,1042
0,48772,1,1042
0,11334,1,1042
0,39417,1,1042
0,20361,1,1042
0,482,1,1042
0,47709,1,1042
0,46646,1,1042
0,42440,1,1042
0,46492,1,1042
0,339,1,1042
0,10273,1,1042
0,20985,1,1042
0,19378,1,1042
0,7544,1,1042
0,22890,1,1042
0,23967,1,1042
0,23332,1,1042
0,41142,1,1042
0,14321,1,1042
0,42175,1,1042
0,41630,1,1042
0,31179,1,1042
0,47794,1,1042
0,10564,1,1042
0,6715,1,1042
0,44630,1,1042
0,34073,1,1042
0,44194,1,1042
0,31471,1,1042
0,21336,1,1042
0,9225,1,1042
0,26387,1,1042
0,4850,1,1042
0,27135,1,1042
0,32409,1,1042
0,35515,1,1042
0,40127,1,1042
0,46834,1,1042
0,46293,1,1042
0,25990,1,1042
0,37886,1,1042
0,28527,1,1042
0,13976,1,1042
0,22511,1,1042
0,40303,1,1042
0,2874,1,1042
0,3708,1,1042
0,11693,1,1042
0,21535,1,1042
0,14686,1,1042
0,12791,1,1042
0,41766,1,1042
0,17583,1,1042
0,32386,1,1042
0,45755,1,1042
0,3709,1,1042
0,18677,1,1042
0,6812,1,1042
0,33342,1,1042
0,38675,1,1042
0,20491,1,1042
0,17042,1,1042
0,41838,1,1042
0,48466,1,1042
0,8245,1,1042
0,4656,1,1042
0,9540,1,1042
0,35116,1,1042
0,31533,1,1042
