original_index,model_type,scenario,subset,true_historical_membership,true_class,model_probability,model_loss,negative_model_loss,true_class_confidence,max_probability,prediction_entropy,negative_entropy,probability_margin,correct_prediction,y_pred,shadow_logistic_score,shadow_random_forest_score
56,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.3111201,0.37268823,-0.37268823,0.6888799,0.6888799,0.6199939,-0.6199939,0.1888799,1,0,0.49730632643695377,0.5009181084223377
57,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.8797405,0.1281283,-0.1281283,0.8797405,0.8797405,0.36744177,-0.36744177,0.37974048,1,1,0.5073483520205235,0.5073454519308346
58,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.8908358,0.11559513,-0.11559513,0.8908358,0.8908358,0.3447643,-0.3447643,0.39083582,1,1,0.5072119736244456,0.5083751164198296
59,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.09998098,0.10533953,-0.10533953,0.90001905,0.90001905,0.32504117,-0.32504117,0.40001902,1,0,0.5026837867416151,0.5043172610317432
60,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.15048303,0.16308737,-0.16308737,0.849517,0.849517,0.42354602,-0.42354602,0.349517,1,0,0.5019296616173001,0.5016638775593264
61,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.10974706,0.11624956,-0.11624956,0.89025295,0.89025295,0.3459862,-0.3459862,0.39025295,1,0,0.5025682724725118,0.504130274482742
63,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0019056656,0.0019073486,-0.0019073486,0.9980943,0.9980943,0.013838901,-0.013838901,0.49809432,1,0,0.5024982966830862,0.49938526236520386
64,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.02231044,0.02256298,-0.02256298,0.97768956,0.97768956,0.106899604,-0.106899604,0.47768956,1,0,0.5028842800531124,0.5008637288513416
67,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.00018699888,0.00018692017,-0.00018692017,0.999813,0.999813,0.0017922369,-0.0017922369,0.499813,1,0,0.5024180077801594,0.4643307451059375
68,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.05629737,0.05794406,-0.05794406,0.94370264,0.94370264,0.21665564,-0.21665564,0.44370264,1,0,0.502986306509767,0.5025360951195715
69,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.4570977,0.6108259,-0.6108259,0.5429023,0.5429023,0.68946147,-0.68946147,0.04290229,1,0,0.49019981202302015,0.4819145285472809
70,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.9913173,0.008720648,-0.008720648,0.9913173,0.9913173,0.049856793,-0.049856793,0.49131727,1,1,0.5047405992738698,0.49648285463394415
71,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.59473544,0.90321517,-0.90321517,0.40526456,0.59473544,0.6750886,-0.6750886,0.09473544,0,1,0.4843304755042482,0.5027436029348487
72,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.04513865,0.04618907,-0.04618907,0.95486134,0.95486134,0.1839445,-0.1839445,0.45486134,1,0,0.5029949093560174,0.5024082943094289
75,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.00020335852,0.00020313263,-0.00020313263,0.9997966,0.9997966,0.0019320075,-0.0019320075,0.49979663,1,0,0.5024190595816481,0.461946844177145
78,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.34823748,0.42807502,-0.42807502,0.6517625,0.6517625,0.6463487,-0.6463487,0.15176252,1,0,0.4957790458996628,0.5013829764788987
80,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.5322022,0.75971913,-0.75971913,0.46779782,0.5322022,0.69107175,-0.69107175,0.032202184,0,1,0.48642802247172695,0.48292259279553534
81,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.039133944,0.03992033,-0.03992033,0.96086603,0.96086603,0.16518196,-0.16518196,0.46086606,1,0,0.5029845476827757,0.5028074947221581
82,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.028943429,0.029370546,-0.029370546,0.9710566,0.9710566,0.13105,-0.13105,0.47105658,1,0,0.5029381908339371,0.5010324160338996
83,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,1.0,0.0,-0.0,1.0,1.0,-0.0,0.0,0.5,1,1,0.5042361031936983,0.5040606176353781
84,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.23962569,0.2739445,-0.2739445,0.7603743,0.7603743,0.5506481,-0.5506481,0.2603743,1,0,0.49975943831476416,0.49977730527552716
85,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.013232599,0.013320923,-0.013320923,0.9867674,0.9867674,0.07037659,-0.07037659,0.4867674,1,0,0.502769014151577,0.5033644234463449
87,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.47447714,0.74554175,-0.74554175,0.47447714,0.5255228,0.69184375,-0.69184375,0.025522858,0,0,0.5019313224572254,0.5206349237083024
89,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.89790595,0.10768997,-0.10768997,0.89790595,0.89790595,0.32965988,-0.32965988,0.39790595,1,1,0.5071148834435653,0.5115067931778394
90,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.09666802,0.10166526,-0.10166526,0.903332,0.903332,0.31769955,-0.31769955,0.403332,1,0,0.5027193816190814,0.5043172610317432
91,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.00068170717,0.00068187714,-0.00068187714,0.9993183,0.9993183,0.005651732,-0.005651732,0.4993183,1,0,0.5024455137268194,0.5014406413346494
92,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.8655909,0.14434293,-0.14434293,0.8655909,0.8655909,0.39468315,-0.39468315,0.36559087,1,1,0.5074953070580239,0.5230009440342882
93,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.27987137,0.32832545,-0.32832545,0.72012866,0.72012866,0.59283173,-0.59283173,0.22012863,1,0,0.49845632601021145,0.5017397200712002
95,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.00063484354,0.0006351471,-0.0006351471,0.99936515,0.99936515,0.0053084493,-0.0053084493,0.49936515,1,0,0.5024431526634077,0.4966427102595705
96,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.013811728,0.013907909,-0.013907909,0.9861883,0.9861883,0.07286098,-0.07286098,0.48618826,1,0,0.5027781871894536,0.5026369266600085
99,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0019750304,0.0019769669,-0.0019769669,0.99802494,0.99802494,0.014271961,-0.014271961,0.49802497,1,0,0.5025009365753145,0.5022822212905905
100,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.32000238,0.38566607,-0.38566607,0.6799976,0.6799976,0.6268712,-0.6268712,0.17999762,1,0,0.4969569974874694,0.5001769033669042
103,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.008549345,0.00858593,-0.00858593,0.99145067,0.99145067,0.04922381,-0.04922381,0.49145067,1,0,0.5026825260769833,0.5014916736533511
104,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.008942927,0.008983135,-0.008983135,0.9910571,0.9910571,0.05108562,-0.05108562,0.49105707,1,0,0.5026907610162467,0.502391860844152
105,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.002125843,0.0021281242,-0.0021281242,0.99787414,0.99787414,0.015205157,-0.015205157,0.49787417,1,0,0.5025065884582786,0.4992709487628334
107,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.006103787,0.006122589,-0.006122589,0.9938962,0.9938962,0.037207417,-0.037207417,0.49389622,1,0,0.5026261759661725,0.502559354534991
109,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.00032466324,0.00032424927,-0.00032424927,0.99967533,0.99967533,0.0029325436,-0.0029325436,0.49967533,1,0,0.5024264188778417,0.5966054989488164
111,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.14808047,0.16026318,-0.16026318,0.85191953,0.85191953,0.41936496,-0.41936496,0.35191953,1,0,0.5019739121424517,0.5018741346146702
112,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.40782318,0.8969215,-0.8969215,0.40782318,0.5921768,0.67605644,-0.67605644,0.092176825,0,0,0.5014756388659342,0.5038057665450795
113,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,9.627449e-05,9.6321106e-05,-9.6321106e-05,0.99990374,0.99990374,0.0009866329,-0.0009866329,0.49990374,1,0,0.5024118634196341,0.494999661272649
114,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.21405585,0.24086952,-0.24086952,0.78594416,0.78594416,0.519281,-0.519281,0.28594416,1,0,0.5004840753104548,0.5035940865137114
115,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0016412827,0.001642704,-0.001642704,0.9983587,0.9983587,0.012164285,-0.012164285,0.49835873,1,0,0.5024879430044579,0.5026903139691437
116,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.35164997,0.43332464,-0.43332464,0.64835,0.64835,0.64846206,-0.64846206,0.14835003,1,0,0.49562959973694914,0.49933340384054864
117,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.00020346869,0.00020313263,-0.00020313263,0.9997965,0.9997965,0.001932953,-0.001932953,0.49979654,1,0,0.5024190710661977,0.461946844177145
120,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.11693815,0.124360085,-0.124360085,0.8830618,0.8830618,0.36077976,-0.36077976,0.38306186,1,0,0.5024734505725725,0.5023069198366192
121,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0005225584,0.0005226135,-0.0005226135,0.99947745,0.99947745,0.004471273,-0.004471273,0.49947745,1,0,0.5024373507545208,0.4992625930710855
122,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0024594024,0.002462387,-0.002462387,0.9975406,0.9975406,0.017232068,-0.017232068,0.4975406,1,0,0.5025186760297247,0.5025172303049803
124,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0075554564,0.007584095,-0.007584095,0.9924445,0.9924445,0.04443894,-0.04443894,0.49244455,1,0,0.5026607551594745,0.49802938306685
127,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.014415831,0.014520645,-0.014520645,0.98558414,0.98558414,0.07542633,-0.07542633,0.48558417,1,0,0.5027874495727019,0.502137470234235
129,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.94868946,0.052673787,-0.052673787,0.94868946,0.94868946,0.20235611,-0.20235611,0.44868946,1,1,0.5061445807297595,0.49803483004084936
130,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.3890415,0.49272627,-0.49272627,0.61095846,0.61095846,0.66831744,-0.66831744,0.11095849,1,0,0.49388870742483304,0.5147785195443678
131,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0012567275,0.0012574196,-0.0012574196,0.9987433,0.9987433,0.009649904,-0.009649904,0.49874327,1,0,0.5024720160674891,0.5246015392558058
132,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0010580058,0.0010585785,-0.0010585785,0.998942,0.998942,0.008306212,-0.008306212,0.498942,1,0,0.5024632804046946,0.5074885596241642
136,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.42464143,0.85651004,-0.85651004,0.42464143,0.57535857,0.68174595,-0.68174595,0.07535857,0,0,0.5016880563451622,0.5030335297884146
137,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.049533345,0.05080223,-0.05080223,0.95046663,0.95046663,0.19713894,-0.19713894,0.45046666,1,0,0.5029955881543475,0.5024082943094289
140,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.78018135,1.5149524,-1.5149524,0.21981865,0.78018135,0.5266783,-0.5266783,0.28018135,0,1,0.4704181005454206,0.4897535959085243
141,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0002851822,0.00028514862,-0.00028514862,0.9997148,0.9997148,0.0026129335,-0.0026129335,0.49971482,1,0,0.5024240805596237,0.4254228260098494
142,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.93650526,0.06560016,-0.06560016,0.93650526,0.93650526,0.23647708,-0.23647708,0.43650526,1,1,0.5064270813355584,0.5014353581237194
143,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.872157,0.13678586,-0.13678586,0.872157,0.872157,0.38226572,-0.38226572,0.37215698,1,1,0.5074307737885787,0.5032342018174941
144,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.042253565,0.04317212,-0.04317212,0.95774645,0.95774645,0.17504112,-0.17504112,0.45774645,1,0,0.5029913546712819,0.5024082943094289
146,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.068162344,0.070596695,-0.070596695,0.9318377,0.9318377,0.24885932,-0.24885932,0.43183765,1,0,0.5029428780194664,0.502078622383905
147,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.26372692,1.3328412,-1.3328412,0.26372692,0.73627305,0.5769192,-0.5769192,0.23627308,0,0,0.4959198049868026,0.5073911296553542
148,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.99563533,0.0043742214,-0.0043742214,0.99563533,0.99563533,0.028073672,-0.028073672,0.49563533,1,1,0.5045237399478096,0.48930379118923634
149,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0044431896,0.004453182,-0.004453182,0.99555683,0.99555683,0.0284993,-0.0284993,0.4955568,1,0,0.5025816552781915,0.500147305637377
150,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0002978082,0.0002975464,-0.0002975464,0.9997022,0.9997022,0.0027156635,-0.0027156635,0.4997022,1,0,0.502424836647033,0.46931229979896366
151,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.02325889,0.023533583,-0.023533583,0.97674114,0.97674114,0.11046451,-0.11046451,0.4767411,1,0,0.5028933368395591,0.5008637288513416
154,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.8589244,0.15207435,-0.15207435,0.8589244,0.8589244,0.40691122,-0.40691122,0.3589244,1,1,0.5075545036549213,0.5111532342614037
155,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0023628012,0.0023655891,-0.0023655891,0.9976372,0.9976372,0.016649997,-0.016649997,0.4976372,1,0,0.5025152299272541,0.5006122694878228
159,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.35405836,0.43704605,-0.43704605,0.6459416,0.6459416,0.6499228,-0.6499228,0.14594164,1,0,0.49552320100152986,0.502743344471151
160,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.05896929,0.06077957,-0.06077957,0.94103074,0.94103074,0.22412199,-0.22412199,0.4410307,1,0,0.5029794114086852,0.5025360951195715
163,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.030571902,0.031049013,-0.031049013,0.9694281,0.9694281,0.13672455,-0.13672455,0.4694281,1,0,0.5029483240460865,0.5008899931848335
164,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.82504696,0.19231497,-0.19231497,0.82504696,0.82504696,0.46365362,-0.46365362,0.32504696,1,1,0.5077612908347025,0.5163955211173078
165,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.37146065,0.9903124,-0.9903124,0.37146065,0.6285393,0.6597285,-0.6597285,0.12853935,0,0,0.5007584596953486,0.5026015064529726
166,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.5500728,0.59770465,-0.59770465,0.5500728,0.5500728,0.6881242,-0.6881242,0.05007279,1,1,0.5040125989461041,0.4964472929425012
167,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.3615134,0.4486546,-0.4486546,0.6384866,0.6384866,0.654284,-0.654284,0.1384866,1,0,0.49518890446831465,0.502743344471151
168,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.00015943263,0.00015926361,-0.00015926361,0.99984056,0.99984056,0.001553491,-0.001553491,0.49984056,1,0,0.5024162135897385,0.4631768989520914
169,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.08423546,0.087996006,-0.087996006,0.9157646,0.9157646,0.28899384,-0.28899384,0.41576454,1,0,0.5028358176811596,0.5033507591843999
170,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.76396126,0.26923817,-0.26923817,0.76396126,0.76396126,0.5464707,-0.5464707,0.26396126,1,1,0.507761707314202,0.5026887559701124
171,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.29156733,0.34470028,-0.34470028,0.7084327,0.7084327,0.6035491,-0.6035491,0.20843267,1,0,0.49804017964306463,0.5026310863542804
173,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.5235208,0.74133134,-0.74133134,0.47647917,0.5235208,0.6920403,-0.6920403,0.023520827,0,1,0.48665107712069083,0.48530283355175136
174,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.033927225,0.034516096,-0.034516096,0.9660728,0.9660728,0.14813909,-0.14813909,0.46607277,1,0,0.5029657908084726,0.5023373574904391
175,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.5710375,0.5603004,-0.5603004,0.5710375,0.5710375,0.68302035,-0.68302035,0.07103747,1,1,0.504662583652043,0.49701863222337683
176,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.11055784,0.1171608,-0.1171608,0.88944215,0.88944215,0.34768003,-0.34768003,0.38944215,1,0,0.5025579851035604,0.507047058026454
178,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.40028644,0.9155749,-0.9155749,0.40028644,0.59971356,0.67312765,-0.67312765,0.099713564,0,0,0.5013569692159819,0.5051419439950542
180,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.5759919,0.8580028,-0.8580028,0.42400807,0.5759919,0.68155277,-0.68155277,0.07599193,0,1,0.48505563618784825,0.4920367416542443
181,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.9919057,0.008127237,-0.008127237,0.9919057,0.9919057,0.047048472,-0.047048472,0.4919057,1,1,0.5047128788793064,0.49648285463394415
182,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.013405802,4.3120675,-4.3120675,0.013405802,0.9865942,0.07112226,-0.07112226,0.4865942,0,0,0.4051075629354083,0.3750281339980379
184,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.01740879,0.017561913,-0.017561913,0.9825912,0.9825912,0.08777554,-0.08777554,0.4825912,1,0,0.5028291001734271,0.5009261777687439
185,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.06494472,0.06714964,-0.06714964,0.93505526,0.93505526,0.24036172,-0.24036172,0.4350553,1,0,0.5029578529470956,0.502078622383905
187,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0057182456,0.0057344437,-0.0057344437,0.99428177,0.99428177,0.035231404,-0.035231404,0.49428177,1,0,0.5026163706576372,0.5021286983292506
189,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.0021702203,0.00217247,-0.00217247,0.9978298,0.9978298,0.01547765,-0.01547765,0.49782977,1,0,0.5025082315476914,0.5014776955044639
190,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.9083467,0.09612915,-0.09612915,0.9083467,0.9083467,0.30634633,-0.30634633,0.4083467,1,1,0.5069562258743142,0.5068340199937648
191,full_retraining_reference,s4_random_10_percent,retain_training_member,1,1,0.47157934,0.75166786,-0.75166786,0.47157934,0.5284207,0.6915308,-0.6915308,0.028420657,0,0,0.5019317905541206,0.5118577681071046
193,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.020224905,0.020432234,-0.020432234,0.9797751,0.9797751,0.09891314,-0.09891314,0.4797751,1,0,0.5028625887681919,0.5005014304367682
196,full_retraining_reference,s4_random_10_percent,retain_training_member,1,0,0.091852196,0.096348286,-0.096348286,0.9081478,0.9081478,0.30680233,-0.30680233,0.4081478,1,0,0.5027677515820251,0.5027912343159655
