original_index,model_type,scenario,subset,true_historical_membership,true_class,model_probability,model_loss,negative_model_loss,true_class_confidence,max_probability,prediction_entropy,negative_entropy,probability_margin,correct_prediction,y_pred,shadow_logistic_score,shadow_random_forest_score
22,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0009689641,0.00096940994,-0.00096940994,0.999031,0.999031,0.0076924386,-0.0076924386,0.49903104,1,0,0.5024592394026078,0.5061148839590526
23,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.029671585,0.03012085,-0.03012085,0.9703284,0.9703284,0.13359873,-0.13359873,0.47032842,1,0,0.5029428579512691,0.5003768376515053
25,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.73398274,0.30926976,-0.30926976,0.73398274,0.73398274,0.57925713,-0.57925713,0.23398274,1,1,0.5075933596609378,0.49495091697060395
26,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00030606415,0.00030612946,-0.00030612946,0.99969393,0.99969393,0.0027826072,-0.0027826072,0.49969393,1,0,0.5024253134392372,0.5034368659456122
28,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.26134855,0.30292916,-0.30292916,0.73865145,0.73865145,0.5744628,-0.5744628,0.23865145,1,0,0.4990807862796827,0.49084171421067774
29,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.1573799,0.17123914,-0.17123914,0.84262013,0.84262013,0.4352995,-0.4352995,0.3426201,1,0,0.5017982740046502,0.4995718606802358
30,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.9126962,0.09135221,-0.09135221,0.9126962,0.9126962,0.29625505,-0.29625505,0.41269618,1,1,0.5068845047596654,0.5094077635411297
32,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.08104457,0.08451772,-0.08451772,0.91895545,0.91895545,0.28131318,-0.28131318,0.41895545,1,0,0.5028611367414204,0.5033507591843999
33,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.18774869,0.20794547,-0.20794547,0.8122513,0.8122513,0.482942,-0.482942,0.31225133,1,0,0.5011450162461837,0.5005758642249751
34,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.006157417,0.0061764717,-0.0061764717,0.9938426,0.9938426,0.037480257,-0.037480257,0.49384257,1,0,0.5026275194970274,0.502559354534991
35,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.21244714,0.23882484,-0.23882484,0.78755283,0.78755283,0.517181,-0.517181,0.28755286,1,0,0.5005269686966991,0.4959805273080862
37,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00012377556,0.00012397766,-0.00012397766,0.9998762,0.9998762,0.001237405,-0.001237405,0.49987623,1,0,0.5024137937206301,0.4675928914387495
38,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00049827195,0.00049829483,-0.00049829483,0.9995017,0.9995017,0.004287212,-0.004287212,0.49950173,1,0,0.5024360625067731,0.49250568372947917
41,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.637777,0.44976658,-0.44976658,0.637777,0.637777,0.65468657,-0.65468657,0.13777697,1,1,0.506294411833478,0.5011951243027216
43,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0415131,0.042399406,-0.042399406,0.9584869,0.9584869,0.17272338,-0.17272338,0.4584869,1,0,0.502990020453794,0.5024082943094288
44,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00015631021,0.00015640259,-0.00015640259,0.9998437,0.9998437,0.001526122,-0.001526122,0.4998437,1,0,0.5024159960557152,0.46317689895209135
47,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.7350801,1.3283277,-1.3283277,0.26491988,0.7350801,0.5781403,-0.5781403,0.23508012,0,1,0.4753050096197404,0.485039918542152
48,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00028047452,0.00028038025,-0.00028038025,0.9997195,0.9997195,0.002574469,-0.002574469,0.49971953,1,0,0.5024238014199361,0.39551309887282043
49,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.1595945,0.1738708,-0.1738708,0.84040546,0.84040546,0.43899688,-0.43899688,0.3404055,1,0,0.5017547298630466,0.500947597174993
50,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00014112187,0.0001411438,-0.0001411438,0.99985886,0.99985886,0.0013923044,-0.0013923044,0.4998589,1,0,0.5024149838296967,0.4736182416135579
52,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00096338434,0.0009636879,-0.0009636879,0.9990366,0.9990366,0.007653686,-0.007653686,0.4990366,1,0,0.5024589868478059,0.5037574917756841
54,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.035290603,0.035928488,-0.035928488,0.9647094,0.9647094,0.15267709,-0.15267709,0.4647094,1,0,0.5029716411906666,0.5023373574904391
55,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0011711189,0.0011720657,-0.0011720657,0.9988289,0.9988289,0.009075239,-0.009075239,0.4988289,1,0,0.5024682894844883,0.5235298961975196
56,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.27807698,0.32583678,-0.32583678,0.721923,0.721923,0.59112793,-0.59112793,0.22192302,1,0,0.4985186738577003,0.4994629343569145
58,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.8716862,0.13732573,-0.13732573,0.8716862,0.8716862,0.38316864,-0.38316864,0.37168622,1,1,0.507435610498842,0.5139723877801384
59,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.106820524,0.11296773,-0.11296773,0.8931795,0.8931795,0.3398158,-0.3398158,0.39317948,1,0,0.5026045170007659,0.5058778388130342
60,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.100702696,0.10614157,-0.10614157,0.8992973,0.8992973,0.3266242,-0.3266242,0.3992973,1,0,0.50267579405626,0.503791039641498
61,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.08820482,0.092339754,-0.092339754,0.9117952,0.9117952,0.29836464,-0.29836464,0.41179517,1,0,0.5028016703247634,0.5030591532584873
63,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0018024413,0.001803875,-0.001803875,0.99819756,0.99819756,0.013189749,-0.013189749,0.49819756,1,0,0.5024943117476465,0.5057517864233416
67,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00015891826,0.00015926361,-0.00015926361,0.9998411,0.9998411,0.0015489707,-0.0015489707,0.4998411,1,0,0.5024161607458745,0.46317689895209135
68,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.05035441,0.0516665,-0.0516665,0.9496456,0.9496456,0.19955747,-0.19955747,0.44964558,1,0,0.5029951085074265,0.5024082943094288
69,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.44426522,0.58746403,-0.58746403,0.55573475,0.55573475,0.6869215,-0.6869215,0.055734783,1,0,0.4909501558967415,0.4929857618092253
70,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.9840836,0.016044438,-0.016044438,0.9840836,0.9840836,0.08168943,-0.08168943,0.4840836,1,1,0.5050502460817827,0.4998337400603613
71,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.6008437,0.9184022,-0.9184022,0.39915627,0.6008437,0.6726681,-0.6726681,0.10084373,0,1,0.4840746579123584,0.49817409856192685
72,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.059431966,0.06127143,-0.06127143,0.94056803,0.94056803,0.22540168,-0.22540168,0.44056803,1,0,0.5029780406442166,0.5025360951195715
73,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0015560855,0.0015573502,-0.0015573502,0.9984439,0.9984439,0.011615885,-0.011615885,0.4984439,1,0,0.5024845116010671,0.5047671664657887
75,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00022942686,0.00022983551,-0.00022983551,0.9997706,0.9997706,0.0021519721,-0.0021519721,0.49977058,1,0,0.5024206722922369,0.44966013003010813
76,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.3517677,0.43350607,-0.43350607,0.64823234,0.64823234,0.64853406,-0.64853406,0.14823231,1,0,0.4956244204914935,0.49933340384054864
78,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.3318537,0.40324807,-0.40324807,0.6681463,0.6681463,0.6354836,-0.6354836,0.16814631,1,0,0.4964751838595157,0.5010774442301063
80,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.48463672,0.6628832,-0.6628832,0.5153633,0.5153633,0.692675,-0.692675,0.015363276,1,0,0.48849673354309436,0.5146275566746433
81,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.032496206,0.033035994,-0.033035994,0.9675038,0.9675038,0.14331494,-0.14331494,0.4675038,1,0,0.5029588855219522,0.502993499888806
82,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.024243573,0.024542332,-0.024542332,0.9757564,0.9757564,0.1141238,-0.1141238,0.47575644,1,0,0.5029022361266319,0.5001626784735952
83,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,1.0,0.0,-0.0,1.0,1.0,-0.0,0.0,0.5,1,1,0.5042361031936983,0.5040606176353781
84,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.26658466,0.3100431,-0.3100431,0.73341537,0.73341537,0.5798322,-0.5798322,0.23341534,1,0,0.4989085448792169,0.5020064222169638
85,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0131188445,0.013205528,-0.013205528,0.98688114,0.98688114,0.06988564,-0.06988564,0.48688117,1,0,0.5027671834123268,0.5011014953524712
87,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.44151044,0.8175537,-0.8175537,0.44151044,0.55848956,0.6862894,-0.6862894,0.05848956,0,0,0.5018323156808615,0.4895086607477929
89,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.8332212,0.18245608,-0.18245608,0.8332212,0.8332212,0.45074165,-0.45074165,0.3332212,1,1,0.5077253937703893,0.5126877229213889
90,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.08955571,0.09382248,-0.09382248,0.91044426,0.91044426,0.30150872,-0.30150872,0.4104443,1,0,0.502789389744516,0.5027912343159655
91,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0006525888,0.00065279007,-0.00065279007,0.9993474,0.9993474,0.005438852,-0.005438852,0.49934742,1,0,0.5024440539033298,0.5105463814078238
92,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.83101743,0.18510452,-0.18510452,0.83101743,0.83101743,0.45426926,-0.45426926,0.33101743,1,1,0.5077359284105023,0.5132504377990885
93,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.26342368,0.3057425,-0.3057425,0.7365763,0.7365763,0.5766076,-0.5766076,0.23657632,1,0,0.4990129259155076,0.4980005398640227
95,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0006296142,0.0006299019,-0.0006299019,0.9993704,0.9993704,0.0052699163,-0.0052699163,0.4993704,1,0,0.5024428874562911,0.5026427102595705
96,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.009883014,0.009932041,-0.009932041,0.990117,0.990117,0.055463243,-0.055463243,0.49011698,1,0,0.5027096495074469,0.5025850099331267
99,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0016908997,0.0016922951,-0.0016922951,0.9983091,0.9983091,0.012481652,-0.012481652,0.4983091,1,0,0.5024899241547124,0.5026903139691435
100,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.26842096,0.31255007,-0.31255007,0.73157907,0.73157907,0.58168197,-0.58168197,0.23157904,1,0,0.4988473391442756,0.4985517745933432
103,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.007199123,0.0072250366,-0.0072250366,0.9928009,0.9928009,0.042692136,-0.042692136,0.4928009,1,0,0.5026525935760524,0.5070381694346314
104,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.008551908,0.008588791,-0.008588791,0.9914481,0.9914481,0.049235996,-0.049235996,0.4914481,1,0,0.5026825706864503,0.501491673653351
105,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.002321491,0.0023241043,-0.0023241043,0.9976785,0.9976785,0.016399894,-0.016399894,0.49767852,1,0,0.5025137463493052,0.5106406377999626
107,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.005544469,0.0055599213,-0.0055599213,0.9944555,0.9944555,0.03433235,-0.03433235,0.49445552,1,0,0.5026118429017492,0.5015769174837812
108,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,3.9987503e-05,4.005432e-05,-4.005432e-05,0.99996,0.99996,0.00044494512,-0.00044494512,0.49996,1,0,0.5024075848255201,0.4810699966731854
109,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00028945765,0.000289917,-0.000289917,0.99971056,0.99971056,0.002647755,-0.002647755,0.49971053,1,0,0.5024243159050504,0.42329047306867296
110,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00064476527,0.0006451607,-0.0006451607,0.99935526,0.99935526,0.005381384,-0.005381384,0.49935523,1,0,0.5024436504076607,0.5032263619020457
111,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.16357845,0.17862248,-0.17862248,0.83642155,0.83642155,0.4455564,-0.4455564,0.33642155,1,0,0.5016747463883447,0.500947597174993
112,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.39205968,0.93634117,-0.93634117,0.39205968,0.6079403,0.66966045,-0.66966045,0.107940316,0,0,0.5012100818820027,0.510727594101168
113,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,9.574184e-05,9.536743e-05,-9.536743e-05,0.9999043,0.9999043,0.0009817015,-0.0009817015,0.49990425,1,0,0.5024118395936255,0.4904437402200174
114,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.2122657,0.23859441,-0.23859441,0.78773427,0.78773427,0.51694316,-0.51694316,0.2877343,1,0,0.5005317892008987,0.49785115667871566
115,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.001532779,0.0015339851,-0.0015339851,0.9984672,0.9984672,0.011465057,-0.011465057,0.4984672,1,0,0.5024835643325287,0.5104426819603975
116,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.3416809,0.4180655,-0.4180655,0.6583191,0.6583191,0.6421441,-0.6421441,0.15831909,1,0,0.4960618542518929,0.5004469307582924
117,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00018360556,0.00018310547,-0.00018310547,0.9998164,0.9998164,0.0017630729,-0.0017630729,0.4998164,1,0,0.502417803777857,0.46433074510593747
120,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.10660161,0.112722635,-0.112722635,0.8933984,0.8933984,0.33935067,-0.33935067,0.3933984,1,0,0.5026071740713386,0.5046528152925825
121,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0003763077,0.00037622452,-0.00037622452,0.9996237,0.9996237,0.0033434383,-0.0033434383,0.4996237,1,0,0.5024293680809991,0.6246270189380178
122,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0018650655,0.0018668175,-0.0018668175,0.9981349,0.9981349,0.013584277,-0.013584277,0.49813494,1,0,0.5024967318258232,0.502593230323322
124,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0060066837,0.0060248375,-0.0060248375,0.99399334,0.99399334,0.03671206,-0.03671206,0.4939933,1,0,0.5026237308565457,0.5021286983292506
125,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.014198858,0.014300823,-0.014300823,0.98580116,0.98580116,0.07450794,-0.07450794,0.48580113,1,0,0.5027841464750421,0.5021374702342349
126,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.8598758,0.1509673,-0.1509673,0.8598758,0.8598758,0.40518886,-0.40518886,0.3598758,1,1,0.5075464395306135,0.5098995717690602
127,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.012155451,0.012229919,-0.012229919,0.9878445,0.9878445,0.06568656,-0.06568656,0.48784456,1,0,0.5027511514787286,0.5014746976477189
129,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.93264914,0.06972622,-0.06972622,0.93264914,0.93264914,0.2467319,-0.2467319,0.43264914,1,1,0.5065091618879659,0.5027786075516372
130,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.41577074,0.5374619,-0.5374619,0.58422923,0.58422923,0.6788902,-0.6788902,0.08422926,1,0,0.4925234512195503,0.49435079347468275
131,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0010829077,0.001083374,-0.001083374,0.9989171,0.9989171,0.008476518,-0.008476518,0.4989171,1,0,0.5024644014975649,0.5113880790245511
132,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.001053505,0.001054287,-0.001054287,0.9989465,0.9989465,0.0082754,-0.0082754,0.4989465,1,0,0.5024630716679096,0.5068881780344836
136,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.4234479,0.8593249,-0.8593249,0.4234479,0.5765521,0.6813805,-0.6813805,0.07655209,0,0,0.5016752857995175,0.5140765430959776
137,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.056986712,0.058674812,-0.058674812,0.9430133,0.9430133,0.21859455,-0.21859455,0.44301328,1,0,0.5029846966448994,0.5025360951195715
138,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.19215302,0.21338272,-0.21338272,0.80784696,0.80784696,0.48932987,-0.48932987,0.30784696,1,0,0.5010404130976697,0.5036287902937326
140,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.747601,1.376744,-1.376744,0.25239903,0.747601,0.5649554,-0.5649554,0.24760097,0,1,0.47407981982848946,0.49103885837756756
141,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00018753562,0.00018787384,-0.00018787384,0.9998125,0.9998125,0.0017968435,-0.0017968435,0.49981245,1,0,0.5024180275705027,0.46433074510593747
142,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.91579777,0.08795968,-0.08795968,0.91579777,0.91579777,0.28891456,-0.28891456,0.41579777,1,1,0.5068312535220254,0.49897426124193417
143,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.864668,0.14540963,-0.14540963,0.864668,0.864668,0.3963983,-0.3963983,0.364668,1,1,0.5075038789622148,0.5160349411112156
144,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.02850569,0.028919935,-0.028919935,0.9714943,0.9714943,0.1295088,-0.1295088,0.47149432,1,0,0.5029352691715109,0.5010324160338995
146,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.039565813,0.04036975,-0.04036975,0.9604342,0.9604342,0.1665618,-0.1665618,0.4604342,1,0,0.502985683141521,0.5024082943094288
147,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.23775886,1.4364983,-1.4364983,0.23775886,0.7622411,0.5484828,-0.5484828,0.26224113,0,0,0.49391271658071095,0.4613100391298805
148,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.9906014,0.009443022,-0.009443022,0.9906014,0.9906014,0.053219296,-0.053219296,0.49060142,1,1,0.5047737027725705,0.49618675775862076
149,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0035840792,0.0035905838,-0.0035905838,0.9964159,0.9964159,0.023760516,-0.023760516,0.4964159,1,0,0.5025559717724498,0.4984914000457149
150,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00028154431,0.00028133392,-0.00028133392,0.9997184,0.9997184,0.0025832197,-0.0025832197,0.49971846,1,0,0.5024238696050309,0.39551309887282043
151,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.02148921,0.021723509,-0.021723509,0.9785108,0.9785108,0.1037796,-0.1037796,0.4785108,1,0,0.5028760318919615,0.5023947127542914
154,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.8408602,0.17332986,-0.17332986,0.8408602,0.8408602,0.4382407,-0.4382407,0.3408602,1,1,0.5076839060915295,0.5130757649976779
155,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.0018572365,0.0018591881,-0.0018591881,0.9981428,0.9981428,0.013535035,-0.013535035,0.49814275,1,0,0.5024964204570016,0.4938330827457726
157,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.006198331,0.0062174797,-0.0062174797,0.99380165,0.99380165,0.03768816,-0.03768816,0.49380168,1,0,0.502628547562227,0.502559354534991
159,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.278824,0.32687205,-0.32687205,0.721176,0.721176,0.5918392,-0.5918392,0.221176,1,0,0.49849276650911056,0.5027772200712003
160,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.06347909,0.06558347,-0.06558347,0.93652093,0.93652093,0.23643492,-0.23643492,0.4365209,1,0,0.5029639035091689,0.5025360951195715
163,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.022078345,0.022325754,-0.022325754,0.97792166,0.97792166,0.10602101,-0.10602101,0.47792166,1,0,0.5028819835969305,0.5008637288513414
164,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.79811,0.22550881,-0.22550881,0.79811,0.79811,0.50301135,-0.50301135,0.29811,1,1,0.5078189315206717,0.5096344812833102
166,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.48801178,0.71741563,-0.71741563,0.48801178,0.5119882,0.69285977,-0.69285977,0.011988223,0,0,0.5019069343329545,0.4530315884209299
168,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.00015189189,0.00015163422,-0.00015163422,0.9998481,0.9998481,0.0014873464,-0.0014873464,0.4998481,1,0,0.5024157146446149,0.4764699443999355
169,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.072951,0.07574892,-0.07574892,0.927049,0.927049,0.26120624,-0.26120624,0.427049,1,0,0.5029164591523437,0.504027537670462
170,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,1,0.7335836,0.30981368,-0.30981368,0.7335836,0.7335836,0.57966185,-0.57966185,0.23358363,1,1,0.5075903749074878,0.49495091697060395
171,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.24818496,0.28526485,-0.28526485,0.751815,0.751815,0.5603323,-0.5603323,0.25181502,1,0,0.49949894509898557,0.49880045201082246
173,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.47105205,0.6368654,-0.6368654,0.52894795,0.52894795,0.69147027,-0.69147027,0.02894795,1,0,0.4893530371979127,0.4964042733467549
174,full_retraining_reference,s3_simulated_data_provider_withdrawal,retain_training_member,1,0,0.03916188,0.039949417,-0.039949417,0.96083814,0.96083814,0.16527133,-0.16527133,0.4608381,1,0,0.5029846204420938,0.5028074947221581
