original_index,dataset_split,seed,y_true,y_pred,y_probability,per_record_loss,negative_loss,true_class_confidence,correct_prediction
30970,train,42,0,0,0.03390921279788017,0.03449749946594238,-0.03449749946594238,0.9660907983779907,1
45461,train,42,0,0,0.00010921688954113051,0.0001087188720703125,-0.0001087188720703125,0.9998908042907715,1
28544,train,42,0,0,0.08265075832605362,0.08626699447631836,-0.08626699447631836,0.9173492193222046,1
31756,train,42,1,0,0.2821353077888489,1.2653684616088867,-1.2653684616088867,0.2821353077888489,0
11062,train,42,0,0,0.07928264141082764,0.08260226249694824,-0.08260226249694824,0.9207173585891724,1
21782,train,42,0,0,0.21395736932754517,0.2407442331314087,-0.2407442331314087,0.7860426306724548,1
26678,train,42,0,0,0.41519367694854736,0.5364744663238525,-0.5364744663238525,0.5848063230514526,1
29156,train,42,1,1,0.9191262722015381,0.08433177322149277,-0.08433177322149277,0.9191262722015381,1
14229,train,42,1,1,0.7457224726676941,0.2934017777442932,-0.2934017777442932,0.7457224726676941,1
5587,train,42,0,0,0.0054785157553851604,0.005493640899658203,-0.005493640899658203,0.9945214986801147,1
34356,train,42,0,0,0.11485513299703598,0.12200403213500977,-0.12200403213500977,0.8851448893547058,1
30639,train,42,0,0,0.17407651245594025,0.1912531852722168,-0.1912531852722168,0.825923502445221,1
6739,train,42,0,0,0.02993825450539589,0.0303955078125,-0.0303955078125,0.970061719417572,1
18764,train,42,0,0,0.20810416340827942,0.23332536220550537,-0.23332536220550537,0.791895866394043,1
35245,train,42,0,0,0.002149114850908518,0.0021514892578125,-0.0021514892578125,0.9978508949279785,1
749,train,42,0,1,0.5151434540748596,0.7239021062850952,-0.7239021062850952,0.4848565459251404,0
48644,train,42,0,0,0.3117862343788147,0.3736557364463806,-0.3736557364463806,0.6882137656211853,1
20427,train,42,0,0,0.3503584861755371,0.43133455514907837,-0.43133455514907837,0.6496415138244629,1
32817,train,42,0,0,0.00504267169162631,0.005055427551269531,-0.005055427551269531,0.9949573278427124,1
15514,train,42,0,0,0.040271904319524765,0.04110527038574219,-0.04110527038574219,0.9597281217575073,1
28175,train,42,0,0,0.024067837744951248,0.02436232566833496,-0.02436232566833496,0.9759321808815002,1
29876,train,42,0,0,0.047312960028648376,0.048468828201293945,-0.048468828201293945,0.9526870250701904,1
7111,train,42,0,0,0.06924187391996384,0.07175588607788086,-0.07175588607788086,0.9307581186294556,1
19620,train,42,0,0,0.013120331801474094,0.013207435607910156,-0.013207435607910156,0.9868796467781067,1
41737,train,42,1,1,0.9650256633758545,0.03560060262680054,-0.03560060262680054,0.9650256633758545,1
26481,train,42,0,0,0.15962406992912292,0.17390596866607666,-0.17390596866607666,0.8403759002685547,1
42021,train,42,0,0,0.01765918917953968,0.017817020416259766,-0.017817020416259766,0.9823408126831055,1
10426,train,42,0,0,0.10395928472280502,0.10976934432983398,-0.10976934432983398,0.8960407376289368,1
33887,train,42,0,0,0.027920730412006378,0.028317928314208984,-0.028317928314208984,0.9720792770385742,1
41096,train,42,1,0,0.10746479034423828,2.2305920124053955,-2.2305920124053955,0.10746479034423828,0
6216,train,42,0,0,0.22495591640472412,0.2548353672027588,-0.2548353672027588,0.7750440835952759,1
44950,train,42,1,1,0.9612195491790771,0.03955245763063431,-0.03955245763063431,0.9612195491790771,1
33984,train,42,0,0,0.0053021712228655815,0.005316257476806641,-0.005316257476806641,0.9946978092193604,1
13328,train,42,1,1,0.5375899076461792,0.6206592917442322,-0.6206592917442322,0.5375899076461792,1
30996,train,42,1,0,0.19522815942764282,1.6335862874984741,-1.6335862874984741,0.19522815942764282,0
35674,train,42,0,0,0.10922519862651825,0.11566352844238281,-0.11566352844238281,0.8907747864723206,1
28213,train,42,0,0,0.0005220717866905034,0.0005221366882324219,-0.0005221366882324219,0.9994779229164124,1
29640,train,42,1,0,0.1117539331316948,2.191455841064453,-2.191455841064453,0.1117539331316948,0
47193,train,42,0,1,0.8080353736877441,1.650444507598877,-1.650444507598877,0.19196462631225586,0
11462,train,42,0,0,0.0005009827436879277,0.0005011558532714844,-0.0005011558532714844,0.9994990229606628,1
44670,train,42,1,0,0.3570144772529602,1.02997887134552,-1.02997887134552,0.3570144772529602,0
25536,train,42,0,0,0.17222945392131805,0.1890193223953247,-0.1890193223953247,0.8277705311775208,1
12868,train,42,0,0,0.03187233582139015,0.03239130973815918,-0.03239130973815918,0.9681276679039001,1
39552,train,42,0,0,0.01852353662252426,0.018697261810302734,-0.018697261810302734,0.9814764857292175,1
35137,train,42,0,0,0.08293375372886658,0.08657574653625488,-0.08657574653625488,0.917066216468811,1
31448,train,42,0,0,0.002603051485493779,0.0026063919067382812,-0.0026063919067382812,0.9973969459533691,1
14633,train,42,0,0,0.002189464634284377,0.0021920204162597656,-0.0021920204162597656,0.9978105425834656,1
16255,train,42,1,1,0.9344909191131592,0.0677533894777298,-0.0677533894777298,0.9344909191131592,1
20122,train,42,0,0,0.011160630732774734,0.011223316192626953,-0.011223316192626953,0.9888393878936768,1
40039,train,42,0,0,0.13951517641544342,0.1502593755722046,-0.1502593755722046,0.8604848384857178,1
25993,train,42,0,0,0.001929399324581027,0.0019311904907226562,-0.0019311904907226562,0.9980705976486206,1
2602,train,42,0,0,0.028707707300782204,0.029127836227416992,-0.029127836227416992,0.9712923169136047,1
18422,train,42,0,0,0.1350269466638565,0.14505696296691895,-0.14505696296691895,0.8649730682373047,1
11884,train,42,0,1,0.5013661980628967,0.6958832144737244,-0.6958832144737244,0.49863380193710327,0
30973,train,42,0,0,5.756534665124491e-05,5.7220458984375e-05,-5.7220458984375e-05,0.999942421913147,1
9799,train,42,0,0,0.15776634216308594,0.17169785499572754,-0.17169785499572754,0.8422336578369141,1
36465,train,42,0,0,0.3790019452571869,0.4764273464679718,-0.4764273464679718,0.6209980249404907,1
46026,train,42,0,0,0.01725912280380726,0.017409801483154297,-0.017409801483154297,0.9827408790588379,1
33100,train,42,0,0,0.18744029104709625,0.20756590366363525,-0.20756590366363525,0.8125597238540649,1
42207,train,42,1,1,0.7500246167182922,0.2876492738723755,-0.2876492738723755,0.7500246167182922,1
1839,train,42,0,0,0.012535566464066505,0.012614727020263672,-0.012614727020263672,0.987464427947998,1
39431,train,42,0,0,5.607512503047474e-05,5.626678466796875e-05,-5.626678466796875e-05,0.9999439120292664,1
44857,train,42,0,0,0.014455772005021572,0.014561176300048828,-0.014561176300048828,0.9855442047119141,1
48629,train,42,0,1,0.587431013584137,0.8853520154953003,-0.8853520154953003,0.41256898641586304,0
24040,train,42,0,0,0.03204822167754173,0.03257298469543457,-0.03257298469543457,0.967951774597168,1
38738,train,42,0,0,0.00011088141036452726,0.000110626220703125,-0.000110626220703125,0.9998891353607178,1
939,train,42,0,0,0.002182702999562025,0.0021848678588867188,-0.0021848678588867188,0.9978172779083252,1
24332,train,42,1,1,0.9522087574005127,0.04897096008062363,-0.04897096008062363,0.9522087574005127,1
21992,train,42,1,0,0.3636013865470886,1.0116971731185913,-1.0116971731185913,0.3636013865470886,0
38082,train,42,0,0,0.4066610038280487,0.5219893455505371,-0.5219893455505371,0.5933389663696289,1
47289,train,42,1,1,0.7541821599006653,0.28212136030197144,-0.28212136030197144,0.7541821599006653,1
36640,train,42,0,0,0.017684759572148323,0.017842769622802734,-0.017842769622802734,0.9823152422904968,1
21069,train,42,0,1,0.7469070553779602,1.3739984035491943,-1.3739984035491943,0.2530929446220398,0
35570,train,42,0,0,0.008396917954087257,0.008432388305664062,-0.008432388305664062,0.9916030764579773,1
18538,train,42,0,0,0.00014355058374349028,0.0001430511474609375,-0.0001430511474609375,0.9998564720153809,1
22215,train,42,0,0,0.02105056494474411,0.02127528190612793,-0.02127528190612793,0.9789494276046753,1
6075,train,42,0,0,0.10828111320734024,0.11460447311401367,-0.11460447311401367,0.891718864440918,1
46254,train,42,0,0,0.0003776506637223065,0.000377655029296875,-0.000377655029296875,0.9996223449707031,1
4411,train,42,0,0,0.10344089567661285,0.1091909408569336,-0.1091909408569336,0.8965591192245483,1
3021,train,42,1,1,0.8716797828674316,0.13733310997486115,-0.13733310997486115,0.8716797828674316,1
7219,train,42,0,0,0.008380960673093796,0.008416175842285156,-0.008416175842285156,0.9916190505027771,1
16322,train,42,0,1,0.5688344240188599,0.8412631750106812,-0.8412631750106812,0.43116557598114014,0
11597,train,42,0,0,0.002595668425783515,0.0025992393493652344,-0.0025992393493652344,0.9974043369293213,1
9311,train,42,0,0,0.13921403884887695,0.1499093770980835,-0.1499093770980835,0.860785961151123,1
4259,train,42,0,0,0.004116603638976812,0.004125118255615234,-0.004125118255615234,0.9958834052085876,1
12412,train,42,0,0,0.18803271651268005,0.20829522609710693,-0.20829522609710693,0.8119672536849976,1
4069,train,42,0,0,8.121369319269434e-05,8.106231689453125e-05,-8.106231689453125e-05,0.9999187588691711,1
48372,train,42,0,0,0.03505327180027962,0.03568243980407715,-0.03568243980407715,0.9649467468261719,1
1706,train,42,1,1,0.8087038993835449,0.2123224139213562,-0.2123224139213562,0.8087038993835449,1
45713,train,42,0,0,0.38992738723754883,0.4941772520542145,-0.4941772520542145,0.6100726127624512,1
46859,train,42,1,1,0.5363132357597351,0.6230369210243225,-0.6230369210243225,0.5363132357597351,1
12909,train,42,1,1,0.970146119594574,0.030308587476611137,-0.030308587476611137,0.970146119594574,1
44946,train,42,0,0,0.3633347749710083,0.4515112638473511,-0.4515112638473511,0.6366652250289917,1
18144,train,42,0,0,0.0033857293892651796,0.003391265869140625,-0.003391265869140625,0.9966142773628235,1
4147,train,42,0,0,0.013799477368593216,0.013895511627197266,-0.013895511627197266,0.9862005114555359,1
30767,train,42,0,0,0.23893994092941284,0.27304303646087646,-0.27304303646087646,0.7610600590705872,1
22074,train,42,1,0,0.4668271243572235,0.761796236038208,-0.761796236038208,0.4668271243572235,0
8561,train,42,0,0,0.35514137148857117,0.4387241005897522,-0.4387241005897522,0.6448585987091064,1
47448,train,42,0,0,0.321064829826355,0.3872296214103699,-0.3872296214103699,0.678935170173645,1
26232,train,42,0,0,0.0007548708817921579,0.00075531005859375,-0.00075531005859375,0.9992451071739197,1
1860,train,42,0,0,0.0005549171473830938,0.0005550384521484375,-0.0005550384521484375,0.9994450807571411,1
14492,train,42,0,0,0.004282685928046703,0.004292011260986328,-0.004292011260986328,0.9957172870635986,1
19630,train,42,1,1,0.7540959715843201,0.28223562240600586,-0.28223562240600586,0.7540959715843201,1
2402,train,42,1,0,0.24074198305606842,1.4240294694900513,-1.4240294694900513,0.24074198305606842,0
41308,train,42,0,1,0.580462634563446,0.8686027526855469,-0.8686027526855469,0.41953736543655396,0
35916,train,42,1,1,0.7869212627410889,0.23962709307670593,-0.23962709307670593,0.7869212627410889,1
37426,train,42,0,0,0.07962147146463394,0.08297014236450195,-0.08297014236450195,0.9203785061836243,1
32152,train,42,0,0,0.02001158893108368,0.020214557647705078,-0.020214557647705078,0.9799883961677551,1
37732,train,42,1,1,0.7746648788452148,0.2553247809410095,-0.2553247809410095,0.7746648788452148,1
3079,train,42,0,0,3.593233122956008e-05,3.62396240234375e-05,-3.62396240234375e-05,0.9999640583992004,1
2359,train,42,1,1,0.5707038640975952,0.5608848333358765,-0.5608848333358765,0.5707038640975952,1
10845,train,42,1,1,0.6164577603340149,0.48376548290252686,-0.48376548290252686,0.6164577603340149,1
16437,train,42,0,0,0.005897335708141327,0.0059146881103515625,-0.0059146881103515625,0.9941026568412781,1
40469,train,42,1,0,0.4601111114025116,0.7762871980667114,-0.7762871980667114,0.4601111114025116,0
3053,train,42,0,0,0.18055695295333862,0.19913041591644287,-0.19913041591644287,0.8194430470466614,1
26951,train,42,0,0,0.4665396213531494,0.628370463848114,-0.628370463848114,0.5334603786468506,1
12147,train,42,1,0,0.11590239405632019,2.1550068855285645,-2.1550068855285645,0.11590239405632019,0
45632,train,42,1,1,0.7198139429092407,0.3287625014781952,-0.3287625014781952,0.7198139429092407,1
18781,train,42,0,0,0.005528664216399193,0.005544185638427734,-0.005544185638427734,0.9944713115692139,1
1314,train,42,1,1,0.8553666472434998,0.1562250703573227,-0.1562250703573227,0.8553666472434998,1
47957,train,42,0,0,0.01189945824444294,0.011970996856689453,-0.011970996856689453,0.988100528717041,1
21322,train,42,0,0,0.08629216998815536,0.09024453163146973,-0.09024453163146973,0.9137078523635864,1
413,train,42,0,0,0.0008402409730479121,0.0008406639099121094,-0.0008406639099121094,0.9991597533226013,1
26923,train,42,0,0,0.003103608498349786,0.003108501434326172,-0.003108501434326172,0.9968963861465454,1
9469,train,42,0,1,0.8001917004585266,1.6103967428207397,-1.6103967428207397,0.1998082995414734,0
36289,train,42,1,1,0.6679976582527161,0.40347054600715637,-0.40347054600715637,0.6679976582527161,1
21772,train,42,0,0,0.00635663652792573,0.006376743316650391,-0.006376743316650391,0.9936433434486389,1
11627,train,42,0,0,0.06947100907564163,0.07200217247009277,-0.07200217247009277,0.930528998374939,1
32773,train,42,1,1,0.6523327827453613,0.42720043659210205,-0.42720043659210205,0.6523327827453613,1
23968,train,42,0,0,0.2766721546649933,0.3238927125930786,-0.3238927125930786,0.7233278751373291,1
10226,train,42,0,0,7.537596684414893e-05,7.534027099609375e-05,-7.534027099609375e-05,0.9999246001243591,1
38770,train,42,0,0,0.2733185291290283,0.31926703453063965,-0.31926703453063965,0.7266814708709717,1
20654,train,42,0,0,0.003818663302809,0.003826141357421875,-0.003826141357421875,0.996181309223175,1
36433,train,42,1,1,0.9892783164978027,0.010779603384435177,-0.010779603384435177,0.9892783164978027,1
3552,train,42,0,0,0.15629081428050995,0.16994738578796387,-0.16994738578796387,0.8437091708183289,1
21566,train,42,1,0,0.39463284611701965,0.9297993183135986,-0.9297993183135986,0.39463284611701965,0
46654,train,42,1,1,0.6054220199584961,0.5018294453620911,-0.5018294453620911,0.6054220199584961,1
46846,train,42,0,0,0.003853635163977742,0.003860950469970703,-0.003860950469970703,0.9961463809013367,1
3086,train,42,0,0,0.2199292927980423,0.24837076663970947,-0.24837076663970947,0.7800707221031189,1
19263,train,42,0,1,0.667352020740509,1.100670337677002,-1.100670337677002,0.33264797925949097,0
33372,train,42,0,0,2.3006179617368616e-05,2.288818359375e-05,-2.288818359375e-05,0.9999769926071167,1
15374,train,42,0,0,0.02868031896650791,0.029099702835083008,-0.029099702835083008,0.9713196754455566,1
12735,train,42,0,0,0.40359944105148315,0.5168427228927612,-0.5168427228927612,0.5964005589485168,1
48841,train,42,1,1,0.9845317006111145,0.015589163638651371,-0.015589163638651371,0.9845317006111145,1
25336,train,42,0,0,0.008876286447048187,0.008915901184082031,-0.008915901184082031,0.9911237359046936,1
17300,train,42,0,0,0.0003348961181472987,0.00033473968505859375,-0.00033473968505859375,0.9996650815010071,1
31920,train,42,0,0,0.00039714001468382776,0.0003972053527832031,-0.0003972053527832031,0.9996028542518616,1
7475,train,42,0,0,0.34183618426322937,0.41830140352249146,-0.41830140352249146,0.6581637859344482,1
42060,train,42,0,0,0.007246191147714853,0.0072727203369140625,-0.0072727203369140625,0.992753803730011,1
11556,train,42,0,0,0.0012055550469085574,0.0012063980102539062,-0.0012063980102539062,0.998794436454773,1
2038,train,42,1,1,0.9747506976127625,0.02557353675365448,-0.02557353675365448,0.9747506976127625,1
19069,train,42,0,0,0.039815060794353485,0.04062938690185547,-0.04062938690185547,0.9601849317550659,1
47693,train,42,1,0,0.03976673260331154,3.224724531173706,-3.224724531173706,0.03976673260331154,0
2392,train,42,0,0,0.18143139779567719,0.20019817352294922,-0.20019817352294922,0.8185685873031616,1
8720,train,42,0,0,0.3452942669391632,0.4235694408416748,-0.4235694408416748,0.6547057628631592,1
7,train,42,1,1,0.7700989842414856,0.2612362504005432,-0.2612362504005432,0.7700989842414856,1
28294,train,42,0,0,0.102561354637146,0.10821056365966797,-0.10821056365966797,0.897438645362854,1
25306,train,42,0,0,0.05269448459148407,0.05413365364074707,-0.05413365364074707,0.9473055005073547,1
15108,train,42,1,1,0.5214158892631531,0.6512073278427124,-0.6512073278427124,0.5214158892631531,1
27067,train,42,1,0,0.2666434645652771,1.321842908859253,-1.321842908859253,0.2666434645652771,0
18204,train,42,0,0,0.0008031976758502424,0.0008034706115722656,-0.0008034706115722656,0.9991968274116516,1
46623,train,42,1,1,0.7882299423217773,0.2379654049873352,-0.2379654049873352,0.7882299423217773,1
18900,train,42,0,0,0.25237250328063965,0.2908504009246826,-0.2908504009246826,0.7476274967193604,1
9518,train,42,0,0,0.13304923474788666,0.14277303218841553,-0.14277303218841553,0.8669507503509521,1
13081,train,42,0,0,0.016424179077148438,0.01656055450439453,-0.01656055450439453,0.9835758209228516,1
9356,train,42,0,0,0.004288248717784882,0.0042972564697265625,-0.0042972564697265625,0.9957117438316345,1
22139,train,42,0,0,0.0006172024295665324,0.0006175041198730469,-0.0006175041198730469,0.9993827939033508,1
36697,train,42,0,0,0.09157198667526245,0.0960395336151123,-0.0960395336151123,0.9084280133247375,1
40908,train,42,0,0,0.0044325655326247215,0.004442691802978516,-0.004442691802978516,0.9955674409866333,1
13183,train,42,0,0,0.02636175975203514,0.026715517044067383,-0.026715517044067383,0.9736382365226746,1
27835,train,42,1,1,0.6371728181838989,0.4507143795490265,-0.4507143795490265,0.6371728181838989,1
45311,train,42,1,1,0.8719341158866882,0.1370413899421692,-0.1370413899421692,0.8719341158866882,1
3805,train,42,1,1,0.5073150396347046,0.6786230206489563,-0.6786230206489563,0.5073150396347046,1
17800,train,42,0,0,3.1998122267395956e-06,2.86102294921875e-06,-2.86102294921875e-06,0.9999967813491821,1
3795,train,42,0,0,0.01410439983010292,0.014204978942871094,-0.014204978942871094,0.985895574092865,1
15847,train,42,1,1,0.7797896862030029,0.24873098731040955,-0.24873098731040955,0.7797896862030029,1
23653,train,42,0,0,0.2871145009994507,0.33843445777893066,-0.33843445777893066,0.7128854990005493,1
48597,train,42,0,0,0.0003182358050253242,0.0003185272216796875,-0.0003185272216796875,0.9996817708015442,1
17261,train,42,0,0,0.030885228887200356,0.0313723087310791,-0.0313723087310791,0.9691147804260254,1
17640,train,42,0,0,0.0015207791002467275,0.001522064208984375,-0.001522064208984375,0.9984792470932007,1
47898,train,42,0,0,0.009301313199102879,0.009345054626464844,-0.009345054626464844,0.9906986951828003,1
18001,train,42,0,0,0.00996156595647335,0.010011672973632812,-0.010011672973632812,0.9900384545326233,1
25758,train,42,0,0,0.0006253922474570572,0.0006256103515625,-0.0006256103515625,0.9993746280670166,1
32715,train,42,0,0,0.2314443588256836,0.26324236392974854,-0.26324236392974854,0.7685556411743164,1
30824,train,42,0,0,0.05238695815205574,0.05380892753601074,-0.05380892753601074,0.9476130604743958,1
7387,train,42,1,1,0.9664450883865356,0.03413080424070358,-0.03413080424070358,0.9664450883865356,1
47856,train,42,0,0,0.0012746667489409447,0.0012755393981933594,-0.0012755393981933594,0.9987253546714783,1
6325,train,42,0,0,0.01336271408945322,0.013453006744384766,-0.013453006744384766,0.98663729429245,1
2979,train,42,0,0,0.011882739141583443,0.01195383071899414,-0.01195383071899414,0.9881172776222229,1
20922,train,42,1,1,0.9760357737541199,0.024256015196442604,-0.024256015196442604,0.9760357737541199,1
32153,train,42,0,0,0.19536486268043518,0.21736633777618408,-0.21736633777618408,0.8046351671218872,1
15780,train,42,0,0,0.001200433005578816,0.0012011528015136719,-0.0012011528015136719,0.9987995624542236,1
21952,train,42,0,0,0.055190980434417725,0.056772470474243164,-0.056772470474243164,0.9448090195655823,1
25344,train,42,1,1,0.7516727447509766,0.2854541838169098,-0.2854541838169098,0.7516727447509766,1
19807,train,42,0,0,0.0024224678054451942,0.0024251937866210938,-0.0024251937866210938,0.9975775480270386,1
45721,train,42,1,1,0.7172653675079346,0.332309365272522,-0.332309365272522,0.7172653675079346,1
35958,train,42,0,0,0.49016377329826355,0.6736657023429871,-0.6736657023429871,0.5098361968994141,1
21528,train,42,0,0,2.1364176063798368e-05,2.09808349609375e-05,-2.09808349609375e-05,0.9999786615371704,1
14388,train,42,1,0,0.2374439239501953,1.4378236532211304,-1.4378236532211304,0.2374439239501953,0
40184,train,42,0,1,0.9039866328239441,2.3432681560516357,-2.3432681560516357,0.09601336717605591,0
22434,train,42,0,0,0.23621897399425507,0.2694741487503052,-0.2694741487503052,0.7637810111045837,1
6118,train,42,0,0,0.2593250870704651,0.30019354820251465,-0.30019354820251465,0.7406749129295349,1
37934,train,42,0,1,0.6960069537162781,1.1907504796981812,-1.1907504796981812,0.3039930462837219,0
43732,train,42,0,0,9.344743739347905e-05,9.34600830078125e-05,-9.34600830078125e-05,0.9999065399169922,1
40796,train,42,0,0,9.432516526430845e-05,9.441375732421875e-05,-9.441375732421875e-05,0.9999056458473206,1
22439,train,42,0,0,0.06617173552513123,0.06846284866333008,-0.06846284866333008,0.9338282346725464,1
48145,train,42,0,0,0.0001221561833517626,0.0001220703125,-0.0001220703125,0.9998778700828552,1
8781,train,42,0,0,0.4408440887928009,0.5813269019126892,-0.5813269019126892,0.5591559410095215,1
36502,train,42,0,0,0.019569437950849533,0.019763469696044922,-0.019763469696044922,0.980430543422699,1
19422,train,42,0,0,0.19516782462596893,0.21712148189544678,-0.21712148189544678,0.8048321604728699,1
29619,train,42,1,0,0.4550238251686096,0.7874054908752441,-0.7874054908752441,0.4550238251686096,0
31432,train,42,0,0,0.3024832308292389,0.3602287769317627,-0.3602287769317627,0.6975167989730835,1
40235,train,42,0,0,0.3327031135559082,0.4045201539993286,-0.4045201539993286,0.6672968864440918,1
13319,train,42,0,0,0.00044255098327994347,0.0004425048828125,-0.0004425048828125,0.9995574355125427,1
15571,train,42,0,0,0.351879358291626,0.4336782693862915,-0.4336782693862915,0.648120641708374,1
46119,train,42,0,0,0.13696548342704773,0.1473006010055542,-0.1473006010055542,0.8630344867706299,1
9135,train,42,0,0,0.00024832147755660117,0.000247955322265625,-0.000247955322265625,0.9997516870498657,1
16035,train,42,0,0,0.0009466854971833527,0.0009469985961914062,-0.0009469985961914062,0.9990532994270325,1
3794,train,42,0,0,0.20976954698562622,0.23543071746826172,-0.23543071746826172,0.7902304530143738,1
20591,train,42,0,0,0.0006547521334141493,0.0006551742553710938,-0.0006551742553710938,0.9993452429771423,1
42800,train,42,0,1,0.6431779861450195,1.0305182933807373,-1.0305182933807373,0.35682201385498047,0
7970,train,42,0,0,6.481933814939111e-05,6.4849853515625e-05,-6.4849853515625e-05,0.9999352097511292,1
22278,train,42,1,0,0.12025640904903412,2.118129014968872,-2.118129014968872,0.12025640904903412,0
23824,train,42,1,1,0.6714981198310852,0.3982440233230591,-0.3982440233230591,0.6714981198310852,1
4978,train,42,0,0,0.3163761496543884,0.38034743070602417,-0.38034743070602417,0.6836238503456116,1
11459,train,42,0,0,0.20438919961452484,0.2286452054977417,-0.2286452054977417,0.795610785484314,1
12805,train,42,1,1,0.5828949809074402,0.5397481918334961,-0.5397481918334961,0.5828949809074402,1
14458,train,42,0,0,2.8422558898455463e-05,2.86102294921875e-05,-2.86102294921875e-05,0.9999715685844421,1
25362,train,42,0,0,0.0013530130963772535,0.0013537406921386719,-0.0013537406921386719,0.9986469745635986,1
5747,train,42,0,0,0.3789997696876526,0.47642382979393005,-0.47642382979393005,0.6210002303123474,1
35465,train,42,0,0,0.00671645812690258,0.006739139556884766,-0.006739139556884766,0.9932835698127747,1
3941,train,42,0,0,0.17869652807712555,0.1968625783920288,-0.1968625783920288,0.8213034868240356,1
48578,train,42,1,1,0.5696239471435547,0.5627788305282593,-0.5627788305282593,0.5696239471435547,1
22610,train,42,0,0,0.004282685928046703,0.004292011260986328,-0.004292011260986328,0.9957172870635986,1
6813,train,42,0,0,0.042168743908405304,0.04308366775512695,-0.04308366775512695,0.9578312635421753,1
11783,train,42,0,0,0.1182786300778389,0.12587928771972656,-0.12587928771972656,0.8817213773727417,1
33173,train,42,0,0,0.009776999242603779,0.00982522964477539,-0.00982522964477539,0.9902229905128479,1
29191,train,42,0,0,0.04213528335094452,0.04304862022399902,-0.04304862022399902,0.9578647017478943,1
2723,train,42,0,0,0.03993397578597069,0.04075312614440918,-0.04075312614440918,0.960066020488739,1
30162,train,42,1,1,0.5284767746925354,0.6377564072608948,-0.6377564072608948,0.5284767746925354,1
38027,train,42,0,0,0.0031594859901815653,0.0031642913818359375,-0.0031642913818359375,0.9968405365943909,1
46435,train,42,0,1,0.523626983165741,0.7415540218353271,-0.7415540218353271,0.47637301683425903,0
29094,train,42,0,0,0.00046052664401941,0.00046062469482421875,-0.00046062469482421875,0.9995394945144653,1
24239,train,42,1,0,0.1139996200799942,2.171560287475586,-2.171560287475586,0.1139996200799942,0
33093,train,42,0,0,0.20972317457199097,0.23537206649780273,-0.23537206649780273,0.790276825428009,1
40500,train,42,0,0,0.31866398453712463,0.3836996555328369,-0.3836996555328369,0.6813360452651978,1
8648,train,42,0,0,0.0011907280422747135,0.0011916160583496094,-0.0011916160583496094,0.998809278011322,1
