scenario,shard_id,slice_id,epoch,train_loss,val_loss
s3_simulated_data_provider_withdrawal,1,5,1,0.3315463536274359,0.3228930796133245
s3_simulated_data_provider_withdrawal,1,5,2,0.32660186355528625,0.32200394198603555
s3_simulated_data_provider_withdrawal,1,5,3,0.3205432551247733,0.32071211004140043
s3_simulated_data_provider_withdrawal,1,5,4,0.3186399298054831,0.31703695278983934
s3_simulated_data_provider_withdrawal,2,1,1,0.7390980319467886,0.716672312406253
s3_simulated_data_provider_withdrawal,2,1,2,0.708181724747483,0.6891292586471095
s3_simulated_data_provider_withdrawal,2,1,3,0.6816702993083904,0.6594495430137172
s3_simulated_data_provider_withdrawal,2,1,4,0.6500540126780623,0.6212950181088875
s3_simulated_data_provider_withdrawal,2,2,1,0.6096905287909526,0.5767991478215987
s3_simulated_data_provider_withdrawal,2,2,2,0.5675314574767373,0.5316316720211145
s3_simulated_data_provider_withdrawal,2,2,3,0.5214319754860083,0.4881019895678168
s3_simulated_data_provider_withdrawal,2,2,4,0.48612745523268935,0.4498189753630823
s3_simulated_data_provider_withdrawal,2,3,1,0.4413963943424341,0.4173775395180663
s3_simulated_data_provider_withdrawal,2,3,2,0.4101507732606316,0.3924787337585385
s3_simulated_data_provider_withdrawal,2,3,3,0.3877344369706446,0.37225892102493796
s3_simulated_data_provider_withdrawal,2,3,4,0.36733675982823,0.3571708213427078
s3_simulated_data_provider_withdrawal,2,4,1,0.3773949161859659,0.34748184056904285
s3_simulated_data_provider_withdrawal,2,4,2,0.3635896171973302,0.34301861123963195
s3_simulated_data_provider_withdrawal,2,4,3,0.36512102558062626,0.3369426841443593
s3_simulated_data_provider_withdrawal,2,4,4,0.3561951401600471,0.3324364455970558
s3_simulated_data_provider_withdrawal,2,5,1,0.32052497745667446,0.3328273896714751
s3_simulated_data_provider_withdrawal,2,5,2,0.322421923925633,0.3335436885226076
s3_simulated_data_provider_withdrawal,2,5,3,0.31506217485610916,0.329794644292443
s3_simulated_data_provider_withdrawal,2,5,4,0.3212200082123464,0.32804940113304026
s3_simulated_data_provider_withdrawal,3,1,1,0.6992705238276514,0.6841640479571827
s3_simulated_data_provider_withdrawal,3,1,2,0.6762742756883761,0.6619997589014737
s3_simulated_data_provider_withdrawal,3,1,3,0.6523375702543733,0.6365779132228584
s3_simulated_data_provider_withdrawal,3,1,4,0.624361531761871,0.605185812690562
s3_simulated_data_provider_withdrawal,3,2,1,0.5881252912683348,0.5692217825150965
s3_simulated_data_provider_withdrawal,3,2,2,0.5448077025993598,0.5317531543743926
s3_simulated_data_provider_withdrawal,3,2,3,0.5088615433897968,0.49664316645516027
s3_simulated_data_provider_withdrawal,3,2,4,0.47064540230233703,0.466742718476856
s3_simulated_data_provider_withdrawal,3,3,1,0.4702048713778272,0.43888409932454425
s3_simulated_data_provider_withdrawal,3,3,2,0.45310073649441757,0.4176478491856562
s3_simulated_data_provider_withdrawal,3,3,3,0.4314564687234384,0.3972487447530625
s3_simulated_data_provider_withdrawal,3,3,4,0.41446039926858597,0.38075537535781717
s3_simulated_data_provider_withdrawal,3,4,1,0.3937013469258761,0.36202747260258233
s3_simulated_data_provider_withdrawal,3,4,2,0.3757263521353404,0.3503159138305637
s3_simulated_data_provider_withdrawal,3,4,3,0.36217427702360255,0.3422040569141137
s3_simulated_data_provider_withdrawal,3,4,4,0.3477007080149907,0.33584366685505157
s3_simulated_data_provider_withdrawal,3,5,1,0.3579623245674631,0.3323880957753288
s3_simulated_data_provider_withdrawal,3,5,2,0.3551179055841813,0.3310022049838
s3_simulated_data_provider_withdrawal,3,5,3,0.34958742605233045,0.3267261002628718
s3_simulated_data_provider_withdrawal,3,5,4,0.3419761163477572,0.3268853821879425
s3_simulated_data_provider_withdrawal,4,1,1,0.684166607925752,0.6723156359037544
s3_simulated_data_provider_withdrawal,4,1,2,0.6669940475462415,0.6560960367439941
s3_simulated_data_provider_withdrawal,4,1,3,0.6491234857711008,0.6343570399115133
s3_simulated_data_provider_withdrawal,4,1,4,0.6251054820629448,0.6017701409079812
s3_simulated_data_provider_withdrawal,4,2,1,0.5867946905232135,0.5613748962977464
s3_simulated_data_provider_withdrawal,4,2,2,0.5472727578754704,0.5176432200087376
s3_simulated_data_provider_withdrawal,4,2,3,0.5017517908411151,0.47395480202255175
s3_simulated_data_provider_withdrawal,4,2,4,0.46351362087926345,0.43683820775776916
s3_simulated_data_provider_withdrawal,4,3,1,0.42643114600941434,0.404917839085701
s3_simulated_data_provider_withdrawal,4,3,2,0.4011232918551374,0.3812772301240531
s3_simulated_data_provider_withdrawal,4,3,3,0.37568061697290345,0.3647418316436406
s3_simulated_data_provider_withdrawal,4,3,4,0.36263579176057753,0.35275691104104473
s3_simulated_data_provider_withdrawal,4,4,1,0.3550918743807073,0.34213930258586894
s3_simulated_data_provider_withdrawal,4,4,2,0.35039960046685836,0.3360605018242376
s3_simulated_data_provider_withdrawal,4,4,3,0.33686931710474843,0.3319930488168949
s3_simulated_data_provider_withdrawal,4,4,4,0.3277442502855979,0.3289779289283617
s3_simulated_data_provider_withdrawal,4,5,1,0.34854203067685496,0.3265748613198989
s3_simulated_data_provider_withdrawal,4,5,2,0.3460365008499663,0.32828424334395884
s3_simulated_data_provider_withdrawal,4,5,3,0.345363061398681,0.3252927290914881
s3_simulated_data_provider_withdrawal,4,5,4,0.3407489427570569,0.32444633310393756
s3_simulated_data_provider_withdrawal,5,1,1,0.6845419166996014,0.6661108295318048
s3_simulated_data_provider_withdrawal,5,1,2,0.6598723923827842,0.6425111931983871
s3_simulated_data_provider_withdrawal,5,1,3,0.6350169045268198,0.6166719963828495
s3_simulated_data_provider_withdrawal,5,1,4,0.6090686690327552,0.586089725381131
s3_simulated_data_provider_withdrawal,5,2,1,0.5806680103627647,0.5486477615401747
s3_simulated_data_provider_withdrawal,5,2,2,0.5468956166651191,0.5109531906273987
s3_simulated_data_provider_withdrawal,5,2,3,0.5105314807194036,0.47406594049660455
s3_simulated_data_provider_withdrawal,5,2,4,0.47831917099836396,0.4404344272733939
s3_simulated_data_provider_withdrawal,5,3,1,0.44133531724835473,0.4109048723214447
s3_simulated_data_provider_withdrawal,5,3,2,0.4165684562838612,0.3888580390754828
s3_simulated_data_provider_withdrawal,5,3,3,0.39637219827547326,0.36982645080970217
s3_simulated_data_provider_withdrawal,5,3,4,0.38272437448663726,0.3554006112409426
s3_simulated_data_provider_withdrawal,5,4,1,0.3463417064142591,0.3437894408799832
s3_simulated_data_provider_withdrawal,5,4,2,0.3310985443246274,0.3342866497045653
s3_simulated_data_provider_withdrawal,5,4,3,0.3271083463239306,0.32901857227469417
s3_simulated_data_provider_withdrawal,5,4,4,0.3170206049471411,0.3274260991230839
s3_simulated_data_provider_withdrawal,5,5,1,0.31993701589720486,0.32415136504524755
s3_simulated_data_provider_withdrawal,5,5,2,0.325579360116013,0.3227991159418519
s3_simulated_data_provider_withdrawal,5,5,3,0.3172511084209656,0.3214055866190165
s3_simulated_data_provider_withdrawal,5,5,4,0.3224428669933347,0.3206184692324884
s4_random_10_percent,1,1,1,0.6578424282563038,0.6472485205888292
s4_random_10_percent,1,1,2,0.642997295428545,0.631369366367235
s4_random_10_percent,1,1,3,0.6275876531234155,0.6125654663800086
s4_random_10_percent,1,1,4,0.6088604957629473,0.5896047686183189
s4_random_10_percent,1,2,1,0.5847412075466153,0.5625226126483903
s4_random_10_percent,1,2,2,0.5568657566903581,0.5320341730749155
s4_random_10_percent,1,2,3,0.5271772075141273,0.498979927468033
s4_random_10_percent,1,2,4,0.4933774296215328,0.46462508972603017
s4_random_10_percent,1,3,1,0.4621919436114175,0.4328088538831549
s4_random_10_percent,1,3,2,0.43472776668412344,0.40479177732855576
s4_random_10_percent,1,3,3,0.4090456741970855,0.38089714727537116
s4_random_10_percent,1,3,4,0.3875533090783404,0.3622160269007994
s4_random_10_percent,1,4,1,0.3743286439516012,0.3520463619227622
s4_random_10_percent,1,4,2,0.3575965424571608,0.3433028970492397
s4_random_10_percent,1,4,3,0.3441662032241574,0.33511498624953684
s4_random_10_percent,1,4,4,0.3334442370339119,0.32952511094972275
s4_random_10_percent,1,5,1,0.3413703184820366,0.32544739529339956
s4_random_10_percent,1,5,2,0.3306364426290824,0.32356941204496725
s4_random_10_percent,1,5,3,0.3284059834489985,0.3214264987532376
s4_random_10_percent,1,5,4,0.3225741652670287,0.32024163617939366
s4_random_10_percent,2,1,1,0.7389342795439581,0.7213940751575363
s4_random_10_percent,2,1,2,0.714513110557808,0.6972280071467089
s4_random_10_percent,2,1,3,0.6901561948988173,0.6734232608653014
s4_random_10_percent,2,1,4,0.6638269104819366,0.6440824283591522
s4_random_10_percent,2,2,1,0.6326214000820732,0.6093043652415243
s4_random_10_percent,2,2,2,0.5989702027826644,0.5707293283636701
s4_random_10_percent,2,2,3,0.5619131802750853,0.5304148081316832
s4_random_10_percent,2,2,4,0.5227345026339205,0.49081617967209595
s4_random_10_percent,2,3,1,0.47420561815156903,0.4555601446624665
s4_random_10_percent,2,3,2,0.441535977773296,0.4256346376580747
s4_random_10_percent,2,3,3,0.4148315775741651,0.40054199258193535
s4_random_10_percent,2,3,4,0.39366166742102615,0.37976772523857094
s4_random_10_percent,2,4,1,0.3893301548745468,0.36211427284692954
s4_random_10_percent,2,4,2,0.37136584657889143,0.35065388239344514
s4_random_10_percent,2,4,3,0.3643863366683002,0.3430105186602212
s4_random_10_percent,2,4,4,0.35714533401404314,0.3366915089345974
s4_random_10_percent,2,5,1,0.32461475710558696,0.3359767191646986
s4_random_10_percent,2,5,2,0.3266408345563625,0.331537220530454
s4_random_10_percent,2,5,3,0.32031784803886726,0.3300220599891773
s4_random_10_percent,2,5,4,0.31715172451686086,0.32894714917441453
s4_random_10_percent,3,1,1,0.7000421736678298,0.6877277434409201
s4_random_10_percent,3,1,2,0.680368452266771,0.6694927486831818
s4_random_10_percent,3,1,3,0.6615281015999463,0.6493889793749555
s4_random_10_percent,3,1,4,0.6389604764081994,0.6255271380435174
s4_random_10_percent,3,2,1,0.6088641998634214,0.5982333630152553
s4_random_10_percent,3,2,2,0.5780709772745252,0.5681721441998951
s4_random_10_percent,3,2,3,0.5418935600187021,0.536178004650545
s4_random_10_percent,3,2,4,0.5095120339883623,0.5048687817325951
s4_random_10_percent,3,3,1,0.5049650181423534,0.47547950614940393
s4_random_10_percent,3,3,2,0.48236058052484093,0.45031988688287206
s4_random_10_percent,3,3,3,0.45465356459865325,0.42673523902665256
s4_random_10_percent,3,3,4,0.4338690286332911,0.404763459239929
s4_random_10_percent,3,4,1,0.42000709054539503,0.3844941479242665
s4_random_10_percent,3,4,2,0.39614113133316287,0.36773461057877493
s4_random_10_percent,3,4,3,0.3826414806750214,0.35494481961550756
s4_random_10_percent,3,4,4,0.363349341748216,0.3447872179715711
s4_random_10_percent,3,5,1,0.3685662947710868,0.3400710638823029
s4_random_10_percent,3,5,2,0.35601513564148013,0.3333669154005496
s4_random_10_percent,3,5,3,0.35609069176609165,0.329366347323081
s4_random_10_percent,3,5,4,0.3448302657606167,0.3265464332807985
s4_random_10_percent,4,1,1,0.6849623106853995,0.6749690378620232
s4_random_10_percent,4,1,2,0.6696682264317833,0.6612183961619649
s4_random_10_percent,4,1,3,0.65493566169418,0.6454279571649582
s4_random_10_percent,4,1,4,0.6367111640743196,0.6229080393800571
s4_random_10_percent,4,2,1,0.6111643303665796,0.5932318140762021
s4_random_10_percent,4,2,2,0.5790667280092908,0.5571313307091996
s4_random_10_percent,4,2,3,0.5410003949922995,0.5170398912662826
s4_random_10_percent,4,2,4,0.5036106309921862,0.4764999134713693
s4_random_10_percent,4,3,1,0.4631165432465541,0.44155905371541504
s4_random_10_percent,4,3,2,0.42970585629537505,0.4138523349744389
s4_random_10_percent,4,3,3,0.40360752483467005,0.39271138559232605
s4_random_10_percent,4,3,4,0.3837019700508613,0.3749294019920267
s4_random_10_percent,4,4,1,0.3736678895403127,0.36028365556119146
s4_random_10_percent,4,4,2,0.36028573425089727,0.3485198104410851
s4_random_10_percent,4,4,3,0.34690330741835423,0.3399699336676008
s4_random_10_percent,4,4,4,0.33868786819645613,0.3341428114275707
s4_random_10_percent,4,5,1,0.37081225414581487,0.3345920437839622
s4_random_10_percent,4,5,2,0.36208105708773697,0.33056818000482074
s4_random_10_percent,4,5,3,0.3580884099104526,0.32748119104699364
s4_random_10_percent,4,5,4,0.35248885052936224,0.32578141281522105
s4_random_10_percent,5,1,1,0.6846915041168499,0.6698758449184742
s4_random_10_percent,5,1,2,0.6630076580264881,0.6485873884332007
s4_random_10_percent,5,1,3,0.6417073207332217,0.6258927654640746
s4_random_10_percent,5,1,4,0.6172971253573555,0.5989150871613492
s4_random_10_percent,5,2,1,0.5950947620297492,0.5688506546256128
s4_random_10_percent,5,2,2,0.5637906482252837,0.5360072095179994
s4_random_10_percent,5,2,3,0.5356879593988764,0.5012325933810762
s4_random_10_percent,5,2,4,0.500874614676587,0.4667642562645822
