scenario,model,original_index,y_true,probability_gt_50k,true_class_probability,binary_cross_entropy_loss,predicted_class,prediction_correct
s1_random_1_percent,retain_finetuning,11923,0,0.0059130867,0.9940869,0.0059309006,0,1
s1_random_1_percent,retain_finetuning,11935,1,0.5836103,0.5836103,0.53852177,1,1
s1_random_1_percent,retain_finetuning,12722,1,0.9703141,0.9703141,0.030135442,1,1
s1_random_1_percent,retain_finetuning,12839,0,0.0006281123,0.9993719,0.0006284714,0,1
s1_random_1_percent,retain_finetuning,12955,0,1.4115346e-05,0.9999859,1.4305115e-05,0,1
s1_random_1_percent,retain_finetuning,13047,0,0.29215762,0.70784235,0.34553385,0,1
s1_random_1_percent,retain_finetuning,13259,0,0.000532813,0.9994672,0.00053310394,0,1
s1_random_1_percent,retain_finetuning,13406,0,0.00011010784,0.9998899,0.00010967255,0,1
s1_random_1_percent,retain_finetuning,13434,0,0.04574129,0.9542587,0.046820402,0,1
s1_random_1_percent,retain_finetuning,13450,0,0.003767137,0.99623287,0.003774166,0,1
s1_random_1_percent,retain_finetuning,13456,0,0.1276891,0.8723109,0.13660944,0,1
s1_random_1_percent,retain_finetuning,13678,0,0.081765756,0.9182342,0.08530283,0,1
s1_random_1_percent,retain_finetuning,13740,1,0.7745771,0.7745771,0.2554381,1,1
s1_random_1_percent,retain_finetuning,13887,1,0.25851905,0.25851905,1.3527858,0,0
s1_random_1_percent,retain_finetuning,13984,0,0.0024725995,0.9975274,0.0024757385,0,1
s1_random_1_percent,retain_finetuning,14246,0,0.0012581875,0.9987418,0.0012588501,0,1
s1_random_1_percent,retain_finetuning,14296,0,0.07986961,0.9201304,0.083239794,0,1
s1_random_1_percent,retain_finetuning,14406,0,0.20704852,0.79295146,0.23199332,0,1
s1_random_1_percent,retain_finetuning,14662,1,0.93528736,0.93528736,0.06690148,1,1
s1_random_1_percent,retain_finetuning,14703,1,0.37983248,0.37983248,0.96802497,0,0
s1_random_1_percent,retain_finetuning,14782,0,0.0024779106,0.9975221,0.0024809837,0,1
s1_random_1_percent,retain_finetuning,14793,0,0.0016722477,0.99832773,0.0016736984,0,1
s1_random_1_percent,retain_finetuning,14941,0,0.00014211981,0.9998579,0.00014209747,0,1
s1_random_1_percent,retain_finetuning,15088,1,0.021517957,0.021517957,3.8388674,0,0
s1_random_1_percent,retain_finetuning,15192,0,0.006163921,0.9938361,0.0061831474,0,1
s1_random_1_percent,retain_finetuning,15199,0,0.3874057,0.6125943,0.49005246,0,1
s1_random_1_percent,retain_finetuning,15468,0,0.043726273,0.95627373,0.044711113,0,1
s1_random_1_percent,retain_finetuning,15542,0,0.0027319682,0.997268,0.0027356148,0,1
s1_random_1_percent,retain_finetuning,15670,0,0.0009059116,0.99909407,0.00090646744,0,1
s1_random_1_percent,retain_finetuning,15724,0,0.037702415,0.96229756,0.038431406,0,1
s1_random_1_percent,retain_finetuning,15850,0,0.00024668872,0.9997533,0.00024700165,0,1
s1_random_1_percent,retain_finetuning,16076,1,0.82541764,0.82541764,0.19186579,1,1
s1_random_1_percent,retain_finetuning,16135,0,0.0014521539,0.99854785,0.0014533997,0,1
s1_random_1_percent,retain_finetuning,16235,0,0.3674966,0.6325034,0.4580698,0,1
s1_random_1_percent,retain_finetuning,16306,1,0.6609741,0.6609741,0.4140406,1,1
s1_random_1_percent,retain_finetuning,16537,0,0.0004024804,0.9995975,0.00040245056,0,1
s1_random_1_percent,retain_finetuning,16718,0,0.024739262,0.97526073,0.025050402,0,1
s1_random_1_percent,retain_finetuning,16920,1,0.6943263,0.6943263,0.36481324,1,1
s1_random_1_percent,retain_finetuning,16950,0,0.0031421995,0.9968578,0.0031471252,0,1
s1_random_1_percent,retain_finetuning,17212,0,5.2641633e-05,0.99994737,5.2452087e-05,0,1
s1_random_1_percent,retain_finetuning,17656,0,0.011191947,0.98880804,0.011255264,0,1
s1_random_1_percent,retain_finetuning,17682,0,0.5139299,0.4860701,0.7214024,1,0
s1_random_1_percent,retain_finetuning,17801,0,0.7001297,0.2998703,1.2044053,1,0
s1_random_1_percent,retain_finetuning,17820,0,0.0065283533,0.9934716,0.006549835,0,1
s1_random_1_percent,retain_finetuning,17869,0,0.00044373522,0.99955624,0.0004439354,0,1
s1_random_1_percent,retain_finetuning,17998,1,0.6693114,0.6693114,0.40150586,1,1
s1_random_1_percent,retain_finetuning,18004,1,0.5166567,0.5166567,0.66037667,1,1
s1_random_1_percent,retain_finetuning,18164,0,0.051152464,0.94884753,0.052507162,0,1
s1_random_1_percent,retain_finetuning,18606,1,0.92968035,0.92968035,0.072914466,1,1
s1_random_1_percent,retain_finetuning,18864,1,0.9632329,0.9632329,0.037460104,1,1
s1_random_1_percent,retain_finetuning,19542,0,0.010555213,0.9894448,0.010611534,0,1
s1_random_1_percent,retain_finetuning,19799,1,0.69975275,0.69975275,0.35702822,1,1
s1_random_1_percent,retain_finetuning,19888,0,0.061267022,0.938733,0.063224316,0,1
s1_random_1_percent,retain_finetuning,19934,0,0.032813482,0.9671865,0.03336382,0,1
s1_random_1_percent,retain_finetuning,19955,1,0.55145746,0.55145746,0.5951905,1,1
s1_random_1_percent,retain_finetuning,20305,1,0.13814855,0.13814855,1.9794257,0,0
s1_random_1_percent,retain_finetuning,20355,0,0.007638877,0.9923611,0.0076680183,0,1
s1_random_1_percent,retain_finetuning,20428,0,0.23442301,0.76557696,0.2671255,0,1
s1_random_1_percent,retain_finetuning,20986,0,0.005651769,0.9943482,0.0056676865,0,1
s1_random_1_percent,retain_finetuning,21086,1,0.6142347,0.6142347,0.4873782,1,1
s1_random_1_percent,retain_finetuning,21142,0,0.00046934478,0.9995307,0.0004696846,0,1
s1_random_1_percent,retain_finetuning,21147,0,0.0028579321,0.9971421,0.0028619766,0,1
s1_random_1_percent,retain_finetuning,21233,1,0.68123823,0.68123823,0.3838432,1,1
s1_random_1_percent,retain_finetuning,21247,0,0.0003837583,0.99961627,0.0003838539,0,1
s1_random_1_percent,retain_finetuning,21268,0,0.6665818,0.3334182,1.0983578,1,0
s1_random_1_percent,retain_finetuning,21378,0,0.51196736,0.48803264,0.71737295,1,0
s1_random_1_percent,retain_finetuning,21449,0,0.20746075,0.79253924,0.23251319,0,1
s1_random_1_percent,retain_finetuning,21499,0,0.03158554,0.9684145,0.032095194,0,1
s1_random_1_percent,retain_finetuning,21552,0,0.0009215701,0.99907845,0.00092220306,0,1
s1_random_1_percent,retain_finetuning,21627,0,0.00063014106,0.99936986,0.0006303787,0,1
s1_random_1_percent,retain_finetuning,21733,0,0.00029120647,0.9997088,0.00029087067,0,1
s1_random_1_percent,retain_finetuning,21793,0,0.0005550539,0.99944496,0.00055503845,0,1
s1_random_1_percent,retain_finetuning,21829,0,0.009173566,0.9908264,0.009215832,0,1
s1_random_1_percent,retain_finetuning,21832,0,0.06749103,0.93250895,0.06987643,0,1
s1_random_1_percent,retain_finetuning,21844,0,0.011874989,0.988125,0.011946201,0,1
s1_random_1_percent,retain_finetuning,21911,0,0.031445093,0.9685549,0.031949997,0,1
s1_random_1_percent,retain_finetuning,22225,1,0.34017053,0.34017053,1.0783082,0,0
s1_random_1_percent,retain_finetuning,22293,0,0.14366493,0.85633504,0.15509355,0,1
s1_random_1_percent,retain_finetuning,22306,1,0.27231163,0.27231163,1.3008082,0,0
s1_random_1_percent,retain_finetuning,22479,0,0.0042898734,0.99571013,0.004299164,0,1
s1_random_1_percent,retain_finetuning,22499,0,0.06195152,0.9380485,0.06395364,0,1
s1_random_1_percent,retain_finetuning,22515,0,0.05381873,0.9461813,0.05532098,0,1
s1_random_1_percent,retain_finetuning,22601,0,0.56768215,0.43231785,0.83859396,1,0
s1_random_1_percent,retain_finetuning,22653,0,0.1320366,0.86796343,0.14160573,0,1
s1_random_1_percent,retain_finetuning,22809,1,0.49925202,0.49925202,0.69464433,0,0
s1_random_1_percent,retain_finetuning,22827,1,0.45522636,0.45522636,0.7869604,0,0
s1_random_1_percent,retain_finetuning,22924,0,0.32145292,0.6785471,0.38780147,0,1
s1_random_1_percent,retain_finetuning,22936,1,0.28133416,0.28133416,1.2682121,0,0
s1_random_1_percent,retain_finetuning,23115,1,0.24341151,0.24341151,1.4130018,0,0
s1_random_1_percent,retain_finetuning,23155,0,2.4101322e-05,0.9999759,2.3841858e-05,0,1
s1_random_1_percent,retain_finetuning,23564,0,0.6907726,0.3092274,1.1736782,1,0
s1_random_1_percent,retain_finetuning,23774,0,0.6269866,0.37301338,0.98614097,1,0
s1_random_1_percent,retain_finetuning,23977,1,0.48880896,0.48880896,0.7157836,0,0
s1_random_1_percent,retain_finetuning,24045,0,0.07608295,0.92391706,0.079133034,0,1
s1_random_1_percent,retain_finetuning,24110,0,0.051881973,0.94811803,0.0532763,0,1
s1_random_1_percent,retain_finetuning,24126,0,0.0115086865,0.9884913,0.011575222,0,1
s1_random_1_percent,retain_finetuning,24138,0,0.0705162,0.9294838,0.07312584,0,1
s1_random_1_percent,retain_finetuning,24148,1,0.61729854,0.61729854,0.4824025,1,1
s1_random_1_percent,retain_finetuning,24211,0,0.5614958,0.43850422,0.82438576,1,0
s1_random_1_percent,retain_finetuning,24238,0,0.00045789214,0.9995421,0.0004582405,0,1
s1_random_1_percent,retain_finetuning,24382,0,0.0075218957,0.99247813,0.0075502396,0,1
s1_random_1_percent,retain_finetuning,24560,1,0.35165113,0.35165113,1.0451157,0,0
s1_random_1_percent,retain_finetuning,24562,0,0.14551096,0.854489,0.1572516,0,1
s1_random_1_percent,retain_finetuning,24862,1,0.19121663,0.19121663,1.6543481,0,0
s1_random_1_percent,retain_finetuning,25444,0,0.19560398,0.80439603,0.21766365,0,1
s1_random_1_percent,retain_finetuning,25502,0,0.014867544,0.98513246,0.0149793625,0,1
s1_random_1_percent,retain_finetuning,26447,0,0.3910738,0.6089262,0.4960582,0,1
s1_random_1_percent,retain_finetuning,26490,0,0.17699066,0.8230094,0.19478774,0,1
s1_random_1_percent,retain_finetuning,26515,0,0.0011362691,0.99886376,0.0011367798,0,1
s1_random_1_percent,retain_finetuning,26530,0,0.0010807887,0.9989192,0.0010814667,0,1
s1_random_1_percent,retain_finetuning,26633,0,0.16021624,0.8397838,0.17461085,0,1
s1_random_1_percent,retain_finetuning,26677,0,0.09839558,0.9016044,0.10357928,0,1
s1_random_1_percent,retain_finetuning,26755,0,0.27748173,0.72251827,0.32501262,0,1
s1_random_1_percent,retain_finetuning,26897,1,0.4103015,0.4103015,0.8908628,0,0
s1_random_1_percent,retain_finetuning,26926,0,5.188854e-05,0.9999481,5.1498413e-05,0,1
s1_random_1_percent,retain_finetuning,27018,1,0.62349755,0.62349755,0.47241038,1,1
s1_random_1_percent,retain_finetuning,27093,0,0.019324932,0.98067504,0.019514084,0,1
s1_random_1_percent,retain_finetuning,27119,0,0.00049330585,0.9995067,0.00049352646,0,1
s1_random_1_percent,retain_finetuning,27153,0,0.03275181,0.9672482,0.03330016,0,1
s1_random_1_percent,retain_finetuning,27206,0,0.0053045987,0.9946954,0.0053186417,0,1
s1_random_1_percent,retain_finetuning,27418,0,0.007641743,0.99235827,0.0076708794,0,1
s1_random_1_percent,retain_finetuning,27499,0,0.12313397,0.87686604,0.13140118,0,1
s1_random_1_percent,retain_finetuning,27510,0,0.26083094,0.73916906,0.30222857,0,1
s1_random_1_percent,retain_finetuning,27662,0,0.75355166,0.24644834,1.4006029,1,0
s1_random_1_percent,retain_finetuning,27949,0,0.13799155,0.86200845,0.14849019,0,1
s1_random_1_percent,retain_finetuning,27958,0,0.6242639,0.37573612,0.97886825,1,0
s1_random_1_percent,retain_finetuning,28255,1,0.87707686,0.87707686,0.13116062,1,1
s1_random_1_percent,retain_finetuning,28389,0,0.8925186,0.10748142,2.2304373,1,0
s1_random_1_percent,retain_finetuning,28530,0,0.061026976,0.938973,0.06296849,0,1
s1_random_1_percent,retain_finetuning,28700,0,0.013794857,0.98620516,0.013890743,0,1
s1_random_1_percent,retain_finetuning,28871,0,0.7637594,0.23624063,1.4429042,1,0
s1_random_1_percent,retain_finetuning,29302,0,0.0010968497,0.99890316,0.0010972023,0,1
s1_random_1_percent,retain_finetuning,29574,0,0.7633163,0.23668373,1.4410305,1,0
s1_random_1_percent,retain_finetuning,29900,0,0.0016128862,0.9983871,0.0016140938,0,1
s1_random_1_percent,retain_finetuning,30034,0,0.0005001649,0.99949986,0.0005002022,0,1
s1_random_1_percent,retain_finetuning,30573,0,0.019635586,0.98036444,0.019830942,0,1
s1_random_1_percent,retain_finetuning,30597,0,0.00030378008,0.9996962,0.0003042221,0,1
s1_random_1_percent,retain_finetuning,30632,1,0.26220348,0.26220348,1.3386344,0,0
s1_random_1_percent,retain_finetuning,30678,0,0.25597677,0.7440232,0.2956829,0,1
s1_random_1_percent,retain_finetuning,30704,0,0.0054503707,0.99454963,0.0054655075,0,1
s1_random_1_percent,retain_finetuning,30854,1,0.9406813,0.9406813,0.061150912,1,1
s1_random_1_percent,retain_finetuning,30929,1,0.27261066,0.27261066,1.2997106,0,0
s1_random_1_percent,retain_finetuning,31051,0,0.03528901,0.964711,0.03592658,0,1
s1_random_1_percent,retain_finetuning,31199,0,0.03698765,0.96301234,0.03768897,0,1
s1_random_1_percent,retain_finetuning,31689,1,0.995637,0.995637,0.00437256,1,1
s1_random_1_percent,retain_finetuning,31694,0,0.034194894,0.9658051,0.034793377,0,1
s1_random_1_percent,retain_finetuning,31788,1,0.4285531,0.4285531,0.8473406,0,0
s1_random_1_percent,retain_finetuning,32192,0,0.0016859719,0.998314,0.0016875267,0,1
s1_random_1_percent,retain_finetuning,32219,0,0.30919072,0.69080925,0.3698914,0,1
s1_random_1_percent,retain_finetuning,32283,0,0.16942266,0.8305774,0.18563426,0,1
s1_random_1_percent,retain_finetuning,32306,1,0.8817476,0.8817476,0.12584943,1,1
s1_random_1_percent,retain_finetuning,32324,0,0.015313557,0.98468643,0.015431881,0,1
s1_random_1_percent,retain_finetuning,32453,0,0.009579085,0.99042094,0.009625435,0,1
s1_random_1_percent,retain_finetuning,32483,0,6.686148e-05,0.9999331,6.67572e-05,0,1
s1_random_1_percent,retain_finetuning,32513,0,0.00015831509,0.9998417,0.00015830994,0,1
s1_random_1_percent,retain_finetuning,32746,0,0.15815721,0.8418428,0.17216206,0,1
s1_random_1_percent,retain_finetuning,32828,0,0.035524495,0.9644755,0.03617072,0,1
s1_random_1_percent,retain_finetuning,32850,1,0.11608941,0.11608941,2.1533947,0,0
s1_random_1_percent,retain_finetuning,33043,0,0.062757395,0.9372426,0.06481314,0,1
s1_random_1_percent,retain_finetuning,33102,0,0.00661964,0.99338037,0.006641865,0,1
s1_random_1_percent,retain_finetuning,33112,0,0.005539757,0.9944602,0.005555153,0,1
s1_random_1_percent,retain_finetuning,33260,1,0.74910855,0.74910855,0.28887138,1,1
s1_random_1_percent,retain_finetuning,33285,0,0.39651635,0.6034837,0.5050365,0,1
s1_random_1_percent,retain_finetuning,33762,0,0.0012046563,0.99879533,0.0012054443,0,1
s1_random_1_percent,retain_finetuning,33875,0,0.26045388,0.7395461,0.3017186,0,1
s1_random_1_percent,retain_finetuning,33887,0,0.022797164,0.97720283,0.023061037,0,1
s1_random_1_percent,retain_finetuning,33939,0,0.008071671,0.99192834,0.008104324,0,1
s1_random_1_percent,retain_finetuning,33975,1,0.55120414,0.55120414,0.5956501,1,1
s1_random_1_percent,retain_finetuning,34067,1,0.7803705,0.7803705,0.2479865,1,1
s1_random_1_percent,retain_finetuning,34239,0,0.022571677,0.9774283,0.022830486,0,1
s1_random_1_percent,retain_finetuning,34310,0,0.109127045,0.89087296,0.11555338,0,1
s1_random_1_percent,retain_finetuning,34736,1,0.073333174,0.073333174,2.6127422,0,0
s1_random_1_percent,retain_finetuning,34888,0,0.028134052,0.97186595,0.028537512,0,1
s1_random_1_percent,retain_finetuning,34909,0,0.06689565,0.93310434,0.069238186,0,1
s1_random_1_percent,retain_finetuning,35073,0,0.5068287,0.49317127,0.70689875,1,0
s1_random_1_percent,retain_finetuning,35143,0,0.24446627,0.7555337,0.28033078,0,1
s1_random_1_percent,retain_finetuning,35157,0,0.37708226,0.6229178,0.47334075,0,1
s1_random_1_percent,retain_finetuning,35508,0,0.31348515,0.68651485,0.37612742,0,1
s1_random_1_percent,retain_finetuning,35611,0,0.49346012,0.5065399,0.68015224,0,1
s1_random_1_percent,retain_finetuning,35665,0,0.123518676,0.8764813,0.13183999,0,1
s1_random_1_percent,retain_finetuning,35896,1,0.88933736,0.88933736,0.11727861,1,1
s1_random_1_percent,retain_finetuning,36046,1,0.72065145,0.72065145,0.3275996,1,1
s1_random_1_percent,retain_finetuning,36126,0,0.016352195,0.9836478,0.016487598,0,1
s1_random_1_percent,retain_finetuning,36759,0,0.001208068,0.99879193,0.0012087822,0,1
s1_random_1_percent,retain_finetuning,36851,0,0.0004751508,0.99952483,0.00047540665,0,1
s1_random_1_percent,retain_finetuning,36866,0,0.0013970874,0.9986029,0.0013980865,0,1
s1_random_1_percent,retain_finetuning,36940,1,0.64200324,0.64200324,0.4431619,1,1
s1_random_1_percent,retain_finetuning,36980,1,0.63593084,0.63593084,0.45266548,1,1
s1_random_1_percent,retain_finetuning,37178,0,0.24459566,0.75540435,0.28050208,0,1
s1_random_1_percent,retain_finetuning,37225,0,0.17880982,0.8211902,0.1970005,0,1
s1_random_1_percent,retain_finetuning,37271,0,0.021515096,0.9784849,0.021749973,0,1
s1_random_1_percent,retain_finetuning,37470,1,0.3114199,0.3114199,1.1666131,0,0
s1_random_1_percent,retain_finetuning,37537,0,0.018683538,0.98131645,0.01886034,0,1
s1_random_1_percent,retain_finetuning,37554,0,0.017658362,0.98234165,0.017816067,0,1
s1_random_1_percent,retain_finetuning,37736,0,0.009922617,0.9900774,0.0099720955,0,1
s1_random_1_percent,retain_finetuning,37870,1,0.5962375,0.5962375,0.5171162,1,1
s1_random_1_percent,retain_finetuning,37901,0,0.25160694,0.74839306,0.289827,0,1
s1_random_1_percent,retain_finetuning,37924,0,0.60624886,0.39375114,0.93203616,1,0
s1_random_1_percent,retain_finetuning,37934,0,0.6331952,0.36680478,1.0029255,1,0
s1_random_1_percent,retain_finetuning,38080,0,0.042164005,0.957836,0.04307866,0,1
s1_random_1_percent,retain_finetuning,38139,0,0.15038608,0.8496139,0.16297328,0,1
s1_random_1_percent,retain_finetuning,38217,0,2.5948817e-05,0.9999741,2.5749207e-05,0,1
s1_random_1_percent,retain_finetuning,38229,0,0.00040741733,0.9995926,0.00040769577,0,1
s1_random_1_percent,retain_finetuning,38387,0,0.020650096,0.9793499,0.020866394,0,1
s1_random_1_percent,retain_finetuning,38462,1,0.59542763,0.59542763,0.5184754,1,1
s1_random_1_percent,retain_finetuning,38622,0,0.27865642,0.7213436,0.32663977,0,1
s1_random_1_percent,retain_finetuning,38655,0,0.079596385,0.9204036,0.08294296,0,1
s1_random_1_percent,retain_finetuning,38715,0,0.4096516,0.59034836,0.5270424,0,1
s1_random_1_percent,retain_finetuning,38726,0,0.00079674704,0.99920326,0.0007972717,0,1
s1_random_1_percent,retain_finetuning,39066,0,0.03538524,0.96461475,0.036026478,0,1
s1_random_1_percent,retain_finetuning,39085,0,0.014672428,0.9853276,0.014780998,0,1
s1_random_1_percent,retain_finetuning,39414,0,0.39611715,0.60388285,0.5043751,0,1
s1_random_1_percent,retain_finetuning,39437,0,0.0036303524,0.99636966,0.003636837,0,1
s1_random_1_percent,retain_finetuning,39530,1,0.7805614,0.7805614,0.2477419,1,1
s1_random_1_percent,retain_finetuning,39607,0,0.00063625426,0.9993637,0.0006365776,0,1
s1_random_1_percent,retain_finetuning,39869,0,0.0009852002,0.9990148,0.0009856224,0,1
s1_random_1_percent,retain_finetuning,39953,1,0.8985547,0.8985547,0.10696773,1,1
s1_random_1_percent,retain_finetuning,40107,0,0.005504816,0.9944952,0.005519867,0,1
s1_random_1_percent,retain_finetuning,40340,0,0.00024285326,0.9997572,0.00024318695,0,1
s1_random_1_percent,retain_finetuning,40376,0,0.68463504,0.31536496,1.1540247,1,0
s1_random_1_percent,retain_finetuning,40387,0,0.17319329,0.8268067,0.19018435,0,1
s1_random_1_percent,retain_finetuning,40408,0,0.00038708237,0.9996129,0.00038719177,0,1
s1_random_1_percent,retain_finetuning,40545,0,0.0050356095,0.99496436,0.005048275,0,1
s1_random_1_percent,retain_finetuning,40662,1,0.6982928,0.6982928,0.35911676,1,1
s1_random_1_percent,retain_finetuning,40862,0,0.0016852627,0.99831474,0.001686573,0,1
s1_random_1_percent,retain_finetuning,41466,0,0.005103257,0.99489677,0.0051164627,0,1
s1_random_1_percent,retain_finetuning,41476,1,0.98826957,0.98826957,0.011799777,1,1
